Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Market Capitalization,87,97,99,103,108,122,123,127,130,126,117,88,100,114,164,155,157,150,116,136,142,135,140,151,152,148,162,155,150,143,159,143,146,144,138,134,141,152,153,170,166,Upgrade
Market Cap Growth,-,-20.64%,-19.49%,-18.53%,-16.77%,-3.09%,5.37%,43.11%,30.17%,10.36%,-28.80%,-42.99%,-36.63%,-23.82%,41.12%,14.10%,10.55%,10.59%,-16.90%,-9.81%,-6.29%,-8.80%,-13.33%,-2.72%,1.53%,3.91%,1.42%,8.54%,2.51%,-0.76%,15.04%,6.52%,3.82%,-5.35%,-9.44%,-20.95%,-15.29%,-15.76%,-18.27%,10.96%,30.68%,Upgrade
Enterprise Value,231,241,254,179,170,142,118,128,161,165,159,158,125,161,247,232,188,189,160,168,225,196,204,223,205,134,190,262,190,123,139,78,156,245,148,90,63,10,23,69,79,Upgrade
PE Ratio,9.60,10.46,11.50,12.12,11.88,12.23,12.53,14.49,17.17,21.66,21.69,13.38,12.97,16.54,29.34,30.11,35.63,29.74,16.83,32.55,66.80,79.81,126.48,44.52,29.18,21.82,22.60,23.40,20.02,19.28,18.72,14.49,14.89,15.29,16.87,17.92,21.28,15.55,11.55,9.13,6.43,Upgrade
PS Ratio,2.14,2.40,2.52,2.62,2.79,3.20,3.27,3.51,3.61,3.56,3.28,2.32,2.51,2.74,3.63,3.24,3.08,2.74,2.05,2.36,2.42,2.22,2.27,2.34,2.25,2.08,2.22,2.18,2.10,2.02,2.17,1.89,1.95,1.96,2.01,2.02,2.14,2.04,1.83,1.76,1.51,Upgrade
PB Ratio,0.67,0.75,0.77,0.80,0.84,0.96,0.96,0.99,1.02,1.00,0.94,0.71,0.80,0.93,1.33,1.27,1.30,1.23,0.95,1.12,1.18,1.12,1.16,1.21,1.19,1.13,1.22,1.16,1.12,1.05,1.16,1.03,1.03,1.01,0.96,0.93,0.96,1.01,1.00,1.08,1.04,Upgrade
Debt / Equity Ratio,1.58,1.58,1.39,0.89,0.66,0.63,0.63,0.70,0.79,0.88,0.93,1.09,1.14,1.06,1.06,1.07,0.84,0.83,0.91,0.91,1.05,0.92,0.92,0.97,0.98,0.85,0.84,1.10,0.68,0.67,0.66,0.66,0.65,0.93,0.29,0.29,0.28,0.34,0.34,0.36,0.67,Upgrade
Dividend Yield,4.52%,1.03%,1.02%,0.99%,0.94%,0.85%,0.85%,0.83%,0.81%,0.83%,0.89%,1.18%,1.04%,0.92%,0.64%,0.67%,0.67%,0.70%,0.90%,0.77%,0.73%,0.77%,0.76%,0.71%,0.68%,0.70%,0.64%,0.66%,0.66%,0.70%,0.64%,0.72%,0.72%,0.69%,0.73%,0.75%,0.69%,0.65%,0.67%,0.60%,0.44%,Upgrade
Payout Ratio,43.40%,42.40%,42.40%,48.30%,41.20%,60.90%,46.70%,40.00%,31.80%,66.70%,87.50%,70.00%,66.70%,93.30%,43.80%,41.20%,140.00%,-700.00%,53.80%,56.00%,77.80%,60.90%,-140.00%,-466.70%,100.00%,92.90%,68.40%,65.00%,37.50%,66.70%,100.00%,41.40%,41.40%,37.90%,42.30%,42.30%,45.50%,71.40%,62.50%,66.70%,14.00%,Upgrade
Buyback Yield / Dilution,3.69%,3.69%,3.36%,3.33%,3.08%,0.98%,-0.14%,-1.07%,-1.08%,0.55%,0.74%,0.59%,0.81%,0.36%,0.12%,-0.63%,-0.49%,-0.43%,1.35%,3.40%,5.46%,5.97%,4.76%,2.92%,3.48%,5.01%,5.26%,6.89%,6.23%,6.93%,7.86%,7.38%,9.82%,8.72%,10.22%,10.00%,7.48%,7.08%,4.64%,5.07%,5.12%,Upgrade
Total Shareholder Return,8.25%,4.72%,4.37%,4.32%,4.02%,1.82%,0.71%,-0.24%,-0.27%,1.37%,1.63%,1.77%,1.86%,1.28%,0.76%,0.05%,0.18%,0.27%,2.25%,4.16%,6.19%,6.75%,5.52%,3.63%,4.15%,5.70%,5.90%,7.55%,6.88%,7.63%,8.50%,8.10%,10.54%,9.41%,10.95%,10.75%,8.17%,7.73%,5.31%,5.67%,5.56%,Upgrade
