Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,474,558,656,654,729,787,774,742,678,792,563,417,438,396,587,578,582,555,488,617,563,462,486,481,428,422,424,268,211,204,219,185,154,140,109,127,122,124,130,133,133,Upgrade
Market Cap Growth,-,-29.08%,-15.19%,-11.93%,7.58%,-0.73%,37.39%,77.90%,54.76%,99.90%,-4.10%,-27.79%,-24.77%,-28.63%,20.31%,-6.26%,3.38%,20.24%,0.41%,28.33%,31.74%,9.39%,14.81%,79.08%,102.19%,107.13%,93.33%,44.82%,37.16%,45.27%,101.03%,45.60%,26.20%,13.52%,-16.39%,-4.28%,-7.88%,-12.99%,-5.03%,-13.43%,-14.47%,Upgrade
Enterprise Value,"1,256","1,340","1,319","1,023","1,281","1,004",967,787,729,841,578,482,685,602,865,767,704,649,696,830,753,633,647,670,577,530,515,369,350,281,273,119,271,249,220,193,190,164,225,225,229,Upgrade
PE Ratio,6.29,7.39,9.00,9.46,10.49,12.29,15.03,15.40,16.35,20.12,12.44,9.56,10.01,8.88,12.25,12.59,13.71,13.38,13.34,19.71,18.38,16.04,18.22,16.65,16.10,18.34,20.16,14.65,13.11,13.52,15.31,13.95,11.88,11.42,9.64,11.83,11.37,11.91,12.65,13.04,13.36,Upgrade
PS Ratio,1.83,2.15,2.58,2.63,2.98,3.26,3.48,3.48,3.49,4.60,3.30,2.52,2.66,2.33,3.35,3.37,3.52,3.59,3.53,4.84,4.66,3.95,4.19,4.17,3.90,4.17,4.45,3.00,2.51,2.53,2.92,2.61,2.21,2.02,1.57,1.86,1.79,1.83,1.94,1.99,2.01,Upgrade
PB Ratio,0.72,0.84,1.04,1.09,1.17,1.18,1.22,1.18,1.10,1.32,0.99,0.74,0.80,0.74,1.12,1.11,1.14,1.12,1.03,1.48,1.37,1.49,1.58,1.54,1.42,1.45,1.51,0.93,0.98,0.96,1.07,0.91,0.78,0.82,0.66,0.79,0.77,0.80,0.87,0.88,0.89,Upgrade
Debt / Equity Ratio,1.44,1.44,1.29,0.88,1.10,0.66,0.57,0.63,0.64,0.76,0.76,0.53,0.89,0.74,0.69,0.57,0.57,0.66,0.73,0.67,0.67,0.73,0.81,0.83,0.74,0.76,0.95,0.78,0.89,0.74,0.83,0.73,0.82,0.96,0.99,0.76,0.79,0.73,1.07,0.82,0.86,Upgrade
Dividend Yield,3.98%,0.84%,0.72%,0.72%,0.62%,0.57%,0.51%,0.54%,0.51%,0.47%,1.22%,-,1.52%,-,1.13%,-,1.03%,-,1.13%,-,0.87%,-,0.88%,-,0.93%,-,0.47%,0.59%,1.20%,-,1.15%,-,-,-,1.56%,-,1.25%,-,1.14%,-,0.94%,Upgrade
Payout Ratio,24.60%,24.50%,22.80%,26.10%,25.30%,25.60%,23.40%,21.80%,30.10%,85.40%,50.60%,0.00%,65.60%,0.00%,55.60%,0.00%,54.50%,0.00%,58.10%,0.00%,47.20%,0.00%,91.90%,0.00%,48.50%,0.00%,29.10%,31.40%,58.80%,0.00%,61.20%,0.00%,0.00%,0.00%,60.40%,0.00%,53.10%,0.00%,58.10%,0.00%,48.80%,Upgrade
Buyback Yield / Dilution,-0.29%,-0.29%,-13.13%,-13.12%,-22.18%,-13.30%,-8.08%,-8.10%,-0.20%,-8.03%,-0.43%,-0.19%,-0.15%,-0.16%,-8.94%,-9.20%,-16.35%,-31.54%,-21.23%,-22.19%,-14.78%,-1.56%,-1.29%,-27.13%,-47.62%,-47.58%,-47.84%,-16.88%,-20.71%,-20.51%,-43.42%,-43.15%,-19.31%,-19.48%,0.84%,1.18%,1.28%,1.00%,1.79%,1.14%,1.19%,Upgrade
Total Shareholder Return,3.70%,0.56%,-12.41%,-12.40%,-21.56%,-12.73%,-7.56%,-7.56%,0.30%,-7.56%,0.79%,-0.19%,1.37%,-0.16%,-7.81%,-9.20%,-15.31%,-31.54%,-20.11%,-22.19%,-13.91%,-1.56%,-0.41%,-27.13%,-46.69%,-47.58%,-47.37%,-16.29%,-19.51%,-20.51%,-42.27%,-43.15%,-19.31%,-19.48%,2.40%,1.18%,2.53%,1.00%,2.93%,1.14%,2.13%,Upgrade
