Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,283,439,578,581,645,681,745,699,663,657,470,297,325,379,608,570,626,618,603,690,744,772,793,856,812,774,841,679,576,627,624,579,618,592,601,552,622,637,623,556,507,Upgrade
Market Cap Growth,-,-35.55%,-22.51%,-16.94%,-2.74%,3.67%,58.75%,135.53%,104.09%,73.57%,-22.81%,-47.88%,-48.06%,-38.75%,0.91%,-17.51%,-15.94%,-19.93%,-23.93%,-19.35%,-8.34%,-0.28%,-5.77%,26.05%,41.03%,23.54%,34.82%,17.28%,-6.79%,5.86%,3.81%,4.97%,-0.62%,-7.13%,-3.53%,-0.73%,22.58%,21.92%,31.45%,13.63%,20.36%,Upgrade
Enterprise Value,"1,039","1,195","1,525","2,037","1,648","1,424","1,533","1,328","1,545","1,490","1,392","1,595","1,591","1,887","1,845","1,956","1,992","1,728","1,735","1,842","1,952","1,857","2,051","1,997","2,189","1,951","2,072","1,992","1,971","1,766","1,853","1,781","1,697","1,706","1,623","1,553","1,697","1,577","1,602","1,534","1,524",Upgrade
PE Ratio,4.59,6.87,7.51,6.85,7.44,8.41,9.11,10.41,11.83,11.93,13.54,6.73,8.02,11.54,14.74,13.97,13.21,12.18,10.94,14.20,17.95,19.17,19.27,17.31,16.27,11.45,12.96,10.91,9.19,13.32,13.50,12.69,13.48,13.87,13.59,12.22,14.34,15.44,16.50,15.88,14.51,Upgrade
PS Ratio,1.23,1.91,2.32,2.20,2.42,2.67,2.91,2.85,2.97,3.03,2.56,1.66,1.92,2.40,3.61,3.53,3.71,3.57,3.40,3.89,4.32,4.48,4.57,4.46,4.19,3.40,3.75,3.27,2.80,3.59,3.65,3.31,3.56,3.59,3.67,3.53,4.12,4.33,4.41,4.00,3.61,Upgrade
PB Ratio,0.42,0.65,0.85,0.87,0.96,1.01,1.10,1.05,1.01,1.03,0.76,0.51,0.57,0.69,1.05,1.00,1.11,1.11,1.10,1.27,1.38,1.44,1.49,1.59,1.52,1.47,1.64,1.33,1.13,1.29,1.32,1.23,1.34,1.27,1.32,1.22,1.35,1.42,1.44,1.30,1.20,Upgrade
Debt / Equity Ratio,1.39,1.39,1.62,2.42,1.70,1.38,1.28,1.21,1.57,1.58,1.74,2.34,2.36,3.03,2.22,2.59,2.52,2.09,2.28,2.21,2.32,2.20,2.46,2.23,2.67,2.34,2.46,2.65,2.84,2.44,2.69,2.62,2.41,2.44,2.32,2.28,2.42,2.20,2.34,2.38,2.51,Upgrade
Dividend Yield,9.17%,1.48%,1.14%,1.14%,1.03%,0.98%,0.86%,0.93%,0.98%,0.99%,1.26%,2.00%,1.82%,1.57%,0.97%,1.04%,0.95%,0.96%,0.93%,0.82%,0.77%,0.74%,0.65%,0.61%,0.64%,0.67%,0.58%,0.72%,0.86%,0.79%,0.74%,0.80%,0.76%,0.80%,0.74%,0.82%,0.73%,0.71%,0.63%,0.70%,0.79%,Upgrade
Payout Ratio,42.10%,129.40%,62.90%,28.90%,27.20%,37.90%,36.80%,25.90%,34.40%,35.00%,210.00%,42.00%,33.30%,-420.00%,46.70%,56.80%,56.80%,84.00%,45.50%,32.80%,41.70%,51.30%,90.00%,51.40%,40.90%,42.90%,34.70%,45.90%,16.20%,51.50%,39.00%,42.10%,31.40%,53.30%,39.50%,39.50%,38.50%,44.10%,32.50%,40.60%,40.60%,Upgrade
Buyback Yield / Dilution,3.26%,3.26%,2.84%,3.08%,1.96%,1.53%,-8.71%,-9.63%,-9.71%,-9.23%,-0.22%,-0.11%,-0.10%,-0.54%,-0.56%,0.38%,1.17%,1.56%,2.84%,1.77%,1.00%,0.61%,-0.70%,-0.60%,0.55%,0.60%,0.73%,1.01%,1.49%,1.73%,2.77%,4.21%,2.80%,2.50%,1.49%,-0.25%,1.88%,1.98%,2.58%,2.69%,0.28%,Upgrade
Total Shareholder Return,12.43%,4.74%,3.97%,4.22%,3.00%,2.51%,-7.85%,-8.71%,-8.73%,-8.24%,1.04%,1.89%,1.73%,1.03%,0.42%,1.42%,2.12%,2.52%,3.77%,2.59%,1.77%,1.35%,-0.05%,0.00%,1.19%,1.27%,1.31%,1.73%,2.35%,2.51%,3.51%,5.00%,3.56%,3.30%,2.23%,0.57%,2.61%,2.69%,3.21%,3.40%,1.07%,Upgrade
