Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,298","1,340","1,383","1,318","1,195","1,186","1,237","1,199","1,180","1,287","1,098",923,"1,052","1,083","1,336","1,250","1,257","1,259","1,040","1,187","1,161","1,063","1,054","1,123","1,028","1,004","1,014",755,682,716,698,755,749,713,708,653,708,704,729,678,610,Upgrade
Market Cap Growth,-,12.98%,11.84%,9.93%,1.31%,-7.85%,12.61%,29.78%,12.11%,18.81%,-17.81%,-26.14%,-16.27%,-14.01%,28.44%,5.33%,8.24%,18.45%,-1.29%,5.70%,12.99%,5.88%,3.87%,48.82%,50.75%,40.30%,45.27%,-0.07%,-9.02%,0.33%,-1.38%,15.62%,5.77%,1.34%,-2.84%,-3.70%,16.15%,12.99%,40.98%,27.67%,23.19%,Upgrade
Enterprise Value,"1,289","1,330","1,474","1,324",901,876,914,856,881,846,865,951,962,"1,207","1,411","1,341","1,299","1,314","1,183","1,288","1,290","1,151","1,240","1,338","1,186","1,017","1,191",886,773,714,800,800,766,617,711,724,747,687,797,666,558,Upgrade
PE Ratio,12.27,12.75,13.55,13.90,13.26,13.23,14.04,13.79,14.00,16.00,12.26,10.26,11.41,11.20,14.95,16.14,16.59,17.02,14.86,17.22,18.67,19.02,19.40,18.94,17.54,17.79,19.46,14.80,14.10,14.97,12.91,13.70,13.29,12.48,13.37,12.64,13.17,13.03,15.12,14.79,14.35,Upgrade
PS Ratio,4.90,5.06,5.50,5.49,5.16,5.16,5.41,5.31,5.33,5.97,4.85,4.03,4.53,4.51,5.78,5.57,5.74,5.97,5.17,6.02,6.08,5.74,5.64,6.15,5.63,5.58,5.85,4.43,4.10,4.35,3.98,4.23,4.17,3.92,4.11,3.76,4.00,3.97,4.13,4.00,3.77,Upgrade
PB Ratio,1.99,2.06,2.39,2.40,2.02,1.88,1.82,1.77,1.70,1.86,1.57,1.34,1.52,1.58,2.03,1.93,1.97,2.03,1.73,2.32,2.31,2.16,2.10,2.25,2.09,2.09,2.29,1.74,1.59,1.71,1.67,1.80,1.82,1.76,1.81,1.67,1.78,1.79,1.88,1.79,1.65,Upgrade
Debt / Equity Ratio,0.45,0.45,0.50,0.56,0.68,0.46,0.46,0.44,0.45,0.46,0.42,0.40,0.41,0.34,0.33,0.32,0.33,0.32,0.44,0.79,0.78,0.43,0.53,0.60,0.49,0.42,0.60,0.45,0.40,0.41,0.41,0.39,0.41,0.37,0.39,0.42,0.38,0.35,0.40,0.44,0.38,Upgrade
Dividend Yield,2.96%,0.72%,0.70%,0.67%,0.75%,0.76%,0.71%,0.74%,0.77%,0.71%,0.82%,0.99%,0.87%,0.85%,0.69%,0.69%,0.69%,0.69%,0.80%,0.60%,0.61%,0.67%,0.65%,0.61%,0.66%,0.65%,0.63%,0.85%,0.94%,0.88%,0.91%,0.85%,0.85%,0.85%,0.86%,0.95%,0.89%,0.83%,0.80%,0.86%,0.96%,Upgrade
Payout Ratio,35.50%,39.90%,31.60%,32.60%,39.70%,42.60%,37.70%,39.50%,41.10%,46.40%,40.70%,45.60%,50.90%,31.80%,41.30%,39.00%,38.40%,40.50%,77.90%,34.30%,33.80%,40.70%,71.00%,49.40%,46.80%,41.30%,43.90%,48.90%,51.80%,53.80%,47.70%,60.90%,53.80%,33.90%,42.10%,52.60%,49.40%,42.50%,44.00%,41.60%,44.60%,Upgrade
Buyback Yield / Dilution,1.05%,1.05%,1.73%,3.28%,4.39%,4.37%,4.31%,4.18%,3.12%,2.57%,3.08%,1.96%,1.76%,2.00%,-3.92%,-6.06%,-6.78%,-6.43%,-0.75%,0.95%,0.92%,-1.04%,-3.93%,-3.99%,-3.93%,-2.34%,1.74%,1.89%,1.49%,1.47%,-0.05%,1.60%,3.69%,4.10%,3.33%,2.18%,0.29%,-1.08%,-5.78%,-6.44%,-6.73%,Upgrade
Total Shareholder Return,4.01%,1.77%,2.43%,3.95%,5.14%,5.13%,5.02%,4.92%,3.89%,3.28%,3.90%,2.94%,2.64%,2.84%,-3.23%,-5.37%,-6.09%,-5.74%,0.04%,1.54%,1.52%,-0.37%,-3.28%,-3.38%,-3.26%,-1.69%,2.37%,2.74%,2.43%,2.34%,0.87%,2.44%,4.53%,4.95%,4.19%,3.13%,1.18%,-0.25%,-4.99%,-5.58%,-5.77%,Upgrade
