Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"138,602","147,674","143,693","135,646","133,051","155,686","176,139","177,548","170,597","140,840","123,984","76,236","76,104","54,375","82,743","70,524","73,699","72,111","68,204","81,255","83,910","96,688","94,860","88,468","82,426","79,947","79,127","61,293","50,324","48,984","61,591","61,532","76,417","70,545","75,947","67,873","63,732","61,582","61,194","52,783","47,886",Upgrade
Market Cap Growth,-,-5.15%,-18.42%,-23.60%,-22.01%,10.54%,42.07%,132.89%,124.16%,159.02%,49.84%,8.10%,3.26%,-24.59%,21.32%,-13.21%,-12.17%,-25.42%,-28.10%,-8.15%,1.80%,20.94%,19.88%,44.34%,63.79%,63.21%,28.47%,-0.39%,-34.15%,-30.56%,-18.90%,-9.34%,19.90%,14.56%,24.11%,28.59%,33.09%,42.85%,62.11%,59.61%,65.95%,Upgrade
Enterprise Value,"284,309","295,268","261,782","252,074","235,179","273,775","291,582","292,991","286,040","256,283","251,272","203,524","203,392","181,663","207,897","195,678","198,853","197,265","180,136","193,187","195,842","214,583","218,318","247,285","239,437","222,755","178,601","193,394","168,464","168,575","172,913","144,958","169,305","160,543","155,474","133,077","143,407","131,148","132,040","132,276","142,459",Upgrade
PE Ratio,14.04,15.02,13.63,11.29,10.15,11.02,12.09,12.47,12.87,10.93,11.81,8.18,8.67,7.00,9.72,9.06,9.51,9.03,8.30,11.08,11.98,15.29,16.98,13.36,12.77,12.71,14.37,12.90,12.06,11.10,10.86,19.40,19.79,17.56,24.10,13.76,15.23,19.44,23.05,16.56,37.97,Upgrade
PS Ratio,2.56,2.77,2.68,2.45,2.33,2.65,2.95,3.02,3.06,2.58,2.54,1.65,1.71,1.33,1.99,1.80,1.89,1.83,1.70,1.98,2.08,2.46,2.50,2.36,2.22,2.19,2.29,1.84,1.56,1.48,1.75,1.75,2.10,2.01,2.22,1.98,1.91,1.85,1.88,1.67,1.65,Upgrade
PB Ratio,1.36,1.47,1.44,1.34,1.31,1.56,1.67,1.68,1.62,1.34,1.22,0.75,0.75,0.53,1.01,0.87,0.90,0.88,0.85,1.01,1.05,1.24,1.23,1.12,1.05,1.03,1.04,0.79,0.65,0.64,0.82,0.82,1.02,0.95,1.07,0.93,0.90,0.92,0.93,0.81,0.76,Upgrade
Debt / Equity Ratio,2.57,2.57,2.46,2.26,2.30,2.46,2.31,2.31,2.31,2.31,2.29,2.29,2.29,2.29,2.54,2.54,2.54,2.54,2.48,2.48,2.48,2.63,2.63,2.62,2.56,2.38,2.33,2.26,2.26,2.28,2.20,2.29,2.30,2.30,2.36,2.28,2.34,2.51,2.58,2.68,2.80,Upgrade
Dividend Yield,4.34%,0.87%,0.90%,0.97%,0.91%,0.79%,0.71%,0.71%,0.38%,0.45%,0.51%,0.72%,0.72%,1.01%,0.68%,0.81%,0.67%,0.70%,0.75%,0.64%,0.52%,0.46%,0.47%,0.51%,0.44%,0.46%,0.47%,0.61%,0.57%,0.59%,0.47%,0.48%,0.38%,0.28%,0.26%,0.29%,0.31%,0.16%,0.16%,0.19%,0.20%,Upgrade
Payout Ratio,51.40%,45.10%,60.50%,52.00%,50.00%,34.30%,34.10%,34.80%,18.60%,15.80%,18.70%,20.80%,17.70%,34.30%,26.50%,27.30%,24.20%,21.30%,36.60%,25.20%,18.90%,16.90%,89.30%,26.30%,22.50%,19.60%,24.10%,24.10%,19.70%,26.80%,37.50%,30.60%,17.20%,8.30%,-11.10%,11.80%,10.60%,6.70%,250.00%,10.90%,11.90%,Upgrade
Buyback Yield / Dilution,5.24%,5.24%,6.00%,6.35%,6.41%,3.47%,0.94%,-15.71%,-18.24%,-15.58%,-12.49%,3.75%,5.92%,6.20%,6.10%,5.79%,5.32%,5.31%,4.96%,5.01%,4.48%,3.85%,3.24%,3.25%,3.63%,3.81%,4.33%,3.59%,3.11%,2.45%,1.81%,1.11%,0.49%,0.34%,-0.21%,-0.31%,-0.94%,-1.51%,2.68%,-4.00%,-2.07%,Upgrade
Total Shareholder Return,9.64%,6.11%,6.90%,7.32%,7.32%,4.25%,1.65%,-14.99%,-17.86%,-15.12%,-11.98%,4.47%,6.64%,7.21%,6.78%,6.60%,5.99%,6.01%,5.71%,5.64%,5.00%,4.31%,3.71%,3.76%,4.08%,4.27%,4.80%,4.20%,3.68%,3.03%,2.28%,1.59%,0.88%,0.62%,0.05%,-0.02%,-0.63%,-1.35%,2.84%,-3.81%,-1.87%,Upgrade
