Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"16,183","18,078","22,521","21,931","23,053","29,426","29,778","29,314","26,913","26,541","19,641","15,185","13,726","10,537","21,815","20,001","20,489","16,324","15,427","18,653","19,674","22,028","21,407","20,614","19,477","19,050","20,379","15,680","13,504","13,257","15,966","15,304","16,863","15,533","16,789","16,701","18,158","20,265","18,566","15,369","15,787",Upgrade
Market Cap Growth,-,-38.57%,-24.37%,-25.19%,-14.34%,10.87%,51.61%,93.05%,96.08%,151.88%,-9.96%,-24.08%,-33.01%,-35.45%,41.41%,7.22%,4.15%,-25.90%,-27.94%,-9.51%,1.01%,15.63%,5.05%,31.46%,44.23%,43.69%,27.64%,2.46%,-19.92%,-14.65%,-4.90%,-8.37%,-7.14%,-23.35%,-9.57%,8.67%,15.02%,38.45%,36.10%,7.87%,28.05%,Upgrade
Enterprise Value,"33,837","35,732","37,787","37,165","38,374","38,314","39,866","38,778","37,460","39,570","32,959","28,759","28,379","29,704","34,778","36,136","34,645","33,017","29,670","34,443","34,303","36,303","37,983","38,254","36,236","32,673","36,042","34,026","31,463","29,921","30,894","33,412","31,861","28,281","30,365","30,790","32,106","31,330","26,685","24,292","23,085",Upgrade
PE Ratio,6.87,7.56,9.67,9.71,9.98,11.97,11.20,11.27,10.86,13.49,14.85,10.44,9.65,6.25,9.02,9.30,10.04,7.44,7.28,8.64,7.19,8.81,10.17,10.37,13.08,13.14,13.84,8.96,8.36,8.28,9.75,11.20,12.70,10.70,11.87,11.62,11.87,11.95,10.32,8.52,9.08,Upgrade
PS Ratio,2.02,2.25,2.88,2.84,2.97,3.68,3.60,3.57,3.34,3.61,3.02,2.29,2.09,1.50,2.78,2.73,2.93,2.36,2.30,2.82,2.60,3.03,3.17,3.05,3.26,3.21,3.42,2.45,2.18,2.15,2.60,2.70,3.03,2.70,2.93,2.86,3.00,3.18,2.83,2.29,2.37,Upgrade
PB Ratio,0.88,0.98,1.30,1.31,1.22,1.46,1.34,1.30,1.17,1.18,0.85,0.66,0.62,0.48,1.03,0.93,1.00,0.83,0.95,1.18,1.21,1.36,1.32,1.26,1.19,1.16,1.26,0.94,0.81,0.81,1.01,0.97,1.08,0.98,1.07,1.08,1.17,1.37,1.27,1.05,1.11,Upgrade
Debt / Equity Ratio,1.11,1.11,1.08,1.09,0.99,0.59,0.59,0.56,0.60,0.71,0.71,0.72,0.80,1.03,0.77,0.91,0.83,0.99,1.04,1.13,1.03,1.01,1.18,1.21,1.15,0.96,1.11,1.22,1.21,1.16,1.10,1.30,1.14,0.99,1.07,1.12,1.12,0.96,0.77,0.81,0.68,Upgrade
Dividend Yield,5.42%,1.26%,1.02%,1.05%,0.90%,0.71%,0.70%,0.72%,0.72%,0.74%,1.99%,-,1.41%,1.85%,0.80%,0.88%,0.88%,0.90%,0.95%,0.66%,0.64%,0.51%,0.54%,0.57%,0.54%,0.56%,0.52%,0.63%,0.74%,0.76%,0.65%,0.68%,0.63%,0.69%,0.64%,0.65%,0.61%,0.51%,0.57%,0.69%,0.68%,Upgrade
Payout Ratio,37.30%,42.30%,32.70%,36.30%,39.50%,43.50%,33.00%,30.60%,28.40%,28.70%,68.40%,0.00%,117.40%,675.00%,24.50%,33.30%,42.10%,19.30%,33.30%,29.00%,21.40%,16.30%,23.90%,11.70%,30.40%,36.80%,29.80%,19.70%,32.50%,32.50%,16.50%,28.30%,36.10%,31.00%,30.20%,33.30%,26.50%,33.30%,27.90%,25.50%,17.90%,Upgrade
Buyback Yield / Dilution,0.96%,0.96%,0.46%,1.63%,3.24%,3.76%,3.42%,1.78%,-0.07%,-0.43%,0.40%,2.34%,4.04%,-7.41%,-9.40%,-8.38%,-7.40%,4.75%,7.53%,7.38%,7.46%,7.45%,5.41%,3.24%,1.63%,2.18%,4.62%,5.86%,5.91%,5.00%,4.03%,3.97%,4.17%,4.58%,5.66%,5.61%,5.82%,6.05%,5.20%,6.00%,5.66%,Upgrade
Total Shareholder Return,6.38%,2.22%,1.48%,2.67%,4.15%,4.47%,4.13%,2.50%,0.65%,0.31%,2.39%,2.34%,5.45%,-5.56%,-8.60%,-7.49%,-6.53%,5.65%,8.47%,8.03%,8.10%,7.97%,5.95%,3.81%,2.17%,2.74%,5.14%,6.49%,6.65%,5.76%,4.67%,4.66%,4.80%,5.26%,6.30%,6.26%,6.42%,6.56%,5.77%,6.70%,6.34%,Upgrade
