Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+68 Quarters
Market Capitalization,33,80,72,118,130,150,156,141,133,104,92,93,74,104,114,118,114,131,149,116,114,111,109,115,133,149,128,129,134,145,161,158,172,183,142,176,192,192,198,184,178,Upgrade
Market Cap Growth,-,-46.56%,-54.07%,-16.13%,-2.26%,44.10%,70.39%,51.35%,80.99%,0.08%,-19.31%,-21.28%,-35.23%,-20.89%,-23.85%,2.17%,-0.58%,18.39%,37.14%,0.80%,-13.96%,-25.37%,-14.92%,-10.51%,-1.23%,2.57%,-20.77%,-18.68%,-22.03%,-20.90%,13.37%,-10.04%,-10.26%,-4.69%,-28.31%,-4.48%,7.82%,28.25%,27.42%,19.48%,12.80%,Upgrade
Enterprise Value,79,126,133,189,188,206,211,197,193,172,171,183,176,196,216,230,219,247,280,262,277,286,293,311,343,359,333,333,344,355,371,360,368,310,269,305,317,315,325,306,301,Upgrade
PE Ratio,-4.46,-4.46,-13.57,-233.00,43.42,33.28,17.37,16.31,15.95,11.84,17.27,21.66,21.23,-29.04,-23.70,-26.45,-31.14,75.43,-589.24,-236.09,-104.07,-39.44,64.21,34.65,24.56,16.14,12.37,11.07,10.86,10.73,11.09,10.12,10.23,11.54,8.93,11.04,11.51,10.31,10.23,9.09,8.94,Upgrade
PS Ratio,0.69,1.67,1.46,2.44,2.62,2.95,2.95,2.59,2.38,1.80,1.58,1.56,1.19,1.63,1.74,1.71,1.59,1.76,1.90,1.44,1.36,1.27,1.23,1.28,1.47,1.64,1.40,1.40,1.48,1.62,1.82,1.81,1.99,2.15,1.69,2.10,2.33,2.33,2.41,2.24,2.17,Upgrade
PB Ratio,0.34,0.84,0.66,1.05,1.12,1.29,1.33,1.21,1.16,0.92,0.83,0.86,0.68,0.98,1.07,1.12,1.08,1.20,1.35,1.05,1.05,1.03,0.98,1.05,1.22,1.35,1.18,1.21,1.31,1.45,1.66,1.69,1.92,1.18,0.94,1.19,1.35,1.38,1.47,1.40,1.40,Upgrade
Debt / Equity Ratio,0.50,0.50,0.58,0.66,0.54,0.54,0.66,0.68,0.81,0.86,1.02,1.12,1.18,1.10,1.10,1.38,1.36,1.09,1.21,1.37,1.53,1.65,1.70,1.86,1.96,1.95,1.93,1.97,2.05,2.13,2.17,2.17,2.21,0.84,0.87,0.89,0.90,0.91,0.97,0.96,0.99,Upgrade
Dividend Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.74%,0.79%,0.82%,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,25.50%,30.80%,Upgrade
Buyback Yield / Dilution,-,0.79%,-0.79%,-0.79%,-2.42%,-0.79%,-,-,1.59%,-,-,0.19%,0.16%,0.18%,-,-0.19%,-0.18%,-0.68%,-0.80%,-0.83%,-0.84%,-0.38%,-,-0.26%,-0.50%,-0.53%,-0.63%,-1.24%,-1.17%,-1.23%,-1.56%,-0.76%,-0.68%,-0.77%,-0.58%,-0.76%,-1.04%,-0.99%,-1.30%,-1.21%,Upgrade,
Total Shareholder Return,-,0.79%,-0.79%,-0.79%,-2.42%,-0.79%,-,-,1.59%,-,-,0.19%,0.16%,0.18%,-,-0.19%,-0.18%,-0.68%,-0.80%,-0.83%,-0.84%,-0.38%,-,-0.26%,-0.50%,-0.53%,-0.63%,-1.24%,-1.17%,-1.23%,-1.56%,-0.76%,-0.68%,-0.77%,-0.58%,-0.76%,-1.04%,-0.25%,-0.51%,-0.40%,Upgrade,
