Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,279,337,392,341,371,405,406,359,340,363,288,229,274,262,440,395,433,306,255,340,348,326,331,356,319,322,300,241,217,218,221,204,208,197,195,178,172,186,207,183,183,Upgrade
Market Cap Growth,-,-16.68%,-3.52%,-5.18%,8.89%,11.58%,41.24%,56.66%,24.01%,38.37%,-34.61%,-41.97%,-36.60%,-14.29%,72.17%,16.34%,24.53%,-6.26%,-22.88%,-4.59%,8.87%,1.37%,10.46%,47.98%,47.19%,47.54%,35.55%,17.99%,4.36%,10.89%,13.62%,14.33%,20.97%,5.94%,-5.97%,-2.38%,-5.99%,9.52%,30.73%,3.21%,-0.95%,Upgrade
Enterprise Value,292,350,448,275,89,-16,-31,-104,-137,20,-9,37,105,230,436,327,464,299,254,327,354,288,341,334,319,313,343,265,235,210,204,219,220,175,218,187,215,186,216,186,205,Upgrade
PE Ratio,8.08,9.75,11.38,9.04,9.60,9.81,9.33,8.76,8.94,11.06,9.57,7.99,9.10,11.18,21.04,21.40,27.81,13.43,11.31,17.25,18.58,19.19,21.72,20.64,19.43,19.82,18.39,14.34,12.86,13.94,14.71,15.31,16.69,15.36,15.28,13.73,12.21,12.34,13.15,11.06,11.48,Upgrade
PS Ratio,2.59,3.12,3.65,3.08,3.36,3.59,3.56,3.26,3.22,3.75,3.13,2.55,3.00,2.71,4.79,4.60,5.45,4.19,3.52,4.67,4.81,4.61,4.80,5.31,4.93,5.08,4.75,3.83,3.47,3.49,3.59,3.48,3.65,3.62,3.71,3.33,3.16,3.32,3.64,3.19,3.21,Upgrade
PB Ratio,0.85,1.02,1.22,1.09,1.13,1.21,1.15,1.03,0.98,1.06,0.85,0.69,0.84,0.81,1.37,1.25,1.39,1.33,1.15,1.57,1.63,1.56,1.59,1.69,1.54,1.58,1.49,1.18,1.07,1.09,1.12,1.04,1.07,1.00,1.12,1.03,1.00,1.09,1.24,1.10,1.12,Upgrade
Debt / Equity Ratio,0.35,0.35,0.40,0.09,0.18,0.20,0.20,0.16,0.18,0.22,0.23,0.23,0.25,0.24,0.24,0.23,0.28,0.28,0.28,0.26,0.19,0.18,0.30,0.39,0.42,0.42,0.48,0.47,0.45,0.40,0.40,0.41,0.45,0.46,0.52,0.52,0.51,0.42,0.46,0.49,0.49,Upgrade
Dividend Yield,4.42%,0.95%,0.81%,0.87%,0.81%,0.74%,0.74%,0.81%,0.87%,0.82%,1.03%,1.29%,1.08%,1.14%,0.68%,0.76%,0.64%,0.72%,0.85%,0.64%,0.63%,0.67%,0.65%,0.58%,0.65%,0.65%,0.69%,0.86%,0.95%,0.95%,0.94%,0.98%,0.96%,1.02%,0.93%,1.01%,1.06%,0.98%,0.88%,0.99%,0.99%,Upgrade
Payout Ratio,35.70%,34.90%,39.50%,32.20%,36.80%,33.30%,26.90%,28.70%,27.30%,26.20%,33.30%,40.90%,54.00%,35.10%,39.10%,34.60%,-227.30%,36.20%,43.10%,37.90%,36.20%,37.30%,104.20%,43.60%,48.00%,51.10%,50.00%,52.20%,51.10%,50.00%,45.30%,48.90%,69.70%,57.50%,62.20%,57.50%,56.10%,52.30%,59.00%,42.60%,42.60%,Upgrade
Buyback Yield / Dilution,1.15%,1.15%,1.54%,1.78%,2.13%,2.00%,1.86%,1.22%,0.37%,0.50%,1.18%,1.51%,1.47%,-26.13%,-27.37%,-27.75%,-27.82%,-0.67%,-0.62%,-0.64%,-0.53%,-0.42%,-0.45%,-0.52%,-0.46%,-0.40%,0.04%,0.67%,1.10%,1.32%,-9.75%,-10.51%,-10.61%,-10.29%,0.24%,0.51%,-0.04%,-0.59%,-0.50%,-0.46%,-0.35%,Upgrade
Total Shareholder Return,5.57%,2.10%,2.35%,2.66%,2.94%,2.74%,2.60%,2.03%,1.23%,1.32%,2.21%,2.80%,2.55%,-25.00%,-26.69%,-26.98%,-27.18%,0.04%,0.23%,-0.00%,0.10%,0.25%,0.20%,0.06%,0.19%,0.25%,0.73%,1.53%,2.06%,2.27%,-8.82%,-9.53%,-9.65%,-9.27%,1.17%,1.52%,1.02%,0.40%,0.38%,0.53%,0.64%,Upgrade
