Metrics,Current,2022-12-31,2022-06-30,2021-12-31,2021-06-30,2020-12-31,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,+75 Quarters
Market Capitalization,48,-,-,-,-,-,162,201,-,163,-,191,-,-,43,50,51,68,67,86,96,92,93,99,108,93,93,98,109,103,117,118,129,107,110,159,166,135,132,126,142,Upgrade
Market Cap Growth,-,-,-,-,-,-,-,5.06%,-,-,-,284.69%,-,-,-35.82%,-42.27%,-47.17%,-26.46%,-28.17%,-13.29%,-11.00%,-0.74%,-0.39%,0.77%,-0.60%,-9.46%,-20.44%,-16.42%,-15.35%,-4.27%,6.76%,-25.92%,-22.66%,-20.80%,-16.50%,25.98%,16.93%,-3.97%,-18.48%,-16.27%,48.69%,Upgrade
Enterprise Value,48,-1,-8,-4,-8,-11,155,189,-6,156,-12,188,-5,-15,35,43,42,55,50,68,80,72,71,75,102,84,80,90,102,94,103,92,100,75,87,124,161,132,132,124,142,Upgrade
PE Ratio,0,0,0,0,0,0,-3.61,6.75,0,-4.77,0,9.80,0,0,-1.81,-10.88,-2.12,8.04,-0.99,-14.62,-6.35,-2.19,-25.56,5.73,-4.18,-3.00,-11.15,6.00,-13.22,-1.28,-8.00,-15.35,5.76,2.84,-0.83,1.87,-36.93,4.70,-6.71,14.67,21.07,Upgrade
PS Ratio,28.99,0,0,0,0,0,187.76,267.81,0,2578.32,0,352.51,0,0,-9.08,314.65,-10.72,16.32,-4.39,439.16,-54.90,-10.86,96.29,15.38,-24.43,-16.41,-1248.28,15.68,1420.86,-9.35,306.49,-2907.98,862.78,648.05,580.98,894.23,1250.27,37.18,-43.99,977.00,1799.15,Upgrade
PB Ratio,0.74,0,0,0,0,0,1.94,2.11,0,1.99,0,2.36,0,0,0.57,0.61,0.62,0.76,0.77,0.82,0.91,0.84,0.77,0.82,0.93,0.76,0.72,0.75,0.85,0.80,0.79,0.78,0.85,0.74,0.81,0.94,1.13,0.92,0.95,0.91,1.04,Upgrade
Debt / Equity Ratio,0.02,0.02,0.01,0.04,0.03,0.03,0.02,0.05,0.07,0.02,0.03,0.04,0.03,0.03,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,Upgrade
Current Ratio,1.33,1.33,22.01,12.95,9.34,20.55,26.66,16.60,1.41,10.39,10.69,2.91,11.12,18.06,21.76,18.83,27.46,14.44,37.35,34.74,40.85,25.27,31.83,27.16,12.21,13.81,25.02,8.94,6.88,7.51,3710.09,9107.40,5022.24,22.54,8014.18,11385.73,2331.99,0,0,0,0,Upgrade
Asset Turnover,-,-,-,-,-,0.01,0.01,0,0.00,0,0.01,0,-0.02,-0.06,0.00,-0.05,0.04,-0.16,0.00,-0.02,-0.08,0.01,0.05,-0.04,-0.05,0.00,0.05,0.00,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,-0.02,0.00,0.00,Upgrade,
Return on Equity (ROE),-,-,-,-,-,-13.38%,7.81%,0.00%,-10.45%,0.00%,6.02%,0.00%,-4.41%,-7.88%,-1.40%,-7.28%,2.38%,-19.37%,-1.41%,-3.58%,-9.59%,-0.76%,3.58%,-5.56%,-6.31%,-1.61%,3.11%,-1.61%,-15.57%,-2.48%,-1.27%,3.68%,6.48%,-24.37%,12.60%,-0.77%,4.90%,-3.52%,1.55%,1.24%,Upgrade,
Return on Assets (ROA),-,-,-,-,-,-13.14%,7.46%,0.00%,-10.19%,0.00%,5.80%,0.00%,-4.27%,-7.21%,-1.29%,-6.71%,2.19%,-17.89%,-1.32%,-3.35%,-9.38%,-0.74%,3.51%,-5.46%,-6.19%,-1.58%,3.03%,-1.58%,-15.15%,-2.39%,-1.21%,3.56%,6.28%,-23.62%,12.24%,-0.75%,4.82%,-3.47%,1.52%,1.22%,Upgrade,
Return on Capital (ROIC),-,-,-,-,-,-31.73%,23.51%,-,-1.14%,-,-2.80%,-,-6.64%,-10.56%,-1.53%,-9.68%,3.91%,-32.92%,-2.03%,-5.37%,-14.93%,-1.06%,5.92%,-6.00%,-7.13%,-2.00%,3.50%,-1.79%,-17.54%,-3.03%,-1.86%,5.76%,-,-36.17%,21.58%,-0.82%,-,-0.32%,1.58%,1.22%,Upgrade,
Earnings Yield,-25.42%,-,-,-,-,-,-6.92%,3.71%,-,-5.24%,-,2.55%,-,-,-13.84%,-2.30%,-11.80%,3.11%,-25.19%,-1.71%,-3.93%,-11.39%,-0.98%,4.36%,-5.98%,-8.32%,-2.24%,4.17%,-1.89%,-19.48%,-3.12%,-1.63%,4.34%,8.81%,-30.06%,13.34%,-0.68%,5.32%,-3.72%,1.70%,1.19%,Upgrade
FCF Yield,-7.85%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.11%,2.72%,0.00%,-2.40%,0.00%,-0.75%,0.00%,0.00%,3.59%,-4.93%,-7.10%,-4.42%,-1.22%,2.30%,-4.88%,-1.78%,-2.39%,18.99%,-2.44%,-4.55%,5.71%,1.22%,-1.21%,-5.82%,-9.51%,-2.20%,-3.12%,-2.42%,0.26%,-1.48%,-1.75%,-1.29%,-0.82%,-0.48%,-1.76%,Upgrade
Buyback Yield / Dilution,-,0.32%,-,-,-,-203.60%,-,-,1.19%,1.39%,1.39%,1.39%,-0.02%,-0.27%,-0.27%,-0.27%,-0.28%,-0.14%,-0.26%,-0.26%,-0.51%,-0.51%,-0.35%,-0.35%,-,-0.00%,-0.28%,-0.28%,-0.43%,-0.44%,-0.19%,-0.19%,-19.33%,-19.35%,-19.34%,-19.34%,-0.03%,-9.47%,-10.92%,-10.92%,Upgrade,
Total Shareholder Return,-,0.32%,-,-,-,-203.60%,-,-,1.19%,1.39%,1.39%,1.39%,-0.02%,-0.27%,-0.27%,-0.27%,-0.28%,-0.14%,-0.26%,-0.26%,-0.51%,-0.51%,-0.35%,-0.35%,-,-0.00%,-0.28%,-0.28%,-0.43%,-0.44%,-0.19%,-0.19%,-19.33%,-19.35%,-19.34%,-19.34%,-0.03%,-9.47%,-10.92%,-10.92%,Upgrade,
