Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+37 Quarters
Market Capitalization,124,162,182,106,169,283,332,280,304,322,230,215,188,185,326,267,286,445,500,595,710,505,512,492,595,867,810,698,480,662,839,835,"1,210","1,129","1,227","1,316","1,392","1,469","1,609","1,384","1,289",Upgrade
Market Cap Growth,-,-42.70%,-45.02%,-62.01%,-44.48%,-11.85%,43.97%,29.98%,61.86%,74.08%,-29.33%,-19.54%,-34.43%,-58.50%,-34.87%,-55.01%,-59.69%,-11.88%,-2.30%,20.85%,19.43%,-41.71%,-36.78%,-29.52%,23.79%,30.94%,-3.45%,-16.38%,-60.32%,-41.40%,-31.61%,-36.58%,-13.06%,-23.15%,-23.74%,-4.90%,7.99%,-0.36%,9.18%,-7.04%,24.44%,Upgrade
Enterprise Value,437,477,455,417,477,560,558,561,609,653,534,549,533,474,601,538,577,714,663,797,892,632,584,525,606,905,793,722,494,695,843,878,"1,236","1,129","1,212","1,319","1,401","1,469","1,597","1,390","1,288",Upgrade
PE Ratio,-20.46,-20.46,55.68,8.65,9.26,10.08,7.84,3.65,6.44,7.85,7.35,-27.65,11.36,9.83,29.69,-131.77,-49.84,25.48,12.76,319.68,-46.50,-25.85,-19.22,21.16,14.06,15.57,13.33,15.52,14.75,29.61,32.78,25.35,23.22,22.25,28.28,29.95,53.82,44.12,34.46,30.07,24.41,Upgrade
PS Ratio,0.46,0.62,0.71,0.38,0.59,0.96,1.04,0.82,0.98,1.03,0.74,0.78,0.61,0.58,1.08,0.94,1.01,1.41,1.42,1.80,2.44,1.87,2.14,1.80,1.97,2.66,2.41,2.25,1.69,2.48,3.21,3.18,3.98,3.85,4.46,4.79,6.12,5.85,5.60,4.57,4.01,Upgrade
PB Ratio,2.31,3.08,2.25,1.83,3.38,3.54,3.16,3.47,4.47,3.96,2.62,16.04,13.93,18.33,7.30,9.44,12.54,13.86,8.02,9.49,6.92,2.84,2.46,1.68,2.12,3.11,2.78,2.48,1.72,2.45,2.96,3.03,4.20,4.79,4.80,5.12,5.46,5.86,5.82,5.19,4.76,Upgrade
Debt / Equity Ratio,7.09,7.09,4.66,6.45,7.49,4.49,3.44,4.73,5.85,5.16,4.73,31.66,31.95,36.60,8.70,13.69,17.56,10.87,5.12,5.23,3.23,1.88,1.63,0.29,0.28,0.33,0.28,0.28,0.28,0.33,0.26,0.29,0.25,0.15,0.14,0.15,0.15,0.14,0.11,0.14,0.12,Upgrade
Dividend Yield,5.90%,1.13%,1.20%,1.98%,1.08%,0.65%,0.38%,0.42%,0.32%,0.37%,0.50%,0.44%,0.50%,0.51%,0.38%,0.44%,0.42%,0.27%,0.25%,0.22%,0.20%,0.30%,0.30%,2.95%,2.42%,1.66%,1.80%,2.04%,2.97%,2.16%,1.70%,1.68%,1.15%,1.20%,1.12%,1.03%,0.97%,0.92%,0.85%,0.97%,1.04%,Upgrade
Payout Ratio,-95.20%,-7.90%,9.20%,12.70%,-9.70%,-15.20%,3.30%,4.70%,-11.10%,45.50%,1.50%,-10.20%,-6.30%,-12.50%,5.00%,7.90%,-9.40%,-7.80%,11.40%,11.10%,12.80%,23.80%,-6.10%,-250.00%,225.00%,-2250.00%,60.80%,109.80%,72.60%,321.40%,180.00%,2250.00%,150.00%,180.00%,90.00%,68.20%,166.70%,4500.00%,86.50%,750.00%,86.50%,Upgrade
Buyback Yield / Dilution,0.59%,0.59%,13.97%,11.18%,6.22%,22.26%,-10.26%,-25.25%,-2.97%,-25.36%,5.74%,19.47%,21.06%,21.08%,2.95%,10.71%,14.31%,20.67%,19.11%,18.30%,12.68%,5.35%,3.79%,-1.85%,-0.83%,-0.59%,-2.16%,-1.53%,-2.21%,-5.12%,-4.32%,-3.89%,-3.55%,-0.01%,-0.46%,-0.81%,-0.14%,0.31%,0.38%,1.50%,1.94%,Upgrade
Total Shareholder Return,6.61%,1.72%,15.17%,13.17%,7.30%,22.91%,-9.88%,-24.83%,-2.65%,-25.00%,6.24%,19.91%,21.56%,21.60%,3.32%,11.15%,14.73%,20.94%,19.36%,18.52%,12.88%,5.64%,4.10%,1.10%,1.59%,1.06%,-0.35%,0.51%,0.76%,-2.96%,-2.62%,-2.20%,-2.40%,1.19%,0.65%,0.21%,0.83%,1.23%,1.22%,2.47%,2.99%,Upgrade
