Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Market Capitalization,194,197,221,202,228,235,226,222,179,162,84,59,49,42,79,84,84,135,129,124,121,117,127,136,131,151,148,172,146,134,151,167,221,248,251,280,283,289,269,298,372,Upgrade
Market Cap Growth,-,-16.07%,-2.16%,-9.28%,27.18%,44.40%,167.76%,275.49%,263.76%,286.97%,6.48%,-29.59%,-41.47%,-68.95%,-38.72%,-32.03%,-30.80%,15.24%,1.54%,-8.90%,-7.57%,-22.57%,-13.95%,-21.11%,-9.88%,13.32%,-2.01%,2.96%,-33.88%,-46.12%,-39.76%,-40.37%,-22.16%,-14.08%,-6.81%,-6.03%,-23.85%,-16.03%,10.60%,20.70%,92.38%,Upgrade
Enterprise Value,503,504,561,526,543,498,505,508,430,410,375,222,210,168,228,208,203,252,220,225,220,212,227,235,294,314,314,335,317,311,345,377,433,467,454,464,469,472,454,475,483,Upgrade
PE Ratio,-7.87,-7.87,-10.53,-19.05,82.17,10.64,8.68,2.88,2.35,2.37,2.67,-4.25,-1.86,-1.37,-6.34,-2.98,-3.71,-5.85,-13.51,32.57,68.29,20.90,37.58,58.59,23.04,24.48,-142.31,-13.65,-4.65,-4.03,-8.10,-10.42,26.75,12.88,16.67,10.99,16.49,21.47,15.62,9.87,9.38,Upgrade
PS Ratio,2.67,2.70,3.18,2.95,3.15,2.98,2.82,2.69,2.65,3.05,1.97,2.00,1.71,1.48,2.99,3.23,3.22,5.19,4.77,4.51,4.58,4.29,4.51,4.56,4.04,4.39,4.09,4.49,3.55,3.13,3.32,3.64,4.91,5.70,6.08,8.12,7.80,7.64,6.87,7.57,10.03,Upgrade
PB Ratio,0.87,0.88,0.95,0.80,0.87,0.84,0.81,0.82,0.67,0.74,0.39,0.47,0.41,0.35,0.52,0.63,0.60,0.94,0.82,0.71,0.69,0.65,0.70,0.74,0.69,0.79,0.76,0.86,0.72,0.65,0.70,0.71,0.86,0.94,0.98,1.08,1.10,1.14,1.07,1.13,1.36,Upgrade
Debt / Equity Ratio,1.57,1.57,1.61,1.45,1.37,1.25,1.24,1.24,1.35,1.40,1.73,1.34,1.43,1.09,1.01,0.95,0.88,0.85,0.64,0.60,0.58,0.55,0.56,0.55,0.90,0.92,0.90,0.88,0.89,0.89,0.93,0.93,0.87,0.85,0.88,0.74,0.75,0.76,0.77,0.73,0.72,Upgrade
Dividend Yield,12.76%,3.30%,2.91%,3.00%,2.67%,2.61%,2.61%,2.47%,2.60%,2.78%,3.56%,4.50%,5.44%,6.41%,2.92%,2.67%,4.44%,2.76%,2.89%,3.02%,3.08%,3.18%,3.52%,3.29%,3.40%,2.95%,3.77%,3.24%,3.82%,4.16%,5.16%,4.66%,3.51%,-,6.83%,3.58%,3.51%,-,6.22%,3.13%,2.97%,Upgrade
Payout Ratio,-100.40%,6800.00%,-51.90%,-143.20%,-71.60%,150.00%,-172.20%,60.00%,42.90%,56.10%,5.90%,32.10%,85.70%,-9.20%,61.20%,-54.50%,-500.00%,-34.50%,-30.30%,250.00%,-250.00%,142.90%,400.00%,-600.00%,171.40%,1200.00%,-,214.30%,187.50%,-83.30%,-67.70%,-48.80%,700.00%,0.00%,-185.20%,104.20%,67.60%,0.00%,1250.00%,-,107.70%,Upgrade
Buyback Yield / Dilution,1.47%,1.47%,-1.05%,-5.16%,-24.37%,-29.01%,-90.11%,-105.58%,-73.66%,-67.71%,-29.77%,-18.89%,-19.44%,-20.06%,-3.10%,-0.03%,0.04%,0.04%,-0.07%,-0.41%,-0.42%,-0.40%,-0.44%,-0.12%,-0.12%,-0.25%,-0.23%,-0.29%,-0.74%,-0.72%,-8.25%,7.67%,7.13%,-10.48%,-2.36%,-20.40%,-0.83%,8.97%,-0.27%,1.64%,-47.92%,Upgrade
Total Shareholder Return,14.23%,4.77%,1.86%,-2.16%,-21.70%,-26.40%,-87.51%,-103.12%,-71.06%,-64.94%,-26.21%,-14.38%,-14.00%,-13.65%,-0.18%,2.64%,4.48%,2.80%,2.82%,2.61%,2.66%,2.79%,3.08%,3.17%,3.28%,2.70%,3.54%,2.95%,3.09%,3.44%,-3.10%,12.33%,10.64%,-10.48%,4.47%,-16.82%,2.67%,8.97%,5.95%,4.77%,-44.95%,Upgrade
