Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,112,130,158,139,134,150,147,140,141,137,118,93,112,120,168,154,167,159,139,153,150,159,162,152,138,132,123,105,102,94,100,97,104,99,92,88,83,77,71,66,66,Upgrade
Market Cap Growth,-,-13.14%,7.97%,-1.24%,-4.74%,9.42%,24.11%,50.87%,25.54%,14.60%,-29.69%,-39.66%,-32.81%,-24.68%,21.32%,1.14%,11.89%,-0.35%,-14.69%,0.24%,7.99%,21.11%,32.10%,45.46%,36.14%,39.55%,22.80%,7.40%,-2.06%,-4.60%,8.30%,10.58%,24.84%,28.84%,30.30%,33.39%,26.16%,16.44%,23.79%,12.65%,23.79%,Upgrade
Enterprise Value,101,119,119,-46,-39,1,-4,66,68,54,86,46,59,72,89,10,91,118,86,108,120,117,104,81,93,92,111,73,61,35,61,60,39,34,53,45,43,26,66,41,23,Upgrade
PE Ratio,7.37,8.57,10.60,9.32,8.35,8.43,7.48,6.84,7.79,8.62,9.23,7.36,8.22,8.20,10.43,9.94,11.14,27.12,22.62,-30.86,-25.49,60.02,74.65,13.63,13.63,15.71,15.21,12.12,11.14,9.39,9.81,9.95,10.80,10.46,11.00,11.44,11.13,11.80,11.39,12.15,13.20,Upgrade
PS Ratio,1.67,1.95,2.39,2.14,2.07,2.31,2.21,2.13,2.28,2.40,2.26,1.79,2.13,2.16,2.93,2.80,3.11,3.63,3.20,3.58,3.60,3.20,3.32,3.18,3.00,3.05,2.89,2.49,2.41,2.16,2.30,2.24,2.39,2.29,2.20,2.13,2.05,1.96,1.83,1.77,1.80,Upgrade
PB Ratio,0.90,1.06,1.39,1.28,1.10,1.10,0.93,0.92,0.93,0.98,0.81,0.67,0.83,0.93,1.32,1.22,1.35,1.31,1.17,1.34,1.35,1.36,1.41,1.22,1.13,1.11,1.06,0.90,0.88,0.83,0.90,0.88,0.97,0.93,0.89,0.86,0.83,0.79,0.74,0.71,0.71,Upgrade
Debt / Equity Ratio,0.61,0.61,0.23,0.24,0.20,0.18,0.16,0.16,0.16,0.18,0.17,0.18,0.04,0.04,0.04,0.04,0.05,0.05,-,-,-,-,-,-,-,-,0.21,0.07,-,-,-,0.03,-,-,0.09,0.13,0.14,0.29,0.38,0.39,0.55,Upgrade
Dividend Yield,5.02%,1.08%,0.89%,1.01%,1.06%,0.95%,0.97%,1.01%,0.97%,0.96%,1.11%,1.40%,1.16%,1.09%,0.78%,0.84%,0.79%,0.75%,0.86%,0.78%,0.79%,0.66%,0.64%,0.68%,0.75%,0.69%,0.73%,0.86%,0.88%,0.86%,0.81%,0.83%,0.77%,0.73%,0.77%,0.81%,0.85%,0.92%,0.99%,1.07%,1.06%,Upgrade
Payout Ratio,37.10%,42.70%,37.60%,30.50%,40.00%,47.10%,38.60%,24.20%,26.10%,27.30%,28.80%,38.00%,42.30%,75.00%,29.70%,28.80%,33.00%,37.00%,31.00%,29.70%,-22.90%,30.00%,-14.30%,33.80%,31.20%,30.00%,52.50%,43.80%,58.30%,29.70%,35.80%,31.10%,32.80%,25.00%,38.60%,29.80%,30.90%,38.60%,60.70%,32.10%,51.50%,Upgrade
Buyback Yield / Dilution,1.15%,1.15%,1.02%,0.58%,-0.88%,-1.15%,-1.36%,-1.53%,-1.80%,-0.89%,-0.63%,-0.33%,1.11%,1.22%,1.22%,1.08%,-0.53%,-1.14%,-1.18%,-1.05%,-0.90%,-0.92%,-1.13%,-0.89%,-0.96%,-0.82%,-0.90%,-1.17%,-1.33%,-1.47%,-1.39%,-1.41%,-1.20%,-1.20%,-1.28%,-1.31%,-1.43%,-1.43%,-1.35%,-1.49%,-1.51%,Upgrade
Total Shareholder Return,6.20%,2.23%,1.91%,1.59%,0.18%,-0.20%,-0.39%,-0.53%,-0.83%,0.07%,0.48%,1.08%,2.26%,2.31%,2.00%,1.93%,0.26%,-0.39%,-0.32%,-0.27%,-0.11%,-0.27%,-0.49%,-0.20%,-0.21%,-0.13%,-0.16%,-0.31%,-0.44%,-0.61%,-0.58%,-0.58%,-0.42%,-0.48%,-0.51%,-0.50%,-0.58%,-0.50%,-0.35%,-0.42%,-0.44%,Upgrade
