Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"6,217","5,752","5,341","4,911","5,247","5,378","4,927","4,540","4,871","4,344","4,008","3,080","3,149","2,966","3,872","4,464","4,436","3,731","3,589","3,736","3,231","3,564","3,428","3,143","2,915","2,744","2,491","2,304","2,203","2,108","1,921","1,774","1,597","1,652","1,533","1,248","1,390","1,310","1,509","1,365","1,278",Upgrade
Market Cap Growth,-,6.95%,8.41%,8.17%,7.72%,23.81%,22.93%,47.41%,54.68%,46.47%,3.50%,-31.01%,-29.01%,-20.52%,7.91%,19.49%,37.29%,4.69%,4.70%,18.87%,10.83%,29.87%,37.61%,36.39%,32.36%,30.17%,29.68%,29.91%,37.89%,27.60%,25.28%,42.12%,14.94%,26.16%,1.58%,-8.59%,8.72%,-1.64%,42.40%,30.77%,33.97%,Upgrade
Enterprise Value,"6,697","6,221","5,820","5,407","5,745","5,866","5,388","5,006","5,413","4,886","4,543","3,781","3,946","3,804","4,415","5,005","4,979","4,271","4,011","4,163","3,654","4,041","3,822","3,581","3,346","3,183","2,929","2,726","2,589","2,496","2,308","2,153","1,991","2,032","1,882","1,638","1,780","1,702","1,901","1,758","1,671",Upgrade
PE Ratio,24.93,22.83,24.76,21.52,20.23,15.74,12.49,10.69,11.51,12.85,16.27,15.31,16.80,13.15,14.26,18.95,18.89,16.86,20.06,22.86,20.89,25.96,20.30,17.66,17.18,15.96,15.72,14.01,12.73,12.92,11.58,10.96,9.51,10.10,10.81,9.92,13.20,12.71,14.18,16.57,18.80,Upgrade
PS Ratio,1.68,1.55,1.50,1.41,1.52,1.57,1.46,1.37,1.51,1.42,1.37,1.08,1.13,1.05,1.36,1.62,1.63,1.40,1.39,1.45,1.27,1.43,1.39,1.30,1.23,1.18,1.09,1.02,1.00,0.98,0.90,0.85,0.77,0.81,0.75,0.62,0.70,0.67,0.79,0.73,0.70,Upgrade
PB Ratio,2.33,2.15,2.11,2.02,2.02,1.94,1.65,1.55,1.69,1.58,1.46,1.29,1.37,1.42,1.76,2.09,2.15,1.94,2.00,2.15,1.90,2.15,2.00,1.85,1.76,1.72,1.63,1.46,1.42,1.43,1.37,1.31,1.22,1.26,1.20,0.99,1.12,1.11,1.31,1.21,1.16,Upgrade
Debt / Equity Ratio,0.19,0.19,0.20,0.21,0.19,0.18,0.17,0.17,0.19,0.20,0.20,0.30,0.35,0.41,0.25,0.26,0.27,0.29,0.25,0.25,0.26,0.30,0.26,0.26,0.27,0.28,0.29,0.27,0.25,0.26,0.28,0.29,0.30,0.30,0.29,0.31,0.32,0.33,0.34,0.35,0.36,Upgrade
Dividend Yield,1.15%,0.31%,0.34%,0.34%,0.32%,0.31%,0.34%,0.33%,0.31%,0.34%,0.37%,0.45%,0.44%,0.46%,0.35%,0.27%,0.27%,0.32%,0.33%,0.28%,0.33%,0.30%,0.31%,0.30%,0.32%,0.34%,0.37%,0.38%,0.39%,0.41%,0.45%,0.45%,0.50%,0.48%,0.52%,0.59%,0.53%,0.56%,0.48%,0.53%,0.56%,Upgrade
Payout Ratio,27.80%,20.10%,21.60%,41.80%,45.20%,31.50%,17.50%,21.00%,12.60%,14.00%,11.70%,19.70%,40.40%,88.50%,16.80%,21.30%,16.40%,19.20%,25.60%,19.10%,18.00%,56.20%,34.60%,20.00%,22.50%,18.40%,23.50%,22.70%,20.00%,23.40%,19.00%,17.10%,23.70%,20.00%,19.20%,13.80%,25.00%,40.60%,28.90%,22.00%,26.50%,Upgrade
Buyback Yield / Dilution,-0.25%,-0.25%,-0.25%,-0.37%,-0.55%,-0.51%,-0.48%,-0.49%,-0.53%,-0.36%,-0.73%,-0.74%,-0.80%,-1.19%,-0.87%,-0.91%,-0.82%,-0.42%,-0.85%,-0.81%,-0.86%,-0.88%,-0.92%,-0.95%,-1.05%,-1.07%,-1.16%,-1.23%,-1.22%,-1.25%,-1.37%,-1.31%,-1.30%,-1.28%,-1.16%,-1.16%,-1.24%,-1.27%,-1.41%,-1.41%,-1.32%,Upgrade
Total Shareholder Return,0.89%,0.06%,0.09%,-0.03%,-0.23%,-0.19%,-0.14%,-0.16%,-0.22%,-0.01%,-0.36%,-0.30%,-0.37%,-0.73%,-0.52%,-0.64%,-0.56%,-0.11%,-0.52%,-0.52%,-0.53%,-0.59%,-0.62%,-0.66%,-0.73%,-0.73%,-0.78%,-0.85%,-0.83%,-0.84%,-0.92%,-0.86%,-0.80%,-0.80%,-0.65%,-0.57%,-0.71%,-0.72%,-0.93%,-0.88%,-0.76%,Upgrade
