Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Market Capitalization,111,106,87,59,55,49,68,71,90,101,94,67,58,24,29,26,20,16,13,18,13,11,11,14,10,14,13,13,6,7,7,8,8,12,9,11,11,19,20,21,22,Upgrade
Market Cap Growth,-,114.53%,26.90%,-16.62%,-39.04%,-50.97%,-26.94%,5.57%,54.48%,313.60%,226.54%,155.91%,198.09%,57.14%,117.78%,42.86%,46.42%,36.10%,24.92%,32.06%,34.29%,-16.64%,-21.35%,11.26%,59.05%,100.02%,104.63%,57.36%,-25.83%,-42.25%,-27.36%,-29.25%,-21.05%,-39.13%,-54.93%,-46.67%,-50.69%,-32.85%,-37.19%,-44.79%,-61.42%,Upgrade
Enterprise Value,102,98,81,46,45,40,61,63,76,86,71,63,58,23,28,24,18,16,11,16,10,11,10,12,8,11,12,11,8,10,8,10,10,13,11,13,14,21,21,22,22,Upgrade
PE Ratio,6.17,6.00,5.60,9.15,11.81,18.53,22.40,8.46,9.81,9.46,9.69,17.20,15.10,7.33,7.35,7.06,6.80,5.04,3.51,6.24,5.01,14.49,-42.32,-87.22,-16.23,65.39,957.04,-2.42,-0.74,-0.70,-0.63,-1.57,-5.16,-7.73,-0.34,-0.36,-0.34,-0.62,-3.13,-8.69,-6.84,Upgrade
PS Ratio,2.03,1.96,1.85,1.46,1.62,1.76,2.65,2.68,3.21,3.47,3.58,2.87,2.59,1.02,1.10,0.99,0.78,0.64,0.56,0.79,0.58,0.55,0.52,0.68,0.41,0.58,0.56,0.54,0.34,0.38,0.38,0.38,0.36,0.52,0.45,0.84,1.05,2.09,2.25,1.99,2.01,Upgrade
PB Ratio,2.14,2.07,1.80,1.55,1.53,1.48,2.10,2.25,2.91,3.26,3.13,4.22,4.14,2.04,2.42,2.37,1.99,1.87,1.73,2.59,2.00,2.36,3.02,3.66,2.71,3.58,3.84,3.33,1.52,1.96,1.93,0.90,0.68,0.91,0.67,0.83,0.79,1.38,0.51,0.48,0.48,Upgrade
Debt / Equity Ratio,0.16,0.16,0.15,0.12,0.16,0.18,0.20,0.15,0.10,0.03,0.03,0.08,0.11,0.14,0.17,0.13,0.17,0.32,0.21,0.13,0.17,0.28,0.44,0.14,0.17,0.20,0.29,0.41,1.03,1.21,1.24,0.47,0.33,0.36,0.45,0.45,0.40,0.31,0.10,0.12,0.12,Upgrade
Current Ratio,1.40,1.40,1.47,1.97,1.73,1.57,1.64,2.00,2.35,2.76,1.93,1.09,0.86,0.77,0.74,0.71,0.66,0.68,0.76,0.69,0.71,0.48,0.35,0.45,0.54,0.59,0.52,0.55,0.65,0.30,0.46,0.36,0.40,0.47,0.64,0.48,0.38,0.48,0.70,0.73,0.79,Upgrade
Buyback Yield / Dilution,-1.59%,-1.59%,0.35%,-0.35%,-0.07%,2.09%,-2.53%,-16.31%,-19.42%,-24.28%,-21.80%,-8.64%,-7.35%,-4.81%,-5.12%,-1.83%,0.77%,-1.14%,-1.49%,-1.20%,-2.06%,-0.08%,0.32%,-0.17%,-0.17%,-0.41%,-0.78%,-0.41%,-0.81%,-0.65%,-0.53%,-0.53%,-0.13%,-0.00%,-0.02%,0.76%,2.72%,2.69%,2.73%,0.73%,-2.91%,Upgrade
Total Shareholder Return,-1.59%,-1.59%,0.35%,-0.35%,-0.07%,2.09%,-2.53%,-16.31%,-19.42%,-24.28%,-21.80%,-8.64%,-7.35%,-4.81%,-5.12%,-1.83%,0.77%,-1.14%,-1.49%,-1.20%,-2.06%,-0.08%,0.32%,-0.17%,-0.17%,-0.41%,-0.78%,-0.41%,-0.81%,-0.65%,-0.53%,-0.53%,-0.13%,-0.00%,-0.02%,0.76%,2.72%,2.69%,2.73%,0.73%,-2.91%,Upgrade
