Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+27 Quarters
Market Capitalization,287,383,496,426,466,519,508,479,460,495,394,288,322,338,585,495,455,332,303,407,413,407,410,412,414,393,430,347,326,314,347,334,276,241,241,193,203,214,230,218,204,Upgrade
Market Cap Growth,-,-26.31%,-2.34%,-10.97%,1.37%,4.96%,28.80%,66.42%,42.86%,46.38%,-32.65%,-41.87%,-29.23%,1.94%,92.94%,21.58%,10.19%,-18.57%,-25.93%,-1.31%,-0.29%,3.66%,-4.72%,18.77%,26.80%,25.30%,23.96%,4.07%,18.38%,29.96%,44.20%,72.68%,35.59%,12.86%,4.41%,-11.22%,-0.11%,5.67%,32.27%,19.14%,11.79%,Upgrade
Enterprise Value,500,596,941,806,735,781,640,683,778,727,751,582,557,552,883,808,741,527,558,617,674,616,607,658,599,541,661,521,427,468,502,445,447,378,404,305,362,355,395,419,399,Upgrade
PE Ratio,5.97,7.92,8.15,7.21,8.16,8.41,7.31,6.66,12.84,16.36,59.54,87.61,9.09,9.84,13.42,13.07,14.05,11.11,10.00,19.26,19.93,20.59,21.91,17.07,17.22,18.23,21.09,14.03,12.48,12.13,13.81,16.06,15.26,13.15,12.99,10.15,10.69,11.38,12.38,11.74,11.36,Upgrade
PS Ratio,1.47,1.96,2.37,2.08,2.36,2.60,2.47,2.29,2.29,2.57,2.42,1.82,1.97,2.06,3.49,3.33,3.42,2.74,2.50,3.59,3.75,3.72,3.75,3.64,3.61,3.46,3.74,2.87,2.68,2.63,3.27,3.64,3.48,3.48,3.49,2.84,3.01,3.19,3.42,3.21,3.02,Upgrade
PB Ratio,0.57,0.77,1.01,0.90,0.95,1.03,0.96,0.90,0.87,0.97,0.77,0.58,0.62,0.68,1.15,0.99,0.93,0.91,0.85,1.17,1.19,1.19,1.20,1.19,1.21,1.20,1.41,1.12,1.07,1.04,1.17,1.15,0.99,1.22,1.25,1.02,1.09,1.17,1.29,1.24,1.18,Upgrade
Debt / Equity Ratio,0.56,0.56,1.08,0.97,0.72,0.64,0.64,0.65,0.72,0.74,0.85,0.86,0.68,0.68,0.73,0.80,0.83,0.66,0.84,0.75,0.88,0.74,0.73,0.83,0.68,0.62,0.90,0.73,0.69,0.71,0.68,0.70,0.79,0.80,0.97,0.95,0.97,0.96,1.06,1.30,1.27,Upgrade
Dividend Yield,5.21%,0.99%,0.75%,0.87%,0.80%,0.72%,0.70%,0.75%,0.78%,0.73%,0.90%,1.23%,1.10%,1.05%,0.56%,0.67%,0.73%,0.74%,0.79%,0.59%,0.58%,0.59%,0.51%,0.50%,0.49%,0.49%,0.43%,0.53%,0.56%,0.58%,0.49%,0.51%,0.56%,0.52%,0.50%,0.63%,0.60%,0.58%,0.46%,0.49%,0.52%,Upgrade
Payout Ratio,30.80%,268.90%,23.00%,20.30%,29.30%,26.60%,24.70%,21.80%,20.80%,16.70%,21.20%,-17.90%,30.10%,-183.30%,24.50%,26.70%,28.20%,33.80%,31.50%,35.50%,29.10%,30.50%,-121.40%,32.70%,28.00%,28.40%,48.50%,29.60%,38.10%,32.70%,20.50%,22.40%,34.90%,26.30%,31.50%,24.60%,25.90%,24.60%,24.00%,21.90%,23.10%,Upgrade
Buyback Yield / Dilution,0.12%,0.12%,0.43%,1.60%,1.87%,1.80%,2.51%,1.39%,0.69%,1.02%,0.40%,0.73%,1.06%,-32.66%,-32.23%,-32.70%,-33.13%,0.42%,-0.02%,-0.02%,-0.12%,-5.94%,-6.85%,-6.79%,-6.68%,-0.98%,-0.26%,-0.24%,-11.70%,-36.32%,-36.61%,-36.26%,-21.32%,1.34%,1.42%,1.48%,0.76%,0.33%,0.26%,0.20%,-0.01%,Upgrade
Total Shareholder Return,5.33%,1.11%,1.18%,2.47%,2.67%,2.51%,3.21%,2.14%,1.47%,1.75%,1.30%,1.96%,2.16%,-31.61%,-31.67%,-32.03%,-32.40%,1.17%,0.76%,0.56%,0.46%,-5.35%,-6.34%,-6.28%,-6.20%,-0.50%,0.17%,0.29%,-11.14%,-35.74%,-36.12%,-35.75%,-20.76%,1.86%,1.92%,2.11%,1.37%,0.91%,0.72%,0.69%,0.51%,Upgrade
