Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+35 Quarters
Market Capitalization,"2,469","2,780","2,779","2,448","2,741","3,237","3,279","2,996","3,253","2,958","2,059","1,896","1,887","1,563","2,366","2,420","2,396","2,391","2,306","2,675","2,438","2,368","2,429","2,421","2,923","3,248","2,992","2,898","2,787","2,586","2,479","2,533","2,644","3,028","2,912","3,394","3,638","3,352","3,189","2,901","2,627",Upgrade
Market Cap Growth,-,-14.12%,-15.23%,-18.31%,-15.74%,9.43%,59.24%,58.01%,72.37%,89.31%,-12.98%,-21.65%,-21.24%,-34.65%,2.60%,-9.52%,-1.69%,0.97%,-5.06%,10.51%,-16.60%,-27.09%,-18.83%,-16.46%,4.86%,25.60%,20.69%,14.39%,5.41%,-14.61%,-14.87%,-25.37%,-27.31%,-9.64%,-8.66%,17.02%,38.48%,36.19%,40.03%,51.47%,89.04%,Upgrade
Enterprise Value,"4,834","5,169","5,305","5,044","5,443","5,789","5,593","5,033","5,423","5,017","4,141","4,029","3,981","3,700","4,369","4,543","4,672","4,651","4,748","5,214","4,666","4,645","4,408","4,736","5,247","5,776","5,382","5,385","5,136","5,113","5,151","5,281","5,518","5,949","5,664","5,997","6,277","5,769","4,960","4,617","4,107",Upgrade
PE Ratio,-12.92,-12.92,54.56,10.13,4.92,3.78,3.47,2.98,3.38,3.35,4.57,14.21,-116.33,-11.16,17.54,30.73,16.59,10.87,12.63,7.20,8.13,10.00,11.89,13.19,11.56,10.94,8.48,18.47,26.97,25.11,22.76,8.73,7.64,9.37,8.99,10.50,11.40,10.15,10.91,11.44,11.90,Upgrade
PS Ratio,3.00,3.41,3.56,3.29,3.86,4.74,4.96,4.55,5.15,4.77,3.35,3.14,3.03,2.43,3.59,3.53,3.41,3.35,3.27,3.94,3.71,3.64,3.69,3.56,4.17,4.47,4.01,3.76,3.52,3.24,3.10,3.21,3.34,3.91,3.76,4.51,5.11,4.82,5.10,4.73,4.56,Upgrade
PB Ratio,0.64,0.73,0.70,0.62,0.67,0.76,0.79,0.76,0.83,0.80,0.60,0.60,0.62,0.53,0.74,0.74,0.73,0.72,0.70,0.78,0.72,0.71,0.73,0.74,0.87,0.96,0.87,0.84,0.81,0.76,0.72,0.70,0.71,0.82,0.79,0.93,1.00,0.94,0.99,1.00,0.99,Upgrade
Debt / Equity Ratio,0.65,0.65,0.65,0.67,0.66,0.61,0.57,0.53,0.57,0.58,0.62,0.68,0.70,0.74,0.67,0.68,0.72,0.71,0.77,0.77,0.68,0.71,0.73,0.78,0.79,0.78,0.75,0.76,0.78,0.79,0.80,0.78,0.81,0.81,0.77,0.85,0.77,0.76,0.56,0.59,0.63,Upgrade
Dividend Yield,11.67%,2.59%,3.54%,2.90%,3.12%,2.41%,2.29%,2.46%,2.20%,2.37%,3.34%,3.57%,3.53%,4.24%,2.80%,2.73%,2.75%,2.76%,2.85%,2.46%,2.68%,2.75%,2.67%,3.38%,3.08%,2.77%,2.99%,3.09%,3.20%,3.44%,3.58%,3.49%,3.38%,3.28%,4.03%,3.35%,3.12%,3.06%,2.95%,2.96%,2.60%,Upgrade
Payout Ratio,-133.30%,-66.70%,128.60%,-66.70%,-128.60%,45.00%,28.60%,33.30%,29.00%,28.10%,22.50%,40.00%,40.00%,-35.30%,-600.00%,360.00%,180.00%,75.00%,-100.00%,78.30%,56.20%,128.60%,52.90%,756.70%,178.60%,500.00%,89.30%,108.70%,92.60%,119.00%,-92.60%,311.20%,92.20%,120.40%,138.70%,138.30%,165.50%,127.30%,110.30%,106.80%,91.70%,Upgrade
Buyback Yield / Dilution,7.64%,7.64%,-30.96%,3.60%,-19.72%,-11.14%,-9.46%,-8.82%,-7.32%,-5.91%,-3.91%,-2.35%,-1.10%,-0.27%,-0.54%,-0.64%,-0.75%,-1.43%,-1.41%,-1.32%,-0.92%,-0.62%,-0.57%,-0.70%,-0.98%,-1.01%,-0.89%,-0.69%,0.66%,0.75%,-0.74%,-3.62%,-4.79%,-15.48%,-24.07%,-32.03%,-65.35%,-37.58%,-35.67%,-56.21%,-81.01%,Upgrade
Total Shareholder Return,19.43%,10.23%,-27.42%,6.50%,-16.60%,-8.73%,-7.17%,-6.36%,-5.13%,-3.54%,-0.57%,1.22%,2.43%,3.97%,2.25%,2.09%,2.00%,1.33%,1.44%,1.14%,1.76%,2.13%,2.11%,2.68%,2.10%,1.76%,2.11%,2.40%,3.85%,4.19%,2.84%,-0.13%,-1.41%,-12.21%,-20.04%,-28.67%,-62.24%,-34.51%,-32.72%,-53.25%,-78.41%,Upgrade
