Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+17 Quarters
Market Capitalization,890,889,832,"1,020","1,361","1,510","1,982","2,750","2,550","2,480","2,984","2,701","2,600","1,340","1,200","1,308","2,599","3,212","4,191","4,669","3,811","3,290","3,062","2,502","1,917","1,690","1,182","1,158","1,140","1,186",883,943,"1,019",847,"1,063",962,855,872,"1,112","1,144",858,Upgrade
Market Cap Growth,-,-41.16%,-58.03%,-62.91%,-46.62%,-39.11%,-33.59%,1.82%,-1.93%,85.04%,148.71%,106.44%,0.04%,-58.28%,-71.37%,-71.98%,-31.79%,-2.38%,36.85%,86.64%,98.80%,94.73%,159.08%,116.02%,68.20%,42.47%,33.82%,22.77%,11.89%,40.06%,-16.90%,-1.91%,19.10%,-2.91%,-4.41%,-15.97%,-0.30%,21.80%,113.30%,119.06%,-8.64%,Upgrade
Enterprise Value,154,155,56,211,590,197,672,958,674,-214,"1,512",586,692,-105,192,465,"1,517","1,534","3,136","3,682","2,748","1,995","2,121","1,795","1,333","1,006",492,589,624,502,179,383,311,77,431,187,77,19,619,728,399,Upgrade
PE Ratio,14.59,14.42,12.95,21.34,26.99,25.01,41.74,80.92,107.78,1227.04,129.01,55.31,50.69,16.21,12.01,11.63,22.11,28.50,35.31,40.02,30.31,28.57,35.66,34.45,31.44,34.14,28.97,32.36,33.56,40.10,23.67,21.88,18.45,13.14,28.08,24.77,26.96,30.50,38.77,31.38,21.79,Upgrade
PS Ratio,0.61,0.61,0.57,0.71,0.95,1.05,1.38,1.98,1.91,1.93,2.38,2.22,2.23,1.19,1.08,1.19,2.36,2.96,3.93,4.47,3.77,3.40,3.40,2.98,2.42,2.27,1.65,1.64,1.63,1.71,1.27,1.36,1.47,1.26,1.77,1.62,1.46,1.51,1.94,2.01,1.52,Upgrade
PB Ratio,1.03,1.03,1.06,1.31,1.50,1.54,1.85,2.54,2.39,2.42,2.96,2.68,2.59,1.36,1.29,1.41,2.82,3.28,4.61,5.24,4.35,3.94,4.01,3.38,2.67,2.47,1.73,1.72,1.72,1.70,1.33,1.42,1.46,1.23,1.69,2.02,1.89,2.05,2.76,2.93,2.33,Upgrade
Debt / Equity Ratio,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.13,0.07,0.04,0.04,0.02,0.07,0.07,0.08,0.09,0.11,0.12,0.13,0.21,0.15,0.16,0.17,0.17,0.19,0.20,0.20,0.21,0.23,0.00,0.00,0.00,0.12,0.13,0.14,Upgrade
Current Ratio,0.35,0.35,0.37,0.35,0.37,0.49,0.50,0.73,0.75,0.82,0.78,1.00,1.02,1.04,1.00,1.01,1.01,1.04,1.03,1.03,1.05,1.05,0.99,0.96,0.93,0.92,1.06,1.05,1.08,1.13,1.10,1.13,1.17,1.17,1.22,1.47,1.43,1.41,1.52,1.59,1.53,Upgrade
Buyback Yield / Dilution,5.81%,5.81%,5.67%,3.67%,1.22%,-0.29%,-1.77%,-5.28%,-3.57%,-4.55%,-4.31%,-0.65%,1.20%,3.44%,4.55%,4.25%,1.06%,-0.58%,-0.34%,-3.20%,-3.69%,-3.31%,-5.36%,-4.37%,-5.29%,-3.20%,-1.26%,3.16%,4.70%,2.06%,-6.39%,-29.41%,-30.52%,-33.97%,-25.89%,-7.12%,-9.18%,-6.82%,-6.01%,9.11%,13.45%,Upgrade
Total Shareholder Return,5.81%,5.81%,5.67%,3.67%,1.22%,-0.29%,-1.77%,-5.28%,-3.57%,-4.55%,-4.31%,-0.65%,1.20%,3.44%,4.55%,4.25%,1.06%,-0.58%,-0.34%,-3.20%,-3.69%,-3.31%,-5.36%,-4.37%,-5.29%,-3.20%,-1.26%,3.16%,4.70%,2.06%,-6.39%,-29.41%,-30.52%,-33.97%,-25.89%,-7.12%,-9.18%,-6.82%,-6.01%,9.11%,13.45%,Upgrade
