Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+14 Quarters
Market Capitalization,"7,645","7,668","7,302","8,586","10,825","14,487","16,494","18,406","18,475","16,909","13,332","9,372","7,400","5,412","11,615","12,946","12,308","11,069","9,360","11,164","11,297","11,804","12,894","10,913","9,597","9,454","8,970","9,417","8,258","9,043","8,980","9,818","10,800","10,102","11,333","11,102","11,471",-,-,-,-,Upgrade
Market Cap Growth,-,-47.07%,-55.73%,-53.35%,-41.40%,-14.32%,23.72%,96.39%,149.67%,212.42%,14.78%,-27.61%,-39.88%,-51.10%,24.09%,15.96%,8.95%,-6.22%,-27.41%,2.30%,17.71%,24.86%,43.75%,15.89%,16.22%,4.55%,-0.11%,-4.09%,-23.54%,-10.48%,-20.77%,-11.57%,-5.85%,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,"19,697","19,823","21,892","27,410","31,417","30,390","28,461","22,437","21,707","21,634","21,853","18,169","21,134","39,810","47,618","50,394","52,730","54,717","59,003","60,272","61,809","62,723","64,281","61,786","65,077","64,584","69,837","68,398","69,561","71,451","76,935","77,430","80,807","74,673","79,199","77,957","79,976","67,565","72,479","60,167","60,957",Upgrade
PE Ratio,6.13,6.05,4.55,4.34,4.53,5.11,5.49,6.00,6.46,7.69,12.29,12.08,10.87,5.30,6.77,7.96,7.60,7.98,7.41,9.67,10.64,12.23,13.88,10.96,10.40,9.17,8.41,8.70,7.24,9.39,6.97,8.16,7.95,6.74,9.86,10.31,15.40,-,-,-,-,Upgrade
PS Ratio,0.90,0.91,0.87,1.02,1.29,1.72,2.01,2.30,2.40,2.35,1.99,1.48,1.18,0.87,1.82,2.09,2.02,1.85,1.61,1.91,1.95,2.04,2.24,1.93,1.72,1.72,1.65,1.74,1.55,1.78,1.85,2.16,2.40,2.19,2.44,2.34,2.51,-,-,-,-,Upgrade
PB Ratio,0.56,0.57,0.57,0.69,0.77,0.94,0.97,1.07,1.05,1.16,0.91,0.66,0.54,0.40,0.81,0.90,0.86,0.81,0.71,0.85,0.86,0.90,0.96,0.80,0.71,0.71,0.67,0.69,0.61,0.65,0.67,0.67,0.76,0.63,0.74,0.73,0.77,-,-,-,-,Upgrade
Debt / Equity Ratio,1.64,1.64,1.57,1.92,1.77,1.29,1.00,0.86,0.96,1.40,1.64,2.03,2.38,3.00,2.74,2.84,3.07,3.48,4.08,4.04,4.14,4.18,4.12,4.07,4.44,4.45,5.02,4.64,4.92,4.88,5.53,4.99,5.31,4.53,4.77,4.78,4.99,5.08,5.49,3.50,3.59,Upgrade
Dividend Yield,4.72%,1.19%,1.24%,1.08%,0.90%,0.70%,0.53%,0.49%,0.38%,0.42%,0.54%,0.76%,0.96%,1.32%,0.58%,0.51%,0.55%,0.62%,0.66%,0.57%,0.49%,0.48%,0.41%,0.49%,0.38%,0.39%,0.42%,0.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,29.20%,31.20%,34.90%,34.10%,21.30%,16.00%,13.70%,13.20%,7.80%,9.00%,10.40%,15.00%,29.70%,-22.40%,17.00%,17.50%,11.60%,18.30%,21.10%,16.90%,16.00%,22.80%,28.60%,19.00%,14.50%,17.40%,15.40%,18.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,10.17%,10.17%,13.08%,14.31%,13.14%,10.52%,7.91%,4.02%,0.74%,-0.04%,4.36%,3.78%,6.04%,6.85%,4.80%,7.50%,7.64%,7.38%,6.58%,6.17%,6.35%,6.51%,6.24%,6.99%,5.08%,3.73%,2.11%,-0.40%,-0.47%,-0.33%,-0.40%,-0.41%,-0.36%,-0.36%,-8.34%,-16.28%,-16.28%,-16.28%,-7.33%,-,-,Upgrade
Total Shareholder Return,14.96%,11.36%,14.33%,15.39%,14.03%,11.22%,8.44%,4.51%,1.12%,0.38%,4.90%,4.54%,7.00%,8.17%,5.38%,8.01%,8.19%,8.00%,7.24%,6.74%,6.85%,6.99%,6.65%,7.48%,5.46%,4.13%,2.53%,0.01%,-0.47%,-0.33%,-0.40%,-0.41%,-0.36%,-0.36%,-8.34%,-16.28%,-16.28%,-16.28%,-7.33%,-,-,Upgrade
