Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Market Capitalization,"1,012","1,131","1,173",942,"1,162","1,137","1,157","1,117","1,221","1,223",934,885,916,"1,274","1,328","1,391","1,355","1,317","1,377","1,484","1,317","1,323","1,440","1,473","1,365","1,220","1,271",968,941,907,876,714,726,850,740,606,665,633,988,922,757,Upgrade
Market Cap Growth,-,-0.55%,1.37%,-15.71%,-4.82%,-7.01%,23.87%,26.18%,33.30%,-4.01%,-29.67%,-36.34%,-32.41%,-3.22%,-3.51%,-6.28%,2.88%,-0.46%,-4.40%,0.73%,-3.55%,8.45%,13.32%,52.25%,45.03%,34.56%,45.10%,35.50%,29.59%,6.65%,18.29%,17.83%,9.32%,34.20%,-25.06%,-34.27%,-12.18%,-12.23%,56.23%,63.25%,32.68%,Upgrade
Enterprise Value,"1,118","1,240","1,280",990,"1,173","1,082","1,098","1,039","1,131","1,172",813,704,841,"1,117","1,191","1,267","1,267","1,261","1,295","1,299","1,190","1,286","1,386","1,423","1,342","1,189","1,232",913,843,864,849,747,747,888,718,628,721,675,"1,049",928,767,Upgrade
PE Ratio,13.92,15.25,24.24,16.82,22.39,12.11,9.70,8.69,8.44,6.88,7.80,10.12,10.27,18.13,8.46,9.22,8.18,7.86,9.74,10.10,10.86,12.77,14.23,13.98,12.87,11.29,11.91,9.88,9.43,8.87,9.28,7.38,8.30,8.18,7.35,7.07,6.77,9.44,15.48,6.71,6.43,Upgrade
PS Ratio,1.31,1.47,1.64,1.36,1.77,1.65,1.65,1.61,1.72,1.64,1.31,1.21,1.22,1.72,1.59,1.73,1.63,1.58,1.72,1.81,1.64,1.67,1.80,1.86,1.76,1.56,1.63,1.25,1.21,1.18,1.16,0.94,0.97,1.12,0.96,0.78,0.87,0.85,1.37,1.34,1.15,Upgrade
PB Ratio,1.04,1.16,1.24,1.02,1.19,1.02,0.95,0.94,1.01,1.03,0.77,0.76,0.80,1.21,1.14,1.20,1.21,1.23,1.35,1.50,1.38,1.42,1.52,1.61,1.52,1.41,1.51,1.14,1.11,1.13,1.15,0.98,1.02,1.20,1.08,0.93,1.03,1.08,1.74,1.66,1.45,Upgrade
Debt / Equity Ratio,0.20,0.20,0.21,0.21,0.14,0.07,0.01,0.01,0.02,0.03,0.03,0.05,0.05,0.02,0.02,0.01,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.13,0.13,0.13,0.16,0.16,0.17,0.18,0.20,0.21,Upgrade
Dividend Yield,8.77%,0.62%,3.50%,0.75%,3.01%,0.61%,0.60%,0.63%,0.58%,0.58%,0.78%,0.83%,0.83%,0.62%,0.53%,0.50%,0.52%,0.55%,0.48%,0.44%,0.50%,0.49%,0.34%,0.33%,0.35%,0.40%,0.23%,0.30%,0.31%,0.32%,0.22%,0.27%,0.26%,0.22%,0.26%,0.31%,0.28%,0.30%,0.19%,0.20%,0.25%,Upgrade
Payout Ratio,121.00%,29.90%,88.30%,37.10%,-225.00%,-312.50%,12.80%,47.20%,26.90%,30.90%,11.60%,23.60%,12.60%,-21.90%,22.20%,21.40%,17.30%,13.80%,25.60%,13.80%,15.50%,25.60%,15.60%,22.40%,19.70%,20.80%,8.20%,12.90%,11.00%,13.40%,7.30%,7.90%,6.60%,13.60%,6.50%,12.50%,4.10%,17.60%,13.30%,6.80%,12.80%,Upgrade
Buyback Yield / Dilution,2.14%,2.14%,2.75%,3.49%,2.75%,2.39%,3.64%,3.35%,6.10%,9.70%,8.78%,8.28%,5.24%,4.18%,3.00%,2.58%,2.15%,-0.38%,-1.14%,-1.06%,-1.49%,-1.74%,-1.07%,0.07%,0.50%,0.22%,-0.03%,-1.25%,-1.72%,-2.29%,-1.87%,-1.76%,-1.65%,-0.59%,-0.89%,-1.55%,-1.38%,-1.74%,-1.58%,-0.62%,2.10%,Upgrade
Total Shareholder Return,10.95%,2.77%,6.25%,4.24%,5.76%,3.00%,4.25%,3.98%,6.68%,10.28%,9.56%,9.11%,6.07%,4.79%,3.53%,3.08%,2.67%,0.17%,-0.66%,-0.62%,-0.99%,-1.25%,-0.73%,0.40%,0.86%,0.62%,0.20%,-0.95%,-1.41%,-1.97%,-1.65%,-1.49%,-1.38%,-0.37%,-0.64%,-1.24%,-1.09%,-1.44%,-1.39%,-0.42%,2.35%,Upgrade
