Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Market Capitalization,"4,894","5,703","8,754","9,301","9,595","11,853","11,410","10,781","9,960","9,992","7,769","5,318","5,297","4,147","10,343","9,856","11,198","11,658","11,107","15,460","15,632","16,578","15,098","13,415","12,959","12,060","11,733","8,229","7,203","6,623","7,393","7,313","9,135","8,049","8,417","9,016","9,113","9,431","8,696","7,271","7,434",Upgrade
Market Cap Growth,-,-51.88%,-23.28%,-13.72%,-3.66%,18.62%,46.86%,102.71%,88.02%,140.95%,-24.88%,-46.04%,-52.70%,-64.43%,-6.88%,-36.25%,-28.36%,-29.68%,-26.43%,15.25%,20.63%,37.46%,28.68%,63.02%,79.90%,82.11%,58.71%,12.53%,-21.15%,-17.72%,-12.16%,-18.89%,0.25%,-14.65%,-3.21%,24.00%,22.58%,39.79%,50.57%,21.02%,23.08%,Upgrade
Enterprise Value,"12,260","13,069","8,707","6,855","4,692",985,"-8,473","-9,971","-3,687","-2,027","-2,270",-59,-741,"8,989","11,865","13,101","15,908","15,960","13,053","16,123","15,613","15,384","13,885","12,357","13,012","8,935","9,700","6,091","9,026","7,244","4,327","3,322","6,067","4,853","5,137","4,100","8,015","7,505","6,041","3,974","7,241",Upgrade
PE Ratio,3.57,4.54,7.80,9.29,10.51,12.11,10.01,9.51,9.15,11.30,16.12,9.89,8.56,5.19,8.65,8.00,8.90,9.07,9.05,15.00,16.65,20.29,20.46,17.00,18.18,19.64,24.81,19.36,17.53,14.98,14.36,13.35,16.14,13.85,14.36,16.30,16.69,17.53,16.31,13.32,14.38,Upgrade
PS Ratio,1.31,1.53,2.52,2.85,3.09,3.74,3.41,3.24,3.08,3.41,3.27,2.19,2.10,1.50,3.16,2.97,3.35,3.42,3.34,4.69,4.80,5.26,4.88,4.52,4.50,4.34,4.51,3.23,2.88,2.68,2.87,2.85,3.61,3.19,3.39,3.61,3.64,3.77,3.47,2.87,2.97,Upgrade
PB Ratio,0.82,0.95,1.69,1.84,1.49,1.69,1.45,1.38,1.26,1.23,0.97,0.68,0.68,0.56,1.41,1.37,1.53,1.57,1.48,1.99,1.94,2.07,1.90,1.67,1.62,1.52,1.51,1.07,0.94,0.87,0.98,0.96,1.21,1.07,1.14,1.21,1.24,1.30,1.22,1.04,1.08,Upgrade
Debt / Equity Ratio,3.02,3.02,1.20,0.70,0.41,0.38,0.35,0.36,0.36,0.35,0.71,0.73,0.93,1.31,1.00,1.02,1.13,1.05,0.87,0.84,0.70,0.71,0.58,0.64,0.71,0.65,0.67,0.76,0.77,0.47,0.41,0.42,0.39,0.37,0.38,0.39,0.38,0.51,0.53,0.54,0.54,Upgrade
Dividend Yield,8.11%,1.64%,1.02%,0.96%,0.93%,0.75%,0.78%,0.84%,0.95%,0.95%,1.22%,1.78%,1.78%,2.32%,0.93%,1.02%,0.92%,0.91%,0.87%,0.67%,0.37%,0.31%,0.35%,0.39%,0.35%,0.34%,0.34%,0.49%,0.53%,0.55%,0.50%,0.51%,0.41%,0.44%,0.43%,0.40%,0.40%,0.37%,0.36%,0.43%,0.43%,Upgrade
Payout Ratio,28.70%,29.50%,26.20%,25.90%,35.10%,48.90%,40.00%,35.40%,28.90%,27.60%,44.20%,45.60%,80.00%,-161.90%,35.30%,33.80%,34.40%,31.30%,31.60%,31.70%,17.90%,18.50%,46.20%,23.30%,22.60%,20.00%,24.50%,26.40%,36.70%,61.80%,31.80%,27.60%,27.60%,26.70%,23.80%,23.50%,24.10%,25.00%,26.60%,21.20%,22.10%,Upgrade
Buyback Yield / Dilution,-0.21%,-0.21%,0.15%,2.32%,6.34%,5.89%,5.71%,3.68%,-0.42%,1.46%,3.51%,6.91%,9.81%,11.10%,10.85%,12.86%,10.34%,7.99%,7.02%,2.56%,2.83%,1.73%,-0.96%,-1.15%,-1.03%,-0.56%,2.53%,2.26%,1.62%,1.95%,1.64%,1.60%,2.02%,2.04%,1.76%,2.24%,2.66%,2.98%,3.91%,4.41%,5.10%,Upgrade
Total Shareholder Return,7.90%,1.43%,1.17%,3.27%,7.27%,6.64%,6.49%,4.52%,0.54%,2.41%,4.73%,8.69%,11.60%,13.42%,11.78%,13.87%,11.26%,8.91%,7.90%,3.23%,3.20%,2.04%,-0.61%,-0.76%,-0.67%,-0.23%,2.87%,2.75%,2.15%,2.51%,2.14%,2.11%,2.43%,2.48%,2.19%,2.64%,3.06%,3.35%,4.26%,4.84%,5.53%,Upgrade
