Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+30 Quarters
Market Capitalization,180,238,292,299,336,344,370,355,374,355,295,212,235,239,395,372,369,353,318,390,429,380,383,406,217,209,200,160,149,146,159,138,136,145,138,135,130,118,116,112,113,Upgrade
Market Cap Growth,-,-30.81%,-20.92%,-15.73%,-10.35%,-3.31%,25.24%,67.76%,58.99%,48.63%,-25.36%,-43.07%,-36.23%,-32.34%,24.34%,-4.62%,-13.87%,-7.00%,-17.06%,-4.10%,97.38%,82.17%,91.35%,153.89%,45.94%,42.96%,25.72%,15.86%,9.53%,0.34%,15.23%,2.65%,4.89%,23.10%,19.20%,20.48%,14.28%,5.27%,23.05%,20.44%,29.02%,Upgrade
Enterprise Value,-312,-260,647,437,400,158,51,-80,-32,94,339,586,667,467,563,449,526,536,528,673,770,758,766,727,439,315,248,195,195,210,213,148,131,164,154,152,197,143,160,130,136,Upgrade
PE Ratio,9.34,12.56,16.47,13.40,15.84,12.99,11.83,10.90,9.80,10.89,12.67,9.08,10.44,8.80,11.92,11.65,11.57,11.23,9.44,15.69,21.08,44.02,158.10,70.31,52.10,21.28,19.43,15.30,14.63,14.81,17.16,15.50,15.91,18.53,18.48,19.45,19.66,18.53,18.54,18.12,20.27,Upgrade
PS Ratio,1.49,1.91,2.55,2.68,3.18,3.20,3.33,3.24,3.45,3.55,3.40,2.46,2.72,2.64,4.18,3.87,3.83,3.65,3.28,4.04,4.61,4.78,5.92,8.03,5.55,5.50,5.24,4.13,3.87,3.84,4.28,3.84,3.87,4.25,4.28,4.32,4.38,4.17,4.06,3.97,4.08,Upgrade
PB Ratio,0.46,0.59,0.74,0.76,0.84,0.85,0.90,0.87,0.92,0.89,0.76,0.54,0.62,0.63,1.05,1.00,1.02,1.00,0.91,1.14,1.28,1.16,1.19,1.25,0.67,1.63,1.59,1.28,1.21,1.20,1.33,1.15,1.14,1.26,1.21,1.16,1.19,1.10,1.09,1.05,1.08,Upgrade
Debt / Equity Ratio,0.27,0.27,1.10,0.60,0.34,0.28,0.51,0.53,0.53,0.55,0.61,1.35,1.35,0.75,0.53,0.34,0.52,0.61,0.69,0.93,1.18,1.24,1.26,1.06,0.82,1.11,0.75,0.68,0.71,0.81,0.71,0.51,0.59,0.48,0.47,0.54,0.84,0.42,0.61,0.48,0.48,Upgrade
Dividend Yield,5.56%,-,0.84%,0.82%,0.73%,0.72%,0.66%,0.69%,0.66%,0.69%,0.83%,1.15%,1.03%,1.02%,0.55%,0.58%,0.59%,0.61%,0.61%,0.49%,0.45%,0.51%,0.50%,0.47%,0.45%,0.47%,0.49%,0.61%,0.66%,0.67%,2.14%,0.71%,0.72%,0.67%,3.35%,0.69%,0.63%,0.69%,0.70%,0.73%,0.61%,Upgrade
Payout Ratio,39.50%,0.00%,83.30%,47.60%,50.00%,52.60%,32.30%,62.50%,23.80%,25.60%,27.00%,25.00%,52.60%,-,24.30%,24.30%,23.10%,36.00%,25.00%,21.60%,21.60%,23.50%,-88.90%,44.40%,-38.10%,47.10%,44.40%,34.80%,34.80%,38.10%,140.00%,40.00%,40.00%,50.00%,237.50%,44.40%,46.70%,50.00%,58.30%,46.70%,46.20%,Upgrade
Buyback Yield / Dilution,-0.45%,-0.45%,-0.36%,-0.45%,-0.38%,-0.56%,-0.85%,-0.70%,-0.96%,-0.59%,-0.77%,-0.93%,-0.75%,-0.74%,-0.54%,-0.40%,-0.36%,-0.56%,-0.57%,-0.58%,-94.73%,-94.70%,-95.05%,-95.01%,-0.75%,-0.66%,-0.49%,-0.23%,0.12%,-0.17%,-0.05%,-5.37%,-5.65%,-5.41%,-5.22%,-0.16%,-0.15%,-0.00%,-0.00%,-,-,Upgrade
Total Shareholder Return,5.19%,-0.45%,0.48%,0.37%,0.36%,0.15%,-0.18%,-0.01%,-0.30%,0.10%,0.05%,0.22%,0.28%,0.28%,0.01%,0.19%,0.23%,0.06%,0.04%,-0.08%,-94.28%,-94.20%,-94.55%,-94.54%,-0.30%,-0.18%,0.00%,0.38%,0.78%,0.50%,2.09%,-4.66%,-4.93%,-4.74%,-1.87%,0.53%,0.48%,0.68%,0.70%,0.73%,0.61%,Upgrade
