Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,929","4,126","4,821","5,405","5,891","6,532","6,551","6,266","6,049","5,925","4,745","3,055","3,186","3,100","5,683","5,227","5,242","5,217","4,739","5,244","4,624","4,252","3,622","3,666","4,254","4,228","4,548","3,965","3,039","2,966","2,936","3,130","2,987","3,564","3,523","3,046","3,537","3,205","2,969","2,712","3,136",Upgrade
Market Cap Growth,-,-36.84%,-26.41%,-13.73%,-2.61%,10.25%,38.07%,105.13%,89.85%,91.11%,-16.51%,-41.56%,-39.22%,-40.57%,19.94%,-0.33%,13.36%,22.68%,30.83%,43.03%,8.71%,0.58%,-20.35%,-7.53%,40.00%,42.55%,54.91%,26.68%,1.73%,-16.79%,-16.67%,2.75%,-15.55%,11.20%,18.64%,12.33%,12.79%,12.52%,38.52%,51.10%,83.68%,Upgrade
Enterprise Value,"-1,228","-1,032",137,714,"-3,366","-2,916","-10,258","-10,536","-11,018","-4,828","-6,041","-7,963","-5,535","-1,950","3,328",936,"3,283","1,404","1,711","2,280","-2,535",-881,-12,-192,"1,597","2,228","3,350","2,016","2,316","2,989","2,818","3,162","2,201","3,652","4,314","5,046","5,973","4,911","5,333","5,545","6,370",Upgrade
PE Ratio,3.83,3.94,4.38,5.15,6.73,7.40,7.02,6.93,7.34,8.08,9.40,6.17,6.49,5.81,8.52,8.61,9.00,7.55,7.71,12.92,16.18,41.55,34.84,18.15,18.65,19.14,21.35,11.19,7.73,3.29,3.29,3.90,3.83,-10.84,-11.11,-15.00,-97.00,4.00,4.99,5.25,9.37,Upgrade
PS Ratio,1.17,1.23,1.44,1.71,2.03,2.27,2.25,2.26,2.30,2.40,2.19,1.49,1.54,1.45,2.48,2.26,2.30,2.28,2.19,2.66,2.65,2.67,2.27,2.43,2.70,2.70,2.93,2.38,1.80,1.76,1.74,1.91,1.87,3.20,3.32,2.63,2.64,1.81,1.94,1.95,2.59,Upgrade
PB Ratio,0.88,0.92,1.18,1.47,1.37,1.40,1.10,1.05,1.04,1.00,0.79,0.52,0.55,0.55,0.95,0.89,0.92,0.96,0.87,1.00,0.87,0.84,0.71,0.69,0.81,0.82,0.88,0.74,0.57,0.56,0.57,0.62,0.60,0.81,0.83,0.71,0.83,0.68,0.64,0.62,0.75,Upgrade
Debt / Equity Ratio,0.31,0.31,0.34,0.35,0.22,0.23,0.19,0.21,0.22,0.22,0.22,0.24,0.23,0.24,0.22,0.23,0.28,0.25,0.28,0.39,0.35,0.42,0.40,0.41,0.37,0.38,0.40,0.44,0.45,0.45,0.48,0.55,0.61,0.66,0.70,0.79,1.05,0.78,0.79,0.95,1.12,Upgrade
Dividend Yield,4.03%,0.96%,0.83%,0.76%,0.71%,0.67%,0.55%,0.58%,0.60%,0.57%,0.71%,1.10%,1.08%,1.14%,0.51%,0.55%,0.55%,0.58%,0.53%,0.49%,0.55%,0.60%,0.70%,0.70%,0.60%,0.61%,0.34%,0.39%,0.51%,0.52%,0.53%,0.50%,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,15.40%,24.80%,15.40%,9.60%,19.90%,20.40%,17.30%,14.60%,16.90%,12.80%,19.20%,19.90%,26.80%,108.10%,17.40%,17.50%,16.90%,17.80%,23.60%,18.10%,9.10%,28.10%,-24.80%,131.60%,26.60%,28.10%,-300.00%,34.10%,17.60%,18.50%,11.40%,18.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,10.07%,10.07%,8.97%,7.02%,4.99%,5.15%,5.22%,4.21%,5.98%,4.88%,12.91%,12.86%,11.31%,11.48%,3.60%,5.54%,5.51%,2.06%,1.67%,-0.30%,-0.29%,1.57%,1.66%,1.67%,1.66%,-0.13%,-0.19%,-0.20%,-0.20%,-0.03%,-0.12%,-0.05%,-0.02%,-0.21%,-0.11%,-0.18%,-0.22%,-0.21%,-0.24%,-0.43%,-0.46%,Upgrade
Total Shareholder Return,14.10%,11.03%,9.80%,7.78%,5.70%,5.83%,5.76%,4.79%,6.57%,5.45%,13.62%,13.96%,12.39%,12.63%,4.11%,6.10%,6.07%,2.63%,2.20%,0.19%,0.26%,2.17%,2.36%,2.36%,2.26%,0.48%,0.16%,0.19%,0.31%,0.50%,0.41%,0.45%,-0.02%,-0.21%,-0.11%,-0.18%,-0.22%,-0.21%,-0.24%,-0.43%,-0.46%,Upgrade
