Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+4 Quarters
Market Capitalization,223,420,808,"1,023","1,157","1,371","1,120","1,179","1,008","1,048",893,583,729,457,777,682,600,604,572,693,725,723,653,617,548,510,465,400,346,359,377,342,154,156,140,-,-,-,-,-,-,Upgrade
Market Cap Growth,-,-69.37%,-27.88%,-13.22%,14.82%,30.81%,25.54%,102.10%,38.27%,129.09%,14.87%,-14.46%,21.56%,-24.25%,35.94%,-1.68%,-17.23%,-16.46%,-12.50%,12.48%,32.26%,41.69%,40.37%,54.08%,58.38%,42.01%,23.58%,16.98%,124.92%,130.87%,168.31%,-,-,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,"1,191","1,397","1,521","2,202","1,478",765,209,408,58,592,532,569,"1,079","1,211","1,455",933,"1,397","1,323","1,212",871,"1,145","1,315","1,211",914,880,"1,036","1,117",854,839,939,957,796,453,513,394,200,189,91,84,64,-,Upgrade
PE Ratio,2.43,4.76,7.31,8.74,9.24,11.62,10.23,10.91,9.91,11.21,10.58,7.55,11.46,7.86,13.82,12.36,11.42,13.35,13.31,22.30,27.89,23.74,23.68,19.37,17.50,19.93,19.97,18.35,22.31,24.71,28.15,30.18,13.69,16.28,16.72,-,-,-,-,-,-,Upgrade
PS Ratio,0.62,1.21,2.21,2.86,3.33,4.22,3.74,4.05,3.67,4.05,3.65,2.49,3.35,2.16,3.72,3.32,2.95,3.10,3.05,3.88,4.48,4.59,4.37,4.45,3.97,4.01,3.90,3.51,3.50,3.89,4.47,4.45,2.11,2.22,2.08,-,-,-,-,-,-,Upgrade
PB Ratio,0.19,0.37,0.71,0.91,1.05,1.27,1.05,1.54,1.37,1.47,1.28,0.86,1.14,0.73,1.27,1.13,1.02,1.06,1.02,1.31,1.40,1.75,1.65,1.81,1.73,1.75,1.64,1.39,1.25,1.33,1.45,1.33,1.26,1.50,1.41,-,-,-,-,-,-,Upgrade
Debt / Equity Ratio,2.02,2.02,1.21,1.33,0.45,0.30,0.20,0.02,0.03,0.02,0.39,0.40,1.20,1.27,1.21,0.86,1.50,1.41,1.27,0.44,1.53,1.87,1.72,1.24,1.45,2.06,4.40,3.31,3.38,2.34,3.06,2.57,3.87,3.80,2.84,2.44,2.28,1.59,1.63,1.46,-,Upgrade
Dividend Yield,8.77%,1.48%,0.77%,0.61%,0.54%,0.45%,0.38%,0.34%,0.40%,0.39%,0.35%,0.54%,0.43%,0.69%,0.29%,0.33%,0.37%,0.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,28.20%,73.30%,35.50%,21.60%,18.60%,20.00%,17.60%,10.80%,15.50%,18.00%,14.00%,10.10%,17.50%,23.30%,14.70%,12.80%,17.90%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,0.27%,0.27%,-20.30%,-25.43%,-25.32%,-25.67%,-4.34%,-0.26%,-0.65%,-0.13%,0.14%,0.11%,0.18%,-0.34%,-0.26%,-0.19%,-8.62%,-14.50%,-19.64%,-27.21%,-19.58%,-15.20%,-11.05%,-5.01%,-3.64%,-2.39%,-45.95%,-28.40%,-97.34%,-101.98%,-42.92%,-58.67%,-3.74%,-1.44%,-3.25%,-6.24%,-5.06%,-6.33%,-5.16%,-10.95%,-20.28%,Upgrade
Total Shareholder Return,9.51%,1.75%,-19.53%,-24.82%,-24.78%,-25.21%,-3.97%,0.08%,-0.24%,0.25%,0.49%,0.65%,0.61%,0.34%,0.03%,0.14%,-8.24%,-14.13%,-19.64%,-27.21%,-19.58%,-15.20%,-11.05%,-5.01%,-3.64%,-2.39%,-45.95%,-28.40%,-97.34%,-101.98%,-42.92%,-58.67%,-3.74%,-1.44%,-3.25%,-6.24%,-5.06%,-6.33%,-5.16%,-10.95%,-20.28%,Upgrade
