Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Market Capitalization,754,961,"1,124","1,052","1,047","1,142","1,225","1,192","1,156","1,239","1,054",847,966,"1,076","1,367","1,225","1,250","1,165","1,146","1,240","1,313","1,156","1,237","1,309","1,195","1,220","1,423","1,149",977,959,837,797,804,798,816,655,716,725,756,668,653,Upgrade
Market Cap Growth,-,-15.78%,-8.29%,-11.75%,-9.42%,-7.85%,16.23%,40.70%,19.73%,15.18%,-22.89%,-30.81%,-22.73%,-7.69%,19.29%,-1.25%,-4.81%,0.76%,-7.34%,-5.20%,9.83%,-5.25%,-13.11%,13.85%,22.39%,27.22%,70.09%,44.15%,21.42%,20.27%,2.51%,21.78%,12.36%,9.99%,8.00%,-2.00%,9.59%,18.96%,32.76%,34.98%,41.92%,Upgrade
Enterprise Value,"1,074","1,281","1,393","1,105","1,312","1,084","1,353","1,041","1,171","1,046","1,010",838,879,"1,504","1,965","1,594","2,074","2,102","2,240","2,186","2,529","2,169","2,316","2,104","2,136","1,947","2,351","1,756","1,745","1,513","1,489","1,262","1,406","1,238","1,301",902,"1,102","1,037","1,209","1,021","1,101",Upgrade
PE Ratio,9.26,11.85,13.22,12.39,12.33,13.14,13.73,12.72,11.96,13.00,13.59,11.35,13.66,15.67,16.73,15.40,15.57,14.05,13.92,18.84,21.06,20.21,23.56,20.08,19.00,20.07,23.99,19.79,17.00,15.99,14.33,13.93,14.24,15.29,15.69,12.21,13.26,13.97,14.86,14.00,17.58,Upgrade
PS Ratio,2.48,3.16,3.68,3.46,3.44,3.74,4.02,3.86,3.76,4.08,3.74,3.05,3.55,3.99,4.80,4.32,4.41,4.07,4.02,4.41,4.72,4.25,4.64,5.03,4.69,4.90,5.81,4.71,4.05,4.01,3.53,3.38,3.42,3.41,3.52,2.80,3.10,3.19,3.36,3.08,3.10,Upgrade
PB Ratio,1.16,1.48,1.82,1.84,1.68,1.74,1.68,1.65,1.59,1.75,1.47,1.19,1.39,1.58,2.07,1.86,1.90,1.80,1.85,2.08,2.23,2.00,2.15,2.22,2.08,2.17,2.60,2.05,1.77,1.78,1.63,1.54,1.60,1.59,1.67,1.34,1.47,1.54,1.66,1.51,1.52,Upgrade
Debt / Equity Ratio,0.60,0.60,0.56,0.27,0.55,0.18,0.26,0.25,0.42,0.46,0.48,0.51,0.56,0.80,1.11,0.75,1.38,1.56,1.90,1.77,2.20,1.87,2.02,1.57,1.77,1.43,1.81,1.40,1.51,1.13,1.38,1.11,1.31,1.00,1.11,0.68,0.96,0.87,1.18,1.00,1.19,Upgrade
Dividend Yield,4.54%,0.91%,0.77%,0.78%,0.79%,0.73%,0.68%,0.67%,0.70%,0.65%,0.76%,0.92%,0.80%,0.72%,0.57%,0.62%,0.61%,0.66%,0.67%,0.59%,0.56%,0.63%,0.58%,0.52%,0.57%,0.56%,0.48%,0.58%,0.68%,0.69%,0.78%,0.79%,0.78%,0.78%,0.76%,0.91%,0.83%,0.82%,0.78%,0.82%,0.84%,Upgrade
Payout Ratio,41.30%,44.40%,43.80%,38.30%,39.30%,35.40%,42.50%,37.00%,34.80%,31.20%,33.30%,31.90%,36.10%,98.10%,37.10%,37.30%,39.40%,36.50%,40.30%,35.00%,33.30%,35.80%,293.80%,39.50%,40.50%,43.30%,45.00%,43.60%,44.40%,46.30%,47.30%,43.30%,36.20%,49.40%,48.80%,43.50%,45.50%,47.10%,41.20%,39.60%,50.00%,Upgrade
Buyback Yield / Dilution,0.44%,0.44%,1.20%,1.67%,2.56%,2.64%,1.82%,1.21%,0.02%,-,0.06%,1.20%,2.66%,2.20%,2.21%,1.18%,-0.18%,-0.35%,-0.49%,-0.58%,-0.67%,-0.74%,-0.98%,-0.99%,-1.06%,-1.08%,-1.04%,-0.67%,-0.34%,-1.20%,-0.94%,-0.60%,-0.77%,-,-0.37%,-2.75%,-2.78%,-2.73%,-2.41%,-18.33%,-18.33%,Upgrade
Total Shareholder Return,4.98%,1.35%,1.97%,2.46%,3.35%,3.37%,2.50%,1.88%,0.71%,0.65%,0.83%,2.11%,3.46%,2.92%,2.78%,1.80%,0.43%,0.31%,0.18%,0.01%,-0.12%,-0.10%,-0.40%,-0.47%,-0.49%,-0.52%,-0.56%,-0.09%,0.33%,-0.51%,-0.15%,0.19%,0.01%,0.78%,0.39%,-1.85%,-1.95%,-1.91%,-1.63%,-17.51%,-17.49%,Upgrade
