Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+26 Quarters
Market Capitalization,438,552,751,693,637,703,802,872,841,824,655,485,568,550,834,791,777,692,671,788,817,766,835,848,838,880,965,778,717,794,725,696,706,706,725,703,702,716,765,707,682,Upgrade
Market Cap Growth,-,-21.47%,-6.29%,-20.54%,-24.27%,-14.73%,22.42%,79.94%,48.17%,49.72%,-21.46%,-38.75%,-26.92%,-20.44%,24.24%,0.39%,-4.84%,-9.66%,-19.59%,-7.04%,-2.53%,-12.99%,-13.50%,8.91%,16.81%,10.87%,33.06%,11.78%,1.60%,12.40%,0.07%,-0.93%,0.54%,-1.30%,-5.21%,-0.57%,2.92%,8.22%,24.70%,9.74%,18.89%,Upgrade
Enterprise Value,"1,359","1,472","1,416","1,158","1,007","1,034","1,197","1,185","1,183","1,355","1,222",816,"1,138","1,220","1,607","1,476","1,492","1,083","1,020","1,187","1,300","1,188","1,263","1,342","1,303","1,340","1,355","1,249","1,148","1,171","1,243","1,130","1,219","1,283","1,435","1,412","1,209","1,162","1,180","1,112","1,075",Upgrade
PE Ratio,7.36,9.40,12.30,10.98,10.25,10.63,11.35,12.89,14.00,16.12,17.71,14.23,14.71,15.28,20.73,19.75,21.59,18.01,16.75,27.73,29.73,30.31,33.71,24.44,24.76,27.15,36.94,33.14,34.35,43.64,37.14,36.94,37.34,35.23,35.77,34.55,33.89,36.55,39.94,40.55,42.04,Upgrade
PS Ratio,2.72,3.43,4.64,4.25,3.92,4.15,4.55,5.06,5.05,5.43,5.10,3.98,4.69,4.67,6.59,6.45,6.64,5.89,5.75,6.62,6.85,6.46,7.01,7.20,7.17,7.58,8.56,7.26,7.12,8.37,8.10,7.92,8.18,8.29,8.61,8.44,8.37,8.63,9.13,8.79,8.80,Upgrade
PB Ratio,0.63,0.79,1.07,1.00,0.89,0.98,1.08,1.18,1.12,1.09,0.87,0.64,0.80,0.78,1.20,1.15,1.14,1.02,1.01,1.20,1.26,1.19,1.31,1.31,1.31,1.40,1.55,1.25,1.17,1.30,1.30,1.25,1.27,1.21,1.22,1.14,1.08,1.05,1.07,0.99,0.95,Upgrade
Debt / Equity Ratio,1.55,1.55,1.01,0.77,0.67,0.65,0.66,0.66,0.71,0.87,0.87,0.90,0.96,1.12,1.32,1.09,1.12,0.70,0.64,0.70,0.83,0.74,0.76,0.93,0.81,0.81,0.78,0.82,0.80,0.81,1.02,0.93,1.06,1.15,1.32,1.26,0.84,0.75,0.67,0.70,0.58,Upgrade
Dividend Yield,5.52%,1.10%,0.80%,0.91%,1.00%,0.91%,0.78%,0.76%,0.79%,0.69%,0.82%,1.21%,0.95%,0.98%,0.62%,0.68%,0.70%,0.72%,0.69%,0.63%,0.60%,0.64%,0.54%,0.46%,0.47%,0.44%,0.37%,0.50%,0.54%,0.43%,0.41%,0.46%,0.47%,0.47%,0.47%,0.51%,0.46%,0.47%,0.43%,0.49%,2.65%,Upgrade
Payout Ratio,40.60%,50.00%,41.90%,35.10%,38.20%,43.30%,38.20%,39.40%,32.50%,28.90%,42.30%,64.70%,47.80%,110.00%,50.00%,39.30%,61.10%,52.60%,45.50%,52.60%,43.50%,43.50%,-250.00%,44.40%,42.10%,36.40%,42.10%,50.00%,50.00%,87.50%,53.80%,63.60%,70.00%,63.60%,70.00%,70.00%,54.50%,60.00%,66.70%,66.70%,387.50%,Upgrade
Buyback Yield / Dilution,4.27%,4.27%,4.51%,4.72%,4.69%,5.46%,0.63%,4.37%,-4.08%,-5.23%,-4.14%,-7.86%,0.98%,1.18%,-1.00%,0.48%,-1.31%,-1.46%,-2.19%,-1.31%,-0.58%,-0.44%,-2.14%,-1.06%,-1.01%,-1.15%,-4.94%,-5.60%,-3.11%,-1.33%,13.71%,11.29%,12.42%,14.35%,10.31%,11.38%,7.99%,4.41%,-0.55%,-3.23%,-2.75%,Upgrade
Total Shareholder Return,9.79%,5.37%,5.31%,5.63%,5.69%,6.37%,1.41%,5.13%,-3.29%,-4.54%,-3.32%,-6.66%,1.93%,2.16%,-0.38%,1.17%,-0.61%,-0.74%,-1.50%,-0.68%,0.03%,0.20%,-1.60%,-0.60%,-0.54%,-0.71%,-4.57%,-5.11%,-2.57%,-0.90%,14.12%,11.75%,12.89%,14.82%,10.78%,11.89%,8.45%,4.87%,-0.12%,-2.73%,-0.10%,Upgrade
