Metrics,Current,2023-01-31,2022-10-31,2022-07-31,2022-04-30,2022-01-31,2021-10-31,2021-07-31,2021-04-30,2021-01-31,2020-10-31,2020-07-31,2020-04-30,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,+47 Quarters
Market Capitalization,"132,123","141,829","128,591","136,690","143,061","162,528","148,158","144,097","135,858","115,148","100,133","98,846","88,115","112,966","116,097","113,579","114,701","109,649","105,829","113,282","110,493","124,470","116,084","110,751","101,720","106,755","90,185","87,991","89,665","73,961","81,961","84,154","95,879","81,615","102,557","106,361","96,260","89,170","97,095","90,057","87,296",Upgrade
Market Cap Growth,-,-12.74%,-13.21%,-5.14%,5.30%,41.15%,47.96%,45.78%,54.18%,1.93%,-13.75%,-12.97%,-23.18%,3.03%,9.70%,0.26%,3.81%,-11.91%,-8.83%,2.29%,8.62%,16.59%,28.72%,25.87%,13.44%,44.34%,10.03%,4.56%,-6.48%,-9.38%,-20.08%,-20.88%,-0.40%,-8.47%,5.62%,18.10%,10.27%,-1.02%,18.37%,22.46%,4.99%,Upgrade
Enterprise Value,"21,107","30,625","18,076","13,802","17,734","30,478","15,886","12,322","14,078","-5,203","1,342",656,"4,532","84,893","88,045","89,553","89,199","69,458","73,854","70,899","75,053","87,037","88,684","82,216","77,797","88,348","75,152","73,853","73,199","60,406","71,016","76,040","93,936","78,296","96,780","102,296","92,894","84,675","90,206","86,487","83,842",Upgrade
PE Ratio,12.14,12.74,11.24,11.24,10.91,12.48,11.46,11.89,11.68,12.62,11.47,11.63,10.85,11.39,11.83,11.53,12.11,11.43,11.18,12.48,12.03,13.52,13.10,12.54,12.20,12.82,11.63,11.09,11.25,10.42,10.81,11.33,12.18,11.19,12.95,13.35,12.31,11.98,12.30,11.56,11.08,Upgrade
PS Ratio,3.48,3.73,3.62,3.64,3.65,4.08,3.70,3.78,3.44,3.14,2.78,2.79,2.70,3.18,3.31,3.28,3.45,3.31,3.26,3.52,3.38,3.69,3.68,3.51,3.43,3.61,3.12,3.12,3.15,2.95,3.04,3.07,3.25,2.94,3.38,3.44,3.32,3.18,3.31,3.13,2.93,Upgrade
PB Ratio,1.65,1.77,1.64,1.71,1.73,1.99,1.86,1.90,1.80,1.65,1.51,1.54,1.46,1.79,1.82,1.81,1.89,1.78,1.74,1.92,1.86,2.12,2.03,1.93,1.89,1.97,1.70,1.67,1.67,1.49,1.73,1.82,2.07,1.87,2.19,2.24,2.10,1.98,2.13,2.00,1.97,Upgrade
Debt / Equity Ratio,0.29,0.29,0.26,0.26,0.26,0.29,0.30,0.30,0.30,0.31,0.33,0.33,0.35,0.33,0.33,0.33,0.31,0.32,0.31,0.32,0.33,0.35,0.35,0.34,0.33,0.33,0.32,0.33,0.35,0.33,0.33,0.34,0.36,0.35,0.37,0.33,0.35,0.34,0.36,0.38,0.40,Upgrade
Dividend Yield,4.05%,0.97%,1.01%,1.31%,0.95%,0.84%,0.84%,0.85%,0.91%,1.05%,1.17%,1.56%,1.75%,2.04%,1.00%,0.98%,0.96%,0.97%,1.03%,0.91%,0.97%,0.85%,0.92%,0.93%,0.94%,0.87%,1.00%,1.02%,1.03%,1.08%,1.07%,1.02%,0.95%,1.08%,0.94%,0.89%,0.96%,0.98%,0.97%,0.97%,1.02%,Upgrade
Payout Ratio,53.00%,57.80%,47.00%,66.00%,40.80%,42.00%,40.40%,36.70%,38.50%,41.10%,48.20%,65.80%,152.30%,88.90%,48.00%,45.60%,46.60%,44.80%,44.50%,44.80%,45.40%,44.90%,49.00%,47.00%,46.70%,41.70%,50.60%,43.40%,48.20%,48.40%,45.60%,46.60%,45.60%,46.90%,47.50%,45.10%,48.00%,48.50%,48.90%,41.10%,49.40%,Upgrade
Buyback Yield / Dilution,2.78%,2.78%,2.38%,1.61%,0.57%,-0.09%,0.43%,0.42%,0.46%,0.48%,0.60%,0.60%,0.60%,0.60%,0.93%,0.93%,0.93%,0.93%,2.19%,2.19%,2.19%,2.19%,-2.91%,-2.91%,-2.91%,-2.91%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,0.30%,0.30%,0.30%,0.30%,-0.48%,-0.48%,-0.48%,Upgrade
Total Shareholder Return,6.82%,3.74%,3.39%,2.92%,1.52%,0.74%,1.27%,1.26%,1.37%,1.53%,1.77%,2.17%,2.36%,2.64%,1.93%,1.92%,1.89%,1.90%,3.21%,3.10%,3.16%,3.04%,-1.99%,-1.98%,-1.97%,-2.04%,0.91%,0.93%,0.95%,0.99%,0.99%,0.93%,0.86%,1.00%,1.23%,1.19%,1.26%,1.27%,0.48%,0.49%,0.53%,Upgrade
