Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Market Capitalization,442,547,686,725,782,937,994,957,965,"1,017",945,645,684,727,"1,191","1,144","1,203","1,198","1,235","1,361","1,377","1,025","1,171","1,274","1,283","1,328","1,377","1,219","1,177","1,155","1,185","1,073","1,038",915,926,898,"1,002",977,770,679,698,Upgrade
Market Cap Growth,-,-41.61%,-31.03%,-24.30%,-18.96%,-7.87%,5.20%,48.30%,41.08%,39.98%,-20.63%,-43.61%,-43.13%,-39.36%,-3.57%,-15.89%,-12.62%,16.90%,5.49%,6.78%,7.33%,-22.82%,-14.95%,4.51%,9.05%,14.97%,16.16%,13.66%,13.39%,26.24%,27.91%,19.49%,3.54%,-6.39%,20.28%,32.25%,43.48%,43.56%,18.22%,4.18%,7.63%,Upgrade
Enterprise Value,"1,859","1,964","1,994","1,480","1,582","1,726","1,620","1,624","1,583","1,774","1,681","1,577","1,677","2,051","2,424","2,296","2,486","2,470","2,494","2,736","2,447","1,839","1,919","2,044","2,011","1,983","2,041","1,780","1,592","1,658","1,693","1,598","1,269","1,464","1,393","1,336","1,379","1,323","1,014",978,859,Upgrade
PE Ratio,10.97,13.62,14.42,11.26,11.58,12.55,13.55,13.37,15.27,17.41,18.44,14.35,15.22,18.13,28.19,27.01,28.55,29.19,35.28,53.34,70.27,62.95,78.19,66.48,68.97,69.60,71.77,69.62,74.36,151.98,162.11,188.80,184.34,77.55,95.44,85.30,98.36,105.28,83.34,91.34,107.35,Upgrade
PS Ratio,2.44,3.02,3.56,3.40,3.59,4.14,4.45,4.33,4.59,5.13,5.15,3.77,4.15,4.56,7.24,6.92,7.28,7.10,7.90,9.46,10.44,8.75,10.30,11.35,11.82,12.60,13.34,12.40,12.38,12.79,13.50,12.71,12.59,11.22,11.63,11.23,12.76,12.82,9.36,8.56,8.93,Upgrade
PB Ratio,0.51,0.63,0.79,0.83,0.88,0.98,1.00,0.94,0.93,0.96,0.87,0.57,0.63,0.68,1.09,1.03,1.07,1.03,1.04,1.10,1.09,1.03,1.18,1.26,1.21,1.21,1.24,1.09,1.02,0.99,1.02,0.92,0.89,1.85,1.88,1.83,2.03,2.07,1.66,1.45,1.49,Upgrade
Debt / Equity Ratio,1.86,1.86,1.59,0.97,1.01,0.89,0.69,0.71,0.66,0.81,0.79,0.96,1.08,1.29,1.16,1.15,1.17,1.15,1.11,1.15,0.94,0.86,0.81,0.80,0.76,0.75,0.63,0.57,0.54,0.53,0.53,0.54,0.49,1.35,1.14,1.15,1.04,1.02,0.85,0.89,0.62,Upgrade
Dividend Yield,6.58%,1.30%,1.04%,1.00%,0.95%,0.82%,0.80%,0.78%,0.80%,0.71%,0.72%,1.07%,0.94%,0.90%,0.49%,0.44%,0.43%,0.45%,1.57%,0.28%,0.28%,0.22%,0.99%,0.19%,0.19%,0.19%,0.12%,0.14%,0.15%,0.16%,0.15%,0.17%,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,72.10%,68.80%,366.70%,44.00%,64.70%,44.00%,42.30%,38.50%,41.70%,45.00%,40.00%,61.50%,47.10%,72.70%,53.80%,46.20%,60.00%,46.20%,175.00%,33.30%,44.40%,42.90%,750.00%,42.90%,60.00%,60.00%,33.30%,40.00%,33.30%,40.00%,50.00%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,7.21%,7.21%,9.72%,11.80%,13.40%,13.48%,15.37%,13.32%,3.71%,0.82%,-2.71%,-1.43%,7.43%,9.13%,10.38%,10.91%,11.12%,-18.52%,-19.73%,-19.41%,-18.93%,10.74%,9.41%,7.64%,7.87%,5.68%,4.92%,3.70%,-0.21%,3.12%,3.12%,3.63%,1.86%,-2.02%,-1.99%,-2.21%,0.25%,0.54%,0.64%,0.48%,0.25%,Upgrade
Total Shareholder Return,13.79%,8.51%,10.76%,12.80%,14.35%,14.29%,16.17%,14.09%,4.51%,1.54%,-1.99%,-0.37%,8.37%,10.03%,10.87%,11.36%,11.55%,-18.08%,-18.16%,-19.13%,-18.64%,10.96%,10.40%,7.83%,8.07%,5.88%,5.05%,3.84%,-0.05%,3.28%,3.27%,3.80%,1.86%,-2.02%,-1.99%,-2.21%,0.25%,0.54%,0.64%,0.48%,0.25%,Upgrade
