Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+50 Quarters
Market Capitalization,"1,219","1,281","1,304","1,199","1,266","1,430","1,527","1,308","1,354","1,382","1,052",760,813,898,"1,427","1,308","1,327","1,243","1,201","1,620","1,557","1,378","1,396","1,377","1,236","1,181","1,262",898,818,788,807,809,853,815,846,785,867,852,840,732,722,Upgrade
Market Cap Growth,-,-10.38%,-14.60%,-8.31%,-6.50%,3.45%,45.24%,72.16%,66.59%,53.86%,-26.28%,-41.93%,-38.76%,-27.74%,18.78%,-19.25%,-14.76%,-9.81%,-13.94%,17.61%,25.94%,16.64%,10.60%,53.47%,51.05%,49.89%,56.39%,10.99%,-4.08%,-3.25%,-4.59%,3.07%,-1.60%,-4.34%,0.66%,7.18%,20.16%,14.97%,20.04%,-0.86%,1.91%,Upgrade
Enterprise Value,"1,290","1,352","1,704","1,298","1,237","1,183","1,453","1,273","1,359","1,221","1,046",735,697,"1,145","1,741","1,498","2,020","1,869","2,009","2,297","2,183","1,978","2,084","2,143","2,055","2,101","2,095","2,227","2,266","2,315","2,330","2,177","2,129","2,011","2,039","1,924","1,824","1,550","1,606","1,407","1,298",Upgrade
PE Ratio,8.59,9.80,10.18,9.42,9.94,11.33,11.05,10.12,11.85,12.74,14.32,10.18,9.90,10.51,13.54,12.40,12.76,11.42,11.17,19.18,19.31,22.03,25.30,19.93,19.01,18.75,21.18,17.35,17.43,16.29,16.09,16.91,17.81,17.57,19.02,17.06,17.57,19.70,20.25,17.87,20.64,Upgrade
PS Ratio,2.98,3.13,3.35,3.11,3.32,3.81,3.95,3.50,3.78,3.94,3.44,2.48,2.60,2.84,4.19,3.87,4.01,3.72,3.66,4.97,4.81,4.40,4.59,4.69,4.43,4.64,5.15,3.89,3.63,3.42,3.44,3.44,3.60,3.45,3.62,3.35,3.67,3.75,3.72,3.29,3.30,Upgrade
PB Ratio,1.00,1.05,1.24,1.17,1.21,1.34,1.38,1.18,1.22,1.27,0.98,0.71,0.76,0.85,1.35,1.26,1.30,1.25,1.23,1.67,1.62,1.53,1.57,1.54,1.41,1.55,1.68,1.19,1.10,1.08,1.12,1.12,1.20,1.14,1.18,1.11,1.20,1.19,1.18,1.03,1.01,Upgrade
Debt / Equity Ratio,0.38,0.38,0.53,0.27,0.26,0.26,0.29,0.27,0.26,0.32,0.33,0.33,0.32,0.36,0.41,0.31,0.77,0.75,0.93,0.79,0.76,0.75,0.90,1.00,1.06,1.37,1.27,1.88,2.08,2.18,2.21,1.99,1.89,1.77,1.77,1.72,1.46,1.10,1.18,1.08,0.93,Upgrade
Dividend Yield,4.09%,0.93%,0.86%,0.94%,0.89%,0.76%,0.72%,0.84%,0.82%,0.77%,1.01%,1.42%,1.33%,1.20%,0.69%,0.75%,0.74%,0.79%,0.74%,0.56%,0.58%,0.57%,0.56%,0.57%,0.63%,0.60%,0.49%,0.69%,0.76%,0.79%,0.77%,0.77%,0.73%,0.78%,0.76%,0.83%,0.76%,0.78%,0.68%,0.79%,0.81%,Upgrade
Payout Ratio,35.00%,40.00%,31.60%,33.30%,36.40%,39.70%,31.10%,31.90%,37.10%,26.80%,42.30%,55.00%,45.80%,220.00%,37.00%,37.00%,35.70%,40.00%,32.10%,36.00%,28.10%,33.30%,200.00%,36.40%,57.10%,44.40%,35.00%,36.80%,50.00%,50.00%,63.60%,50.00%,46.70%,43.80%,77.80%,53.80%,53.80%,53.80%,60.00%,37.50%,100.00%,Upgrade
Buyback Yield / Dilution,-5.80%,-5.80%,1.48%,2.55%,2.12%,2.00%,1.45%,2.31%,1.90%,2.16%,2.18%,0.39%,0.46%,0.35%,0.80%,1.93%,0.91%,-1.13%,-1.75%,-3.11%,-2.34%,-9.68%,-9.81%,-9.68%,-9.45%,-0.16%,-0.05%,-0.05%,0.11%,2.25%,2.98%,4.07%,5.19%,3.89%,3.72%,3.77%,3.86%,4.77%,6.55%,7.58%,6.98%,Upgrade
Total Shareholder Return,-1.71%,-4.86%,2.34%,3.48%,3.01%,2.76%,2.16%,3.15%,2.72%,2.93%,3.18%,1.82%,1.79%,1.55%,1.49%,2.69%,1.65%,-0.34%,-1.01%,-2.55%,-1.76%,-9.11%,-9.25%,-9.11%,-8.82%,0.44%,0.45%,0.64%,0.87%,3.04%,3.75%,4.84%,5.92%,4.67%,4.47%,4.60%,4.62%,5.55%,7.23%,8.37%,7.79%,Upgrade
