Metrics,Current,2023-04-26,2022-11-18,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,+49 Quarters
Market Capitalization,"3,147",-,-,621,634,527,445,474,340,422,281,601,462,925,673,641,608,571,818,746,551,396,328,241,269,259,235,197,94,96,115,76,68,67,55,37,30,15,15,17,14,Upgrade
Market Cap Growth,-,-,-,31.22%,86.26%,24.81%,58.58%,-21.16%,-26.37%,-54.37%,-58.29%,-6.34%,-23.97%,61.93%,-17.74%,-14.03%,10.37%,44.41%,149.09%,209.56%,105.14%,52.91%,39.54%,22.34%,184.35%,169.10%,104.85%,159.43%,39.93%,43.49%,107.43%,107.62%,128.05%,332.83%,280.86%,109.33%,106.09%,37.14%,-3.65%,27.57%,-23.40%,Upgrade
Enterprise Value,-,-,-,-69,-43,-162,-246,-58,-77,68,-232,344,281,666,367,277,378,412,750,623,509,362,128,75,163,219,223,129,77,111,121,53,59,55,2,24,27,17,8,12,-17,Upgrade
PE Ratio,8.68,0,0,3.99,3.89,3.43,11.98,8.81,3.61,4.33,1.95,30.21,2.31,4.61,4.30,8.37,8.34,11.86,15.76,16.11,14.99,10.26,11.85,7.86,10.19,10.87,10.09,9.14,4.60,5.85,6.93,4.97,4.19,5.59,3.85,3.37,3.19,2.47,2.81,2.74,2.39,Upgrade
PS Ratio,0,0,0,1.73,2.06,1.84,1.98,2.18,1.67,2.02,1.50,3.41,3.15,6.53,4.87,6.60,7.26,8.09,12.54,13.93,11.02,7.84,8.57,6.24,8.20,8.79,7.17,6.40,3.91,4.51,4.94,4.28,3.53,4.02,3.20,2.20,2.08,1.18,1.18,1.27,1.43,Upgrade
PB Ratio,0,0,0,0.47,0.55,0.52,0.50,0.61,0.51,0.69,0.51,1.22,1.27,2.92,2.44,2.47,2.79,2.85,4.23,4.39,3.62,3.88,3.46,2.74,3.34,3.50,3.44,3.14,1.65,1.84,2.37,1.71,1.67,1.84,1.65,1.22,1.13,0.65,0.65,0.83,0.74,Upgrade
Debt / Equity Ratio,0,0,0,4.56,0,0,0,0,5.10,5.31,5.14,4.99,6.77,7.78,8.74,8.45,9.23,8.13,6.30,7.68,6.80,9.75,10.66,10.90,9.66,10.72,10.40,10.17,9.31,9.95,9.38,9.47,9.75,10.43,10.53,10.97,11.51,11.83,11.65,12.03,11.96,Upgrade
Asset Turnover,0,0,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,Upgrade,
Return on Equity (ROE),0.00%,0.00%,2.97%,3.53%,3.78%,1.04%,1.73%,3.52%,3.99%,6.57%,1.01%,13.73%,15.79%,14.19%,7.36%,8.35%,6.00%,6.71%,6.81%,6.04%,9.46%,7.29%,8.71%,8.20%,8.06%,8.52%,8.59%,8.97%,7.87%,8.55%,8.61%,9.94%,8.22%,10.68%,9.02%,8.87%,6.57%,5.78%,7.56%,7.71%,Upgrade,
Return on Assets (ROA),0.00%,0.00%,0.53%,0.64%,0.66%,0.18%,0.29%,0.57%,0.63%,1.07%,0.17%,1.76%,1.79%,1.45%,0.78%,0.81%,0.66%,0.92%,0.78%,0.77%,0.88%,0.63%,0.73%,0.77%,0.69%,0.75%,0.77%,0.87%,0.72%,0.82%,0.82%,0.93%,0.72%,0.93%,0.75%,0.71%,0.51%,0.46%,0.58%,0.59%,Upgrade,
Return on Capital (ROIC),0.00%,0.00%,4.40%,3.67%,4.16%,2.37%,1.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade,
Earnings Yield,-0.23%,-,-,6.26%,6.42%,7.30%,2.09%,2.84%,6.93%,5.78%,12.83%,0.83%,10.84%,5.42%,5.81%,2.99%,3.00%,2.11%,1.59%,1.55%,1.67%,2.44%,2.11%,3.18%,2.45%,2.30%,2.48%,2.73%,5.44%,4.27%,3.61%,5.03%,5.97%,4.48%,6.49%,7.42%,7.83%,10.11%,8.90%,9.12%,10.46%,Upgrade
FCF Yield,2.24%,0.00%,0.00%,-,-,-,-,0.00%,0.00%,0.00%,-,-,-,-,10.47%,50.53%,11.46%,10.12%,-11.53%,8.74%,1.48%,-15.11%,-6.51%,42.80%,-10.28%,11.49%,-0.40%,22.68%,18.38%,21.94%,-16.28%,27.32%,-10.06%,11.71%,17.00%,25.94%,37.74%,-38.69%,-4.82%,2.12%,34.78%,Upgrade
Dividend Yield,-,-,-,-,-,-,0.00%,0.00%,0.00%,-,-,-,-,0.00%,0.28%,0.05%,0.00%,0.00%,0.05%,0.07%,0.00%,0.00%,0.11%,0.02%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,Upgrade,
Payout Ratio,0.00%,0.00%,-,-,-,-,-,0.00%,0.00%,0.00%,-,-,-,-,0.00%,9.41%,1.71%,0.00%,0.00%,3.34%,4.21%,0.00%,0.00%,3.36%,0.74%,0.00%,0.00%,2.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.75%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-,-0.10%,-3.36%,-3.41%,-3.29%,-3.21%,-0.03%,0.13%,-0.07%,0.12%,0.04%,-0.08%,0.11%,-0.35%,-1.17%,-9.73%,-9.85%,-9.47%,-8.46%,0.00%,-,-,-,-,-,-,-,-,-,-3.11%,-4.74%,-4.74%,-4.74%,-1.58%,-,-,-,-,-,-,Upgrade,
Total Shareholder Return,-,-0.10%,-3.36%,-3.41%,-3.29%,-3.21%,-0.03%,0.13%,-0.07%,0.12%,0.04%,-0.08%,0.11%,-0.35%,-0.89%,-9.68%,-9.85%,-9.47%,-8.41%,0.07%,-,-,0.11%,0.02%,-,-,0.08%,-,-,-3.11%,-4.74%,-4.74%,-4.74%,-1.58%,-,0.29%,-,-,0.00%,0.00%,Upgrade,
