Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+49 Quarters
Market Capitalization,"2,700","2,800","4,035","4,072","4,168","4,708","5,131","4,676","4,496","4,449","3,314","2,354","2,481","2,277","3,370","3,169","3,230","3,141","3,041","3,552","3,816","3,623","3,586","3,725","3,732","3,751","3,822","2,945","2,633","2,557","2,295","2,506","2,610","2,420","2,588","2,482","2,880","2,927","2,903","2,208","2,257",Upgrade
Market Cap Growth,-,-40.53%,-21.36%,-12.92%,-7.29%,5.83%,54.86%,98.66%,81.16%,95.40%,-1.66%,-25.72%,-23.17%,-27.53%,10.81%,-10.78%,-15.36%,-13.29%,-15.21%,-4.66%,2.25%,-3.42%,-6.17%,26.51%,41.74%,46.69%,66.57%,17.52%,0.88%,5.69%,-11.34%,0.95%,-9.39%,-17.33%,-10.83%,12.42%,27.63%,47.20%,63.14%,11.77%,8.67%,Upgrade
Enterprise Value,"4,081","4,181","4,000","3,912","3,860",-213,"-1,831",189,874,"1,601",708,"1,411","1,006","2,070","2,060","3,767","3,444","2,939","2,323","3,599","4,997","3,978","2,990","4,826","4,799","5,273","4,294","3,989","3,580","3,431","3,049","2,651","3,192","2,903","2,520","2,753","3,515","3,433","1,789","1,724","3,329",Upgrade
PE Ratio,6.47,6.70,9.35,9.93,10.01,12.85,14.54,10.85,10.98,11.63,11.57,11.97,13.34,12.48,13.83,15.65,16.31,15.99,15.55,12.59,14.01,13.95,14.51,20.92,21.71,22.52,24.07,20.24,20.89,21.54,19.77,22.10,20.62,18.47,21.45,19.33,22.65,23.90,21.67,18.34,20.14,Upgrade
PS Ratio,1.88,1.95,2.82,2.93,3.04,3.64,4.06,3.44,3.41,3.46,2.85,2.30,2.47,2.30,3.17,3.19,3.32,3.28,3.23,3.63,3.95,3.79,3.81,4.06,4.15,4.25,4.42,3.74,3.34,3.26,2.99,2.97,3.12,2.88,3.11,2.93,3.44,3.60,3.59,2.85,2.98,Upgrade
PB Ratio,0.96,1.00,1.51,1.61,1.58,1.71,1.63,1.50,1.46,1.50,1.10,0.83,0.89,0.86,1.29,1.24,1.30,1.34,1.37,1.61,1.73,1.67,1.64,1.77,1.80,1.87,1.95,1.45,1.32,1.31,1.21,1.32,1.41,1.44,1.58,1.54,1.80,1.90,1.93,1.51,1.84,Upgrade
Debt / Equity Ratio,1.90,1.90,0.98,1.07,1.11,1.13,1.12,0.89,0.99,1.02,0.86,0.78,0.74,0.76,0.75,0.73,0.73,0.67,0.72,0.58,0.79,0.66,0.61,0.92,0.95,1.23,0.99,1.04,0.94,0.91,1.01,0.75,1.00,1.03,1.24,1.06,1.01,1.28,1.05,1.05,1.76,Upgrade
Dividend Yield,2.69%,0.66%,0.46%,0.44%,0.43%,0.38%,0.35%,0.39%,0.35%,0.35%,0.47%,0.63%,0.60%,0.66%,0.45%,0.46%,0.46%,0.47%,0.49%,0.41%,0.38%,0.40%,0.38%,0.34%,0.34%,0.34%,0.33%,0.41%,0.46%,0.47%,0.52%,0.46%,0.42%,0.44%,0.41%,0.41%,0.35%,0.35%,0.36%,0.40%,0.38%,Upgrade
Payout Ratio,17.30%,19.90%,18.40%,20.30%,13.00%,16.90%,22.80%,18.90%,17.70%,16.60%,9.80%,20.40%,24.60%,-442.90%,22.80%,23.40%,25.60%,25.20%,56.60%,24.80%,25.90%,25.20%,12.10%,26.00%,29.30%,28.30%,29.00%,28.50%,31.80%,32.70%,40.20%,51.10%,36.20%,31.30%,39.20%,28.50%,29.20%,43.30%,28.80%,25.30%,28.70%,Upgrade
Buyback Yield / Dilution,0.18%,0.18%,0.33%,0.19%,0.05%,-0.64%,-1.37%,-1.40%,-1.29%,0.35%,1.80%,2.09%,1.96%,0.63%,0.04%,1.63%,1.93%,1.84%,1.24%,-0.16%,-0.32%,-0.18%,-0.44%,-1.11%,-1.42%,-1.66%,-1.11%,-0.51%,-5.45%,-7.88%,-7.81%,-7.91%,-2.62%,-0.12%,2.73%,-11.65%,-13.65%,-13.79%,-12.52%,-1.54%,0.17%,Upgrade
Total Shareholder Return,2.87%,0.84%,0.79%,0.64%,0.48%,-0.26%,-1.01%,-1.02%,-0.94%,0.70%,2.26%,2.73%,2.56%,1.29%,0.50%,2.10%,2.39%,2.31%,1.72%,0.25%,0.06%,0.22%,-0.06%,-0.77%,-1.08%,-1.32%,-0.78%,-0.10%,-4.99%,-7.41%,-7.29%,-7.45%,-2.20%,0.32%,3.14%,-11.24%,-13.29%,-13.44%,-12.16%,-1.14%,0.55%,Upgrade
