Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+44 Quarters
Market Capitalization,"356,845","346,418","334,328","274,779","306,850","349,331","353,053","343,082","361,822","353,687","355,843","338,529","296,806","242,794","301,237","275,524","270,223","241,550","194,837","231,170","205,161","184,161","160,239","150,363","130,180","121,234","112,503","111,717","96,782","104,965","109,313","102,025","106,589","99,215","99,330","85,597","85,842","88,635","100,571","81,154","69,841",Upgrade
Market Cap Growth,-,-0.83%,-5.30%,-19.91%,-15.19%,-1.23%,-0.78%,1.34%,21.91%,45.67%,18.13%,22.87%,9.84%,0.51%,54.61%,19.19%,31.71%,31.16%,21.59%,53.74%,57.60%,51.91%,42.43%,34.59%,34.51%,15.50%,2.92%,9.50%,-9.20%,5.80%,10.05%,19.19%,24.17%,11.94%,-1.23%,5.48%,22.91%,33.42%,64.74%,44.03%,28.48%,Upgrade
Enterprise Value,"364,486","353,410","339,375","279,737","313,351","354,919","357,187","348,195","367,155","358,063","356,223","338,910","296,229","243,058","300,718","276,234","270,468","239,631","191,713","228,001","202,282","181,397","156,796","147,307","127,554","117,806","108,357","107,067","92,705","101,153","104,948","97,540","102,007","93,961","93,499","79,819","80,704","82,654","93,365","74,269","63,911",Upgrade
PE Ratio,37.99,35.86,33.67,28.09,31.64,36.81,40.64,42.39,50.31,54.03,55.51,50.33,40.54,30.54,37.11,39.83,40.28,38.78,33.25,44.57,43.49,42.57,40.93,32.54,29.76,29.00,27.72,27.82,25.41,28.01,28.71,27.43,28.37,26.34,27.46,24.89,25.99,27.53,32.28,26.20,23.35,Upgrade
PS Ratio,15.67,15.18,15.04,12.70,14.71,17.56,18.70,19.29,21.74,22.90,23.26,21.71,18.29,14.28,17.84,16.93,17.20,15.83,13.03,15.99,14.70,13.80,12.82,12.59,11.40,10.96,10.44,10.60,9.50,10.62,11.31,10.67,11.20,10.45,10.52,9.38,9.70,10.33,12.10,10.00,8.94,Upgrade
PB Ratio,67.07,64.99,53.09,43.20,49.73,49.66,48.28,51.18,56.17,55.90,55.68,58.41,45.87,44.98,51.12,55.67,53.96,46.74,36.11,40.03,39.03,32.29,29.31,23.34,22.25,21.61,19.89,17.96,16.58,19.16,18.13,16.28,16.64,15.75,14.63,13.17,13.70,13.50,13.44,10.60,9.95,Upgrade
Debt / Equity Ratio,2.92,2.92,2.23,2.28,2.35,2.08,1.90,2.07,2.16,2.19,1.98,2.17,1.93,2.31,1.45,1.56,1.56,1.22,1.17,1.10,1.11,1.13,0.99,0.84,0.91,0.93,0.92,0.53,0.57,0.61,0.54,0.24,0.23,0.24,0.22,0.23,0.24,0.23,-,-,-,Upgrade
Current Ratio,1.20,1.20,1.17,1.25,1.26,1.34,1.29,1.33,1.34,1.43,1.61,1.86,1.95,1.87,1.42,1.39,1.49,1.41,1.40,1.55,1.51,1.64,1.57,1.66,1.65,1.82,1.84,1.65,1.70,1.65,1.75,1.62,1.58,1.74,1.77,1.87,1.83,1.89,1.82,1.95,2.07,Upgrade
Dividend Yield,0.56%,0.16%,0.14%,0.17%,0.16%,0.14%,0.12%,0.13%,0.12%,0.12%,0.11%,0.12%,0.14%,0.17%,0.11%,0.12%,0.13%,0.14%,0.13%,0.11%,0.13%,0.14%,0.15%,0.16%,0.18%,0.20%,0.18%,0.19%,0.22%,0.20%,0.17%,0.18%,0.17%,0.19%,0.13%,0.15%,0.15%,0.15%,0.07%,0.09%,0.10%,Upgrade
Payout Ratio,20.30%,23.00%,18.60%,18.90%,20.90%,18.20%,18.20%,18.00%,21.10%,23.90%,22.30%,26.50%,28.40%,23.80%,15.90%,15.90%,16.40%,18.20%,28.40%,13.70%,16.70%,17.60%,100.00%,16.40%,20.00%,22.00%,22.10%,17.60%,21.30%,22.10%,20.30%,18.60%,19.80%,18.00%,15.70%,12.50%,13.80%,15.10%,11.50%,8.20%,8.60%,Upgrade
Buyback Yield / Dilution,2.55%,2.55%,2.43%,2.22%,2.01%,1.70%,1.40%,1.49%,1.39%,1.19%,1.28%,1.37%,1.66%,2.13%,2.41%,2.30%,2.29%,2.37%,2.35%,2.34%,2.42%,2.31%,2.66%,2.82%,2.36%,2.70%,3.45%,3.00%,3.51%,3.47%,2.50%,2.33%,2.40%,3.11%,3.57%,4.05%,3.94%,3.33%,3.91%,3.28%,3.41%,Upgrade
Total Shareholder Return,3.11%,2.71%,2.58%,2.39%,2.17%,1.84%,1.52%,1.62%,1.51%,1.31%,1.40%,1.49%,1.79%,2.30%,2.52%,2.42%,2.41%,2.51%,2.49%,2.45%,2.55%,2.45%,2.80%,2.98%,2.54%,2.89%,3.63%,3.19%,3.72%,3.67%,2.67%,2.51%,2.57%,3.30%,3.70%,4.20%,4.09%,3.48%,3.99%,3.37%,3.52%,Upgrade
