Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Market Capitalization,"5,553","5,617","6,636","6,082","6,293","6,394","6,664","6,610","6,673","6,960","6,420","4,803","5,502","4,571","4,917","4,877","4,614","4,824","4,351","4,843","4,775","5,072","4,869","4,567","4,464","4,843","4,988","3,814","3,547","3,241","3,352","3,440","4,044","3,675","3,862","3,988","4,365","4,380","4,181","3,732","3,122",Upgrade
Market Cap Growth,-,-12.15%,-0.41%,-7.99%,-5.69%,-8.13%,3.80%,37.64%,21.28%,52.24%,30.56%,-1.53%,19.24%,-5.23%,13.01%,0.70%,-3.36%,-4.89%,-10.63%,6.04%,6.96%,4.72%,-2.38%,19.76%,25.84%,49.42%,48.81%,10.87%,-12.29%,-11.81%,-13.22%,-13.74%,-7.35%,-16.10%,-7.61%,6.86%,39.84%,62.17%,76.40%,56.21%,56.52%,Upgrade
Enterprise Value,"8,947","9,011","8,490","7,099","6,681","5,274","4,564","5,995","6,046","5,380","5,466","4,223","5,763","5,998","6,150","5,369","5,566","5,467","5,256","6,347","6,047","5,988","5,306","5,559","5,523","6,124","5,861","4,216","4,140","3,403","3,594","4,235","4,911","3,971","3,676","4,472","4,608","4,544","4,299","4,583","4,218",Upgrade
PE Ratio,10.21,10.66,12.65,11.85,12.43,12.58,12.83,12.48,12.57,13.10,12.14,10.05,12.81,12.00,14.79,14.79,13.96,14.62,13.52,15.85,16.41,18.25,17.89,16.68,16.26,17.67,18.17,13.81,12.76,11.50,11.69,11.68,13.47,12.09,12.99,14.13,16.73,18.31,18.88,18.05,15.80,Upgrade
PS Ratio,4.80,4.86,5.77,5.35,5.60,5.71,5.88,5.76,5.82,6.10,5.62,4.31,5.42,4.95,6.03,6.63,6.26,6.52,5.97,6.66,6.64,7.14,6.77,6.37,6.19,6.68,6.86,5.23,4.86,4.40,4.51,4.52,5.19,4.64,4.99,5.42,6.43,7.07,7.25,6.87,5.91,Upgrade
PB Ratio,0.82,0.83,0.99,0.92,0.97,0.98,1.04,1.04,1.06,1.12,1.05,0.80,0.93,0.78,0.82,1.18,1.12,1.17,1.07,1.21,1.21,1.31,1.27,1.21,1.20,1.31,1.37,1.06,1.00,0.93,0.97,1.01,1.21,1.11,1.19,1.25,1.40,1.54,1.50,1.56,1.33,Upgrade
Debt / Equity Ratio,0.56,0.56,0.34,0.24,0.12,0.07,0.07,0.07,0.07,0.06,0.06,0.08,0.10,0.31,0.30,0.22,0.30,0.23,0.32,0.45,0.39,0.30,0.22,0.34,0.37,0.44,0.36,0.21,0.26,0.14,0.23,0.32,0.36,0.20,0.15,0.26,0.24,0.18,0.18,0.47,0.57,Upgrade
Dividend Yield,3.63%,0.89%,0.76%,0.78%,0.76%,0.75%,0.72%,0.69%,0.68%,0.65%,0.71%,0.89%,0.77%,0.95%,0.64%,0.58%,0.62%,0.59%,0.66%,0.52%,0.53%,0.50%,0.51%,0.52%,0.53%,0.49%,0.47%,0.55%,0.59%,0.65%,0.63%,0.56%,0.47%,0.52%,0.49%,0.42%,0.38%,0.36%,0.38%,0.35%,0.42%,Upgrade
Payout Ratio,37.10%,40.10%,36.40%,34.90%,37.10%,39.10%,38.00%,35.30%,34.80%,34.00%,33.10%,32.90%,32.60%,33.10%,47.40%,34.50%,34.70%,34.70%,34.50%,30.50%,30.80%,33.60%,37.10%,34.70%,34.30%,34.30%,34.30%,30.30%,30.60%,30.60%,30.00%,27.00%,26.50%,26.00%,24.40%,21.80%,22.20%,23.80%,24.50%,23.40%,24.70%,Upgrade
Buyback Yield / Dilution,0.92%,0.92%,0.93%,1.85%,0.81%,0.83%,0.43%,-0.29%,-0.30%,1.91%,-35.33%,-34.19%,-32.63%,-35.64%,2.07%,1.12%,-0.02%,-0.02%,-0.51%,-0.51%,-0.51%,-0.51%,-0.00%,-0.01%,0.12%,0.57%,0.78%,0.80%,0.68%,0.23%,-0.37%,-0.42%,-0.45%,-5.76%,-5.79%,-15.59%,-15.69%,-16.18%,-16.88%,-7.66%,-27.03%,Upgrade
Total Shareholder Return,4.56%,1.82%,1.69%,2.63%,1.58%,1.58%,1.14%,0.40%,0.38%,2.57%,-34.62%,-33.30%,-31.86%,-34.69%,2.71%,1.70%,0.60%,0.57%,0.15%,0.01%,0.01%,-0.01%,0.51%,0.51%,0.65%,1.05%,1.25%,1.35%,1.27%,0.87%,0.25%,0.14%,0.02%,-5.24%,-5.29%,-15.17%,-15.31%,-15.82%,-16.50%,-7.31%,-26.60%,Upgrade
