Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Market Capitalization,"6,737","7,826","9,288","9,461","9,196","11,214","11,165","11,001","10,170","10,448","7,179","4,632","5,127","3,748","7,092","6,446","6,807","6,963","6,310","8,748","9,447","9,040","8,793","8,637","8,464","7,440","7,328","5,290","4,925","4,674","5,981","5,527","6,447","5,809","5,557","4,875","5,017","5,227","4,818","4,401","3,745",Upgrade
Market Cap Growth,-,-30.21%,-16.81%,-14.00%,-9.58%,7.33%,55.53%,137.49%,98.35%,178.72%,1.22%,-28.14%,-24.68%,-46.16%,12.39%,-26.31%,-27.95%,-22.98%,-28.23%,1.28%,11.62%,21.49%,19.99%,63.28%,71.84%,59.17%,22.53%,-4.28%,-23.60%,-19.54%,7.62%,13.36%,28.50%,11.14%,15.34%,10.78%,33.98%,45.32%,59.77%,46.81%,10.41%,Upgrade
Enterprise Value,"5,370","6,646","5,932","7,458","7,024","6,885","7,023","5,801","3,853","5,994","3,279","2,174","2,955","1,800","4,670","4,351","4,120","3,743","3,518","6,717","7,384","6,817","6,765","7,070","5,988","5,502","6,044","4,373","4,079","3,140","5,545","4,334","5,507","5,157","5,855","5,137","5,356","4,926","5,459","4,602","4,162",Upgrade
PE Ratio,5.43,6.45,8.23,9.38,9.79,12.38,12.79,13.43,13.50,16.64,12.64,7.83,8.49,5.72,10.52,9.78,10.33,10.23,8.97,14.21,16.38,17.29,17.39,16.25,16.63,15.07,16.98,12.82,12.42,11.92,15.55,14.23,16.70,15.63,16.07,15.03,16.41,17.80,16.62,15.39,13.27,Upgrade
PS Ratio,2.70,3.23,4.09,4.48,4.62,5.86,6.03,6.26,6.17,7.04,5.12,3.23,3.54,2.41,4.46,4.12,4.34,4.52,4.10,5.87,6.54,6.47,6.30,6.36,6.45,5.83,6.17,4.52,4.23,4.12,5.34,5.14,6.20,5.70,5.67,5.11,5.50,5.98,5.73,5.29,4.52,Upgrade
PB Ratio,1.04,1.24,1.55,1.67,1.64,1.97,1.91,1.93,1.83,1.98,1.36,0.90,1.03,0.77,1.41,1.32,1.44,1.52,1.43,2.06,2.30,2.27,2.29,2.28,2.31,2.09,2.14,1.57,1.49,1.45,1.92,1.80,2.15,1.98,1.95,1.76,1.86,1.99,2.04,1.90,1.66,Upgrade
Debt / Equity Ratio,0.76,0.76,0.04,0.14,0.08,0.06,0.09,0.09,0.09,0.17,0.18,0.54,0.58,0.29,0.21,0.23,0.23,0.15,0.13,0.14,0.14,0.14,0.14,0.15,0.16,0.21,0.27,0.22,0.23,0.23,0.39,0.22,0.31,0.42,0.47,0.50,0.59,0.60,0.65,0.66,0.65,Upgrade
Dividend Yield,3.69%,0.87%,0.61%,0.60%,0.62%,0.51%,0.42%,0.43%,0.46%,0.45%,0.55%,0.84%,0.76%,1.07%,0.57%,0.62%,0.59%,0.48%,0.53%,0.38%,0.31%,0.32%,0.33%,0.34%,0.34%,0.39%,0.40%,0.55%,0.59%,0.62%,0.48%,0.52%,0.45%,0.50%,0.47%,0.53%,0.52%,0.49%,0.43%,0.47%,0.55%,Upgrade
Payout Ratio,19.50%,21.10%,16.70%,19.00%,21.90%,24.00%,21.40%,20.80%,20.90%,22.80%,23.70%,24.30%,39.30%,27.50%,21.30%,23.30%,26.70%,20.40%,19.20%,19.50%,16.80%,15.50%,33.90%,21.70%,24.40%,16.90%,26.00%,26.30%,27.80%,26.70%,31.70%,30.80%,29.00%,28.60%,26.90%,28.10%,30.50%,34.60%,27.80%,28.30%,28.80%,Upgrade
Buyback Yield / Dilution,0.91%,0.91%,0.87%,0.79%,0.47%,-0.27%,-0.48%,-0.77%,-0.86%,1.68%,2.55%,2.79%,2.89%,0.44%,-0.17%,0.04%,0.03%,0.01%,-0.07%,-0.20%,-0.24%,-0.14%,-0.46%,-0.44%,-0.46%,-0.64%,-0.54%,-0.45%,-0.41%,-0.31%,-0.36%,-0.54%,-0.55%,-1.20%,-4.66%,-4.61%,-4.26%,0.62%,4.74%,5.43%,6.75%,Upgrade
Total Shareholder Return,4.71%,1.79%,1.48%,1.39%,1.09%,0.25%,-0.06%,-0.35%,-0.39%,2.13%,3.10%,3.63%,3.65%,1.50%,0.40%,0.66%,0.62%,0.49%,0.47%,0.18%,0.07%,0.18%,-0.13%,-0.11%,-0.11%,-0.25%,-0.15%,0.10%,0.18%,0.31%,0.12%,-0.02%,-0.10%,-0.71%,-4.20%,-4.08%,-3.75%,1.11%,5.17%,5.90%,7.30%,Upgrade
