Metrics,Current,2023-02-28,2022-11-30,2022-08-31,2022-05-31,2022-02-28,2021-11-30,2021-08-31,2021-05-31,2021-02-28,2020-11-30,2020-08-31,2020-05-31,2020-02-29,2019-11-30,2019-08-31,2019-05-31,2019-02-28,2018-11-30,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"6,998","8,547","8,699","7,459","7,908","8,596","9,228","9,131","7,935","7,291","5,806","4,677","3,938","5,675","6,267","5,592","5,263","6,197","7,059","7,320","7,835","8,098","9,438","9,056","9,413","9,355","8,371","6,862","6,279","5,857","6,301","7,427","8,902","8,173","8,260","8,786","9,664","10,196","10,331","9,927","9,551",Upgrade
Market Cap Growth,-,-0.57%,-5.73%,-18.30%,-0.34%,17.89%,58.94%,95.24%,101.49%,28.47%,-7.36%,-16.37%,-25.16%,-8.42%,-11.22%,-23.61%,-32.83%,-23.47%,-25.20%,-19.17%,-16.76%,-13.44%,12.75%,31.97%,49.91%,59.71%,32.84%,-7.61%,-29.47%,-28.33%,-23.72%,-15.46%,-7.88%,-19.84%,-20.04%,-11.50%,1.18%,51.97%,77.55%,78.41%,83.59%,Upgrade
Enterprise Value,"29,996","31,653","28,422","28,006","32,670","36,364","29,554","33,337","31,643","31,820","27,470","26,717","26,684","29,111","27,785","18,156","18,358","18,968","19,275","20,975","20,843","20,623","21,596","21,011","21,740","21,162","19,430","19,258","19,395","19,787","20,498","22,644","23,853","22,706","20,456","21,209","22,907","22,194","22,014","20,551","20,340",Upgrade
PE Ratio,12.55,14.65,11.19,7.76,6.74,6.09,5.53,5.53,5.13,5.89,7.54,7.11,9.80,5.52,6.53,-,-,-,-,9.49,11.56,773.56,56.39,15.72,14.91,14.84,66.47,154.68,-22.17,-18.08,22.54,34.67,20.14,16.65,40.43,39.47,56.54,64.35,27.98,12.18,10.40,Upgrade
PS Ratio,1.25,1.55,1.46,1.20,1.19,1.19,1.15,1.13,1.02,1.05,0.99,0.89,0.88,1.27,1.61,-,-,-,-,1.82,2.11,2.21,2.32,30.13,4.44,2.41,2.76,0.70,0.66,0.60,0.58,0.67,0.76,0.70,0.72,0.75,0.86,0.92,0.99,0.97,0.97,Upgrade
PB Ratio,0.71,0.88,0.85,0.73,0.77,0.82,0.87,0.88,0.79,0.75,0.62,0.50,0.42,0.61,0.65,0.56,0.53,0.62,0.70,0.69,0.74,0.79,0.93,0.87,0.90,0.90,0.83,0.68,0.62,0.58,0.61,0.72,0.84,0.77,0.80,0.85,0.93,1.00,1.02,0.98,0.95,Upgrade
Debt / Equity Ratio,3.24,3.24,2.97,3.01,3.32,3.54,3.04,3.29,3.28,3.47,3.33,3.34,3.25,3.30,3.13,1.92,1.93,1.92,1.81,1.83,1.75,1.80,1.78,1.71,1.71,1.61,1.55,1.66,1.68,1.71,1.79,1.90,1.96,1.99,1.93,1.92,2.00,1.90,1.90,1.83,1.74,Upgrade
Dividend Yield,4.00%,0.79%,0.79%,0.93%,0.91%,0.84%,0.67%,0.68%,0.62%,0.69%,0.66%,0.86%,1.02%,0.76%,6.69%,0.67%,0.71%,0.62%,0.57%,0.57%,0.44%,0.44%,0.38%,0.40%,0.24%,0.24%,0.27%,0.33%,0.36%,0.38%,0.36%,0.31%,0.26%,0.28%,0.28%,0.26%,0.24%,0.22%,0.22%,0.23%,0.24%,Upgrade
Payout Ratio,49.80%,53.60%,50.80%,37.50%,65.20%,23.80%,20.20%,16.20%,15.00%,9.20%,13.60%,13.90%,93.80%,40.50%,222.10%,78.10%,5.80%,89.30%,-,22.30%,4.90%,29.40%,-13.50%,37.00%,39.40%,8.30%,16.80%,15.10%,41.30%,-10.30%,41.30%,-13.40%,155.00%,6.30%,-315.00%,44.30%,36.50%,24.80%,-620.00%,620.00%,44.30%,Upgrade
Buyback Yield / Dilution,6.49%,6.49%,6.75%,5.90%,3.02%,3.67%,3.87%,7.35%,8.13%,12.80%,14.82%,11.13%,9.74%,5.81%,7.18%,10.00%,13.56%,14.19%,9.32%,7.06%,4.25%,0.99%,1.04%,0.49%,0.69%,0.67%,0.64%,1.69%,1.18%,1.20%,1.65%,0.52%,0.52%,-0.69%,-1.07%,-1.13%,-1.18%,-48.88%,-49.04%,-49.00%,-48.93%,Upgrade
Total Shareholder Return,10.56%,7.28%,7.54%,6.84%,3.93%,4.51%,4.53%,8.02%,8.75%,13.49%,15.48%,11.98%,10.76%,6.58%,13.88%,10.67%,14.27%,14.80%,9.89%,7.62%,4.69%,1.43%,1.42%,0.88%,0.93%,0.91%,0.91%,2.02%,1.54%,1.58%,2.01%,0.83%,0.77%,-0.41%,-0.79%,-0.87%,-0.95%,-48.66%,-48.83%,-48.77%,-48.69%,Upgrade
