Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,029","1,028",906,674,"1,289","1,440","2,026","1,820","1,804","1,746","1,516","1,194","1,206","1,279","2,257","2,408","2,525","2,400","2,279","2,143","1,971","1,823","1,830","1,854","1,830","2,035","1,975","1,695","1,570","1,585","1,668","1,580","1,556","1,290","1,425","1,308","1,338","1,215","1,238","1,144","1,152",Upgrade
Market Cap Growth,-,-28.63%,-55.28%,-62.94%,-28.57%,-17.53%,33.70%,52.49%,49.53%,36.59%,-32.84%,-50.44%,-52.23%,-46.73%,-0.98%,12.39%,28.15%,31.65%,24.56%,15.60%,7.72%,-10.42%,-7.34%,9.34%,16.56%,28.44%,18.39%,7.27%,0.88%,22.84%,17.08%,20.79%,16.32%,6.14%,15.10%,14.39%,16.08%,18.55%,46.70%,39.77%,52.63%,Upgrade
Enterprise Value,"1,456","1,454","1,321","1,095","1,644","1,811","2,434","2,176","2,165","2,176","1,921","1,448","1,697","1,799","2,803","2,962","3,048","2,956","2,720","2,605","2,425","2,232","2,234","2,199","2,193","2,421","2,256","1,941","1,818","1,830","1,914","1,858","1,823","1,575","1,722","1,616","1,605","1,469","1,484","1,404","1,451",Upgrade
PE Ratio,-4.70,-4.70,-4.88,-3.52,-10.68,-41.62,-533.28,16.46,27.46,-256.83,-25.82,-7.27,-7.35,-9.84,-160.05,53.88,22.88,19.45,39.99,15.75,57.62,47.48,36.38,34.14,10.71,13.07,13.46,10.94,11.62,12.00,10.22,8.70,8.14,6.39,7.78,7.64,8.49,8.07,8.64,12.61,15.76,Upgrade
PS Ratio,0.62,0.61,0.52,0.36,0.65,0.69,0.95,0.86,0.87,0.88,0.80,0.65,0.65,0.68,1.15,1.28,1.33,1.28,1.27,1.16,1.10,1.02,1.03,1.08,1.08,1.25,1.25,1.10,1.04,1.06,1.11,1.01,1.00,0.83,0.93,0.86,0.89,0.81,0.84,0.82,0.83,Upgrade
PB Ratio,0.83,0.83,0.74,0.51,0.88,0.89,1.17,0.96,0.95,0.96,0.82,0.64,0.70,0.78,1.28,1.27,1.31,1.28,1.31,1.18,1.10,1.02,1.01,1.02,0.97,1.11,1.10,0.95,0.90,0.93,1.00,0.96,0.93,0.78,0.87,0.80,0.82,0.76,0.79,0.75,0.77,Upgrade
Debt / Equity Ratio,0.37,0.37,0.38,0.39,0.36,0.33,0.32,0.30,0.29,0.32,0.30,0.30,0.39,0.41,0.39,0.37,0.37,0.38,0.33,0.32,0.32,0.33,0.32,0.32,0.31,0.31,0.21,0.21,0.21,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.25,0.25,0.26,0.26,0.27,Upgrade
Dividend Yield,3.18%,-,1.20%,1.61%,0.84%,0.75%,0.52%,0.60%,0.60%,0.62%,0.71%,0.90%,0.89%,0.84%,0.45%,0.44%,0.43%,0.45%,0.41%,0.44%,0.47%,0.51%,0.45%,0.44%,0.46%,0.41%,0.34%,0.40%,0.39%,0.39%,0.34%,0.36%,0.37%,0.44%,0.33%,0.73%,0.36%,0.33%,0.33%,0.37%,0.37%,Upgrade
Payout Ratio,-14.90%,0.00%,-9.70%,-21.10%,-57.40%,-281.80%,-9.10%,54.40%,16.10%,39.70%,-310.00%,-43.10%,-193.80%,-43.10%,-9.70%,-42.50%,36.90%,11.60%,-18.20%,22.50%,22.00%,37.00%,28.00%,-13.20%,17.80%,22.20%,19.90%,11.90%,19.40%,22.00%,13.50%,15.80%,20.00%,9.60%,7.80%,20.90%,12.20%,9.90%,8.40%,12.90%,12.70%,Upgrade
Buyback Yield / Dilution,-0.60%,-0.60%,-2.85%,0.06%,0.14%,0.13%,1.74%,-1.06%,-1.09%,-1.36%,-6.68%,-1.07%,0.42%,0.77%,6.16%,1.03%,-0.32%,0.01%,0.73%,-0.52%,2.90%,2.37%,1.18%,2.44%,-0.77%,0.61%,2.06%,1.89%,1.62%,1.31%,1.14%,2.09%,2.75%,3.32%,4.65%,4.97%,4.99%,4.23%,-5.58%,1.81%,2.34%,Upgrade
Total Shareholder Return,2.58%,-0.60%,-1.65%,1.67%,0.98%,0.88%,2.26%,-0.46%,-0.49%,-0.74%,-5.97%,-0.17%,1.31%,1.61%,6.60%,1.47%,0.11%,0.46%,1.15%,-0.09%,3.38%,2.88%,1.63%,2.88%,-0.31%,1.02%,2.41%,2.29%,2.01%,1.70%,1.48%,2.45%,3.11%,3.77%,4.98%,5.70%,5.34%,4.56%,-5.24%,2.18%,2.70%,Upgrade
