Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,451","3,802","5,198","7,475","8,042","11,272","12,335","12,920","11,963","11,953","9,723","6,054","7,109","5,142","11,703","12,076","13,041","11,992","10,960","14,661","13,615","15,946","16,821","16,272","15,157","14,740","15,147","10,937","9,266","9,446","12,438","11,910","14,984","14,732","14,982","13,988","13,567","13,362","13,542","11,106","9,791",Upgrade
Market Cap Growth,-,-66.27%,-57.86%,-42.15%,-32.78%,-5.70%,26.86%,113.39%,68.29%,132.45%,-16.92%,-49.86%,-45.49%,-57.12%,6.78%,-17.63%,-4.21%,-24.80%,-34.84%,-9.90%,-10.18%,8.18%,11.06%,48.78%,63.57%,56.06%,21.78%,-8.17%,-38.16%,-35.89%,-16.98%,-14.86%,10.44%,10.26%,10.63%,25.95%,38.57%,50.94%,90.12%,64.46%,56.85%,Upgrade
Enterprise Value,"6,173","6,510","8,310","12,462","12,973","15,873","16,348","16,929","16,208","17,197","14,697","10,173","9,644","5,688","15,507","15,507","15,648","16,271","14,454","19,005","17,666","19,587","20,537","19,657","18,530","18,150","17,770","13,200","10,863","11,919","14,845","13,742","18,186","17,122","16,583","17,603","17,478","16,893","16,999","14,324","12,773",Upgrade
PE Ratio,-1.17,-1.17,-2.32,-48.85,2.94,3.59,6.54,9.73,8.50,17.79,19.49,7.68,31.04,7.50,13.21,14.16,8.67,7.86,6.68,7.13,6.86,7.93,8.09,11.19,10.08,10.40,12.71,8.50,8.86,8.87,10.78,9.76,10.46,9.91,9.89,9.22,9.59,10.02,10.89,9.15,7.50,Upgrade
PS Ratio,0.19,0.21,0.28,0.38,0.40,0.56,0.62,0.69,0.63,0.68,0.56,0.34,0.42,0.29,0.68,0.69,0.76,0.72,0.67,0.94,0.92,1.11,1.18,1.18,1.09,1.09,1.14,0.83,0.69,0.70,0.92,0.85,1.09,1.08,1.11,1.08,1.08,1.09,1.13,0.94,0.83,Upgrade
PB Ratio,0.51,0.56,1.02,3.37,0.88,0.77,0.59,0.61,0.55,0.61,0.43,0.28,0.34,0.31,0.59,0.60,0.71,0.73,0.76,0.97,0.90,1.00,0.97,1.00,0.95,0.98,1.05,0.67,0.58,0.64,0.91,0.83,1.02,0.91,0.95,0.91,0.88,0.92,1.01,0.83,0.74,Upgrade
Debt / Equity Ratio,0.96,0.96,1.27,2.91,0.71,0.45,0.32,0.31,0.31,0.34,0.29,0.31,0.32,0.41,0.32,0.32,0.32,0.36,0.41,0.39,0.38,0.37,0.31,0.33,0.33,0.36,0.37,0.35,0.36,0.39,0.41,0.39,0.38,0.36,0.35,0.35,0.35,0.37,0.43,0.44,0.42,Upgrade
Dividend Yield,8.85%,2.00%,1.46%,1.02%,0.96%,0.69%,0.62%,0.61%,0.67%,0.67%,0.80%,1.28%,1.09%,1.52%,0.63%,0.61%,0.57%,0.63%,0.64%,0.49%,0.53%,0.45%,0.38%,0.39%,0.43%,0.44%,0.38%,0.53%,0.64%,0.64%,0.40%,0.42%,0.34%,0.35%,0.28%,0.30%,0.31%,0.32%,0.23%,0.29%,0.33%,Upgrade
Payout Ratio,-9.40%,-8.40%,-450.00%,-3.00%,32.40%,5.30%,11.00%,24.70%,12.40%,35.90%,54.10%,19.40%,-81.60%,148.10%,17.10%,-45.70%,20.60%,30.10%,17.50%,14.50%,18.80%,19.60%,7.80%,15.30%,15.80%,15.00%,29.40%,12.40%,18.20%,28.70%,17.40%,22.00%,14.60%,17.10%,11.80%,9.50%,10.50%,12.80%,9.00%,9.40%,10.10%,Upgrade
Buyback Yield / Dilution,1.88%,1.88%,6.36%,9.42%,9.68%,10.16%,6.50%,2.76%,1.48%,1.75%,2.55%,3.47%,4.51%,4.37%,7.15%,7.61%,7.48%,6.40%,2.39%,2.15%,2.48%,3.09%,4.26%,4.88%,6.16%,6.53%,7.64%,7.24%,5.54%,6.02%,4.74%,3.88%,4.07%,2.77%,0.97%,1.29%,1.76%,2.86%,4.61%,5.26%,5.94%,Upgrade
Total Shareholder Return,11.16%,3.88%,7.82%,10.44%,10.64%,10.85%,7.11%,3.37%,2.14%,2.42%,3.35%,4.75%,5.59%,5.89%,7.78%,8.22%,8.06%,7.03%,3.03%,2.64%,3.01%,3.54%,4.63%,5.27%,6.59%,6.98%,8.02%,7.77%,6.18%,6.66%,5.14%,4.30%,4.40%,3.12%,1.25%,1.59%,2.07%,3.18%,4.84%,5.54%,6.27%,Upgrade
