Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,600,682,823,726,724,737,778,751,720,785,660,503,583,566,829,757,752,730,702,822,885,801,833,822,773,808,874,652,609,620,612,621,610,580,638,586,596,657,714,637,558,Upgrade
Market Cap Growth,-,-7.41%,5.76%,-3.34%,0.51%,-6.12%,17.92%,49.27%,23.52%,38.55%,-20.44%,-33.54%,-22.44%,-22.35%,18.08%,-7.88%,-15.11%,-8.87%,-15.71%,-0.01%,14.56%,-0.92%,-4.64%,26.08%,26.98%,30.32%,42.68%,4.90%,-0.18%,6.97%,-4.06%,6.04%,2.28%,-11.74%,-10.55%,-8.02%,6.86%,23.38%,39.45%,15.08%,7.20%,Upgrade
Enterprise Value,656,738,986,768,820,898,809,907,708,788,750,688,475,689,873,843,742,791,855,963,"1,004",918,969,"1,034","1,070",936,"1,047",862,798,785,842,786,831,758,902,761,754,752,890,850,732,Upgrade
PE Ratio,7.34,8.38,10.06,9.23,9.00,8.77,8.85,8.89,8.91,10.25,11.09,8.43,10.14,10.08,12.85,11.78,11.55,12.50,11.86,14.06,15.79,14.29,16.18,16.96,16.45,17.18,18.46,13.77,13.16,13.16,13.19,13.95,13.78,13.16,14.76,13.95,13.63,15.10,15.80,13.57,12.53,Upgrade
PS Ratio,2.67,3.04,3.71,3.29,3.27,3.26,3.38,3.30,3.26,3.69,3.48,2.73,3.20,3.19,4.36,4.00,3.98,3.86,3.74,4.42,4.78,4.40,4.67,4.63,4.41,4.63,5.03,3.77,3.56,3.62,3.59,3.67,3.62,3.44,3.79,3.43,3.44,3.79,4.07,3.68,3.28,Upgrade
PB Ratio,0.91,1.04,1.31,1.21,1.15,1.13,1.11,1.09,1.05,1.19,1.01,0.78,0.92,0.92,1.35,1.25,1.26,1.26,1.25,1.49,1.63,1.49,1.57,1.57,1.50,1.59,1.75,1.30,1.23,1.28,1.29,1.32,1.32,1.27,1.43,1.34,1.37,1.56,1.73,1.56,1.39,Upgrade
Debt / Equity Ratio,0.44,0.44,0.46,0.50,0.49,0.50,0.49,0.53,0.65,0.64,0.65,0.69,0.59,0.51,0.50,0.51,0.53,0.55,0.52,0.57,0.58,0.58,0.59,0.72,0.82,0.65,0.64,0.66,0.66,0.67,0.88,0.70,0.79,0.70,0.82,0.67,0.68,0.68,0.69,0.79,0.70,Upgrade
Dividend Yield,5.15%,1.15%,0.96%,1.08%,0.99%,0.97%,0.92%,0.95%,0.95%,0.87%,1.04%,1.36%,1.16%,1.19%,0.81%,0.89%,0.85%,0.87%,0.91%,0.78%,0.66%,0.73%,0.70%,0.71%,0.73%,0.70%,0.65%,0.86%,0.89%,0.88%,0.89%,0.87%,0.86%,0.90%,0.82%,0.89%,0.85%,0.77%,0.71%,0.79%,0.88%,Upgrade
Payout Ratio,37.60%,40.70%,34.90%,40.40%,35.10%,36.00%,37.00%,33.60%,28.50%,28.90%,43.30%,39.30%,34.20%,102.70%,42.20%,44.20%,35.00%,42.90%,40.40%,39.60%,50.00%,37.10%,39.30%,42.30%,49.20%,50.00%,47.10%,45.70%,47.00%,47.00%,45.60%,48.40%,42.30%,47.60%,51.70%,47.60%,41.40%,49.30%,58.20%,39.30%,40.90%,Upgrade
Buyback Yield / Dilution,-0.29%,-0.29%,-0.28%,-0.28%,-0.24%,-0.25%,-0.32%,-0.32%,-0.33%,-0.14%,-0.02%,-0.05%,-0.05%,-0.23%,-0.28%,-0.19%,-0.17%,-0.20%,-0.20%,-0.32%,-0.33%,-0.28%,-0.32%,-0.48%,-0.59%,-0.60%,-0.59%,-0.45%,-0.44%,-0.47%,-0.65%,-0.51%,-0.41%,-0.28%,-0.46%,-0.84%,-1.09%,-1.47%,-1.08%,-0.86%,-0.90%,Upgrade
Total Shareholder Return,4.86%,0.86%,0.67%,0.81%,0.74%,0.72%,0.60%,0.63%,0.62%,0.74%,1.01%,1.31%,1.11%,0.97%,0.54%,0.70%,0.68%,0.67%,0.71%,0.45%,0.33%,0.45%,0.38%,0.23%,0.14%,0.10%,0.05%,0.42%,0.45%,0.41%,0.24%,0.36%,0.45%,0.63%,0.36%,0.05%,-0.25%,-0.70%,-0.37%,-0.07%,-0.02%,Upgrade
