Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+90 Quarters
Market Capitalization,"54,922","62,818","52,517","45,193","52,183","60,179","59,523","63,958","67,628","54,593","51,350","28,489","38,603","38,752","66,688","64,813","71,602","75,554","69,018","84,440","80,958","93,331","95,401","116,902","92,640","89,989","85,060","65,819","55,025","59,832","71,102","78,377","93,987","102,720","97,563","100,686","100,239","86,657","84,451","69,278","57,562",Upgrade
Market Cap Growth,-,4.39%,-11.77%,-29.34%,-22.84%,10.23%,15.92%,124.50%,75.19%,40.88%,-23.00%,-56.04%,-46.09%,-48.71%,-3.38%,-23.24%,-11.56%,-19.05%,-27.65%,-27.77%,-12.61%,3.71%,12.16%,77.61%,68.36%,50.40%,19.63%,-16.02%,-41.45%,-41.75%,-27.12%,-22.16%,-6.24%,18.54%,15.53%,45.34%,74.14%,50.56%,25.84%,12.76%,0.46%,Upgrade
Enterprise Value,"-40,333","41,406","91,220","-23,999","4,962","10,832","74,918","30,467","112,803","87,031","122,071","44,428","150,696","171,241","216,834","177,783","206,044","166,443","184,315","190,900","183,550","190,351","183,387","192,396","216,691","219,814","227,591","212,950","206,050","220,532","227,640","236,531","258,969","276,355","253,381","248,259","237,423","216,485","208,339","186,939","190,836",Upgrade
PE Ratio,5.64,5.64,5.30,4.31,5.12,5.46,5.16,6.79,7.55,7.84,42.79,3.76,-0.80,27.02,5.53,29.86,11.88,9.48,7.70,9.79,11.01,10.49,14.28,18.47,12.23,11.13,12.29,8.96,9.94,8.46,656.48,10.77,8.53,13.81,15.48,14.48,15.92,15.35,18.39,15.16,12.65,Upgrade
PS Ratio,1.02,3.98,3.64,3.14,3.81,4.40,4.45,4.84,5.17,4.28,4.03,2.29,3.13,2.94,4.42,4.71,5.06,5.53,4.90,6.55,6.01,6.96,6.83,8.65,6.87,6.75,6.87,5.31,3.74,5.96,5.90,7.43,8.44,9.57,4.34,9.84,10.00,7.12,4.55,6.61,5.70,Upgrade
PB Ratio,0.61,0.64,0.54,0.46,0.54,0.61,0.63,0.69,0.73,0.61,0.58,0.32,0.43,0.37,0.62,0.61,0.67,0.71,0.66,0.82,0.79,0.91,0.93,1.13,0.96,0.90,0.86,0.68,0.57,0.63,0.75,0.82,0.95,1.03,1.11,1.20,1.23,1.11,1.10,0.89,0.75,Upgrade
Debt / Equity Ratio,0,0,18.37,18.86,18.16,17.33,17.24,17.36,17.25,17.83,17.39,17.41,18.00,14.88,14.11,14.39,14.22,14.12,14.01,14.10,14.13,14.04,14.15,14.17,15.14,13.47,13.60,13.82,14.02,14.03,14.10,13.83,13.52,13.79,14.56,14.86,14.66,15.01,14.67,15.46,16.01,Upgrade
Current Ratio,0,0,8.55,0,0,0,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Asset Turnover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,Upgrade,
Return on Equity (ROE),2.84%,2.57%,2.66%,2.63%,2.81%,3.06%,2.55%,2.42%,1.95%,0.34%,2.14%,-13.53%,0.34%,2.78%,0.51%,1.41%,1.86%,2.14%,2.10%,1.81%,2.16%,1.63%,1.52%,1.97%,2.02%,1.76%,1.91%,1.44%,1.87%,0.03%,1.90%,2.78%,1.87%,1.80%,2.07%,1.93%,1.80%,1.50%,1.47%,1.47%,Upgrade,
