Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+38 Quarters
Market Capitalization,"2,467","3,734","3,910","3,589","3,655","3,890","4,920","5,165","5,103","4,906","4,770","3,727","3,228","2,657","4,506","4,542","4,463","4,690","4,790","6,246","6,347","6,821","6,813","5,868","6,012","5,968","5,332","4,718","3,864","5,035","5,841","5,619","7,298","6,824","6,492","6,579","6,654","6,077","5,849","4,649","4,122",Upgrade
Market Cap Growth,-,-4.03%,-20.54%,-30.50%,-28.38%,-20.71%,3.14%,38.58%,58.05%,84.68%,5.86%,-17.94%,-27.66%,-43.35%,-5.92%,-27.28%,-29.69%,-31.24%,-29.70%,6.44%,5.57%,14.29%,27.77%,24.37%,55.57%,18.53%,-8.71%,-16.03%,-47.05%,-26.22%,-10.03%,-14.60%,9.68%,12.29%,11.00%,41.53%,61.42%,38.88%,55.98%,29.09%,28.85%,Upgrade
Enterprise Value,"4,012","5,298","4,251","4,157","4,337","4,620","5,075","5,604","5,760","5,582","5,625","4,867","4,591","4,126","5,555","5,874","5,737","5,966","4,939","6,509","6,656","7,010","6,484","5,769","6,211","6,239","5,333","4,828","4,183","5,298","5,672","5,732","7,572","7,180","6,443","6,775","6,965","6,410","6,009","4,994","4,553",Upgrade
PE Ratio,12.89,16.86,10.94,6.83,6.94,7.01,9.32,10.18,10.73,11.53,11.85,12.87,12.36,10.48,15.73,14.07,11.64,10.10,9.09,18.92,19.10,22.31,26.87,12.62,12.83,13.93,13.75,11.30,5.49,5.05,5.92,5.61,10.56,16.96,15.19,21.35,23.80,26.93,36.51,45.74,55.22,Upgrade
PS Ratio,0.93,1.42,1.41,1.18,1.20,1.21,1.54,1.68,1.74,1.83,1.86,1.55,1.33,1.07,1.74,1.78,1.72,1.73,1.70,2.22,2.25,2.46,2.58,2.21,2.28,2.43,2.29,2.11,1.76,2.21,2.48,2.35,3.06,2.91,2.82,2.89,3.03,2.87,2.95,2.40,2.19,Upgrade
PB Ratio,5.42,8.27,7.03,6.40,5.11,4.58,5.05,5.88,6.17,6.41,5.23,5.37,5.38,5.46,7.39,7.40,7.21,6.69,5.22,5.85,6.02,6.84,5.68,4.49,4.84,5.18,4.31,3.80,3.37,4.32,4.45,4.87,9.01,14.43,9.19,11.49,13.31,12.51,10.44,7.98,7.96,Upgrade
Debt / Equity Ratio,4.87,4.87,3.96,3.91,3.08,2.62,2.29,2.55,2.72,2.96,2.51,3.30,3.83,4.74,3.81,3.80,3.61,3.32,1.56,1.34,1.13,1.19,0.99,0.91,0.96,1.04,0.96,0.80,0.87,0.86,0.76,0.87,1.24,2.13,1.50,1.85,2.13,2.19,1.90,1.88,2.11,Upgrade
Dividend Yield,7.04%,1.17%,1.20%,1.38%,1.32%,1.31%,1.07%,1.03%,1.05%,1.11%,1.13%,1.43%,1.62%,2.02%,1.18%,1.18%,1.22%,2.42%,1.17%,0.91%,0.90%,0.22%,0.80%,0.93%,0.90%,3.51%,0.95%,1.07%,1.30%,4.09%,0.80%,0.83%,0.64%,0.59%,0.62%,0.61%,0.60%,0.66%,1.16%,0.72%,0.80%,Upgrade
Payout Ratio,84.90%,-185.20%,96.20%,45.00%,49.00%,43.10%,24.00%,47.00%,41.20%,58.80%,27.20%,68.10%,69.10%,79.70%,67.10%,111.90%,82.50%,108.00%,44.90%,48.90%,36.10%,8.70%,-61.20%,45.60%,41.80%,179.50%,36.50%,42.20%,59.40%,292.50%,27.80%,11.10%,11.80%,66.70%,21.30%,41.10%,43.50%,45.50%,113.60%,51.00%,96.20%,Upgrade
Buyback Yield / Dilution,19.04%,19.04%,16.11%,12.50%,9.55%,6.59%,2.49%,0.17%,-1.90%,-1.49%,-1.50%,0.61%,4.03%,5.55%,10.55%,12.30%,10.81%,8.57%,4.43%,1.91%,1.43%,0.41%,0.21%,-0.06%,0.15%,0.15%,0.25%,0.60%,0.35%,0.63%,0.57%,0.34%,0.58%,0.22%,0.99%,0.50%,-0.84%,-0.91%,-22.35%,0.84%,1.61%,Upgrade
Total Shareholder Return,26.12%,20.21%,17.32%,13.88%,10.87%,7.90%,3.56%,1.19%,-0.85%,-0.38%,-0.37%,2.04%,5.66%,7.56%,11.73%,13.48%,12.03%,10.99%,5.59%,2.83%,2.33%,0.64%,1.01%,0.87%,1.05%,3.66%,1.20%,1.66%,1.65%,4.72%,1.37%,1.17%,1.21%,0.80%,1.61%,1.11%,-0.24%,-0.25%,-21.19%,1.56%,2.42%,Upgrade
