Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"6,028","7,282","8,531","7,931","7,926","8,670","7,986","8,139","8,726","8,969","7,328","6,278","6,633","5,644","7,291","6,656","6,593","6,439","5,988","7,039","6,898","6,393","5,959","5,871","5,775","5,707","5,863","4,757","4,625","4,349","4,146","4,252","4,516","4,081","4,188","4,091","4,426","4,449","4,305","3,973","3,949",Upgrade
Market Cap Growth,-,-16.01%,6.82%,-2.55%,-9.17%,-3.33%,8.97%,29.64%,31.56%,58.93%,0.51%,-5.68%,0.61%,-12.35%,21.76%,-5.44%,-4.42%,0.72%,0.49%,19.89%,19.45%,12.03%,1.63%,23.42%,24.87%,31.23%,41.41%,11.86%,2.41%,6.55%,-0.99%,3.94%,2.02%,-8.26%,-2.72%,2.97%,12.08%,20.15%,33.95%,12.43%,17.80%,Upgrade
Enterprise Value,"8,600","9,854","10,491","9,247","9,100","9,409","6,742","8,164","8,527","8,555","7,243","6,403","6,579","6,953","8,257","7,698","8,043","7,570","6,755","8,125","7,573","6,977","6,999","6,815","6,619","6,593","6,922","5,894","5,749","4,863","5,725","6,123","5,611","5,256","5,086","4,907","5,150","4,753","4,533","4,978","5,266",Upgrade
PE Ratio,12.47,14.87,17.47,16.82,16.81,16.74,15.05,14.91,15.92,21.18,21.42,19.82,22.20,15.38,17.69,16.04,15.76,15.31,14.11,17.20,18.58,18.81,19.20,20.41,20.51,20.94,22.01,18.40,18.17,16.79,16.28,16.76,17.52,16.18,16.25,15.55,16.70,16.84,16.50,15.18,15.21,Upgrade
PS Ratio,4.05,4.89,5.84,5.48,5.52,5.92,5.46,5.62,6.09,7.01,6.12,5.32,5.70,4.51,5.63,5.13,5.10,4.98,4.67,5.65,5.68,5.44,5.18,5.30,5.24,5.22,5.38,4.30,4.26,4.03,3.94,4.07,4.35,3.97,4.08,3.99,4.33,4.38,4.23,3.92,3.92,Upgrade
PB Ratio,2.26,2.73,3.46,3.37,2.98,2.93,2.32,2.34,2.50,2.71,2.16,1.90,1.98,1.74,2.33,2.15,2.08,2.12,2.04,2.51,2.49,2.37,2.19,2.17,2.20,2.23,2.35,1.86,1.83,1.78,1.76,1.80,1.96,1.70,1.80,1.79,1.96,1.96,1.95,1.83,1.88,Upgrade
Debt / Equity Ratio,1.61,1.61,1.16,0.99,0.84,0.79,0.88,0.65,0.67,0.59,0.62,0.50,0.52,0.67,0.59,0.61,0.76,0.57,0.67,0.66,0.42,0.42,0.56,0.56,0.52,0.56,0.73,0.62,0.69,0.43,0.88,0.97,0.77,0.71,0.84,0.66,0.56,0.45,0.66,0.86,0.82,Upgrade
Dividend Yield,2.15%,0.46%,0.39%,0.40%,0.40%,0.37%,0.38%,0.38%,0.35%,0.34%,0.41%,0.48%,0.45%,0.54%,0.38%,0.43%,0.44%,0.45%,0.42%,0.36%,0.36%,0.39%,0.40%,0.39%,0.40%,0.40%,0.39%,0.46%,0.47%,0.50%,0.53%,0.49%,0.48%,0.53%,0.52%,0.50%,0.48%,0.48%,-,0.51%,0.52%,Upgrade
Payout Ratio,26.80%,28.40%,25.50%,25.70%,27.60%,27.40%,27.70%,26.30%,19.90%,24.80%,27.80%,25.40%,84.30%,64.20%,43.40%,28.00%,28.60%,32.20%,38.60%,23.80%,24.50%,26.70%,38.10%,31.50%,30.20%,33.00%,40.20%,32.90%,31.90%,34.50%,35.10%,34.00%,29.70%,36.90%,36.10%,31.00%,31.90%,33.40%,0.00%,30.20%,31.10%,Upgrade
Buyback Yield / Dilution,1.86%,1.86%,-2.74%,-2.64%,-3.16%,-3.44%,-4.15%,-4.73%,-4.93%,-4.45%,-3.94%,-1.63%,-0.93%,-1.07%,-1.02%,-2.94%,-3.67%,-3.93%,0.46%,0.08%,0.09%,-0.01%,-0.21%,-0.23%,-0.24%,-0.03%,0.89%,1.47%,4.77%,4.47%,3.60%,3.00%,3.40%,4.17%,4.33%,3.77%,0.03%,-0.65%,0.41%,1.43%,2.36%,Upgrade
Total Shareholder Return,4.01%,2.32%,-2.35%,-2.24%,-2.76%,-3.07%,-3.77%,-4.35%,-4.58%,-4.11%,-3.53%,-1.15%,-0.47%,-0.53%,-0.64%,-2.51%,-3.23%,-3.48%,0.87%,0.44%,0.46%,0.38%,0.19%,0.16%,0.16%,0.37%,1.28%,1.92%,5.23%,4.96%,4.13%,3.49%,3.88%,4.70%,4.85%,4.27%,0.51%,-0.17%,0.41%,1.94%,2.88%,Upgrade
