Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"2,455","2,823","3,383","3,228","3,411","3,779","4,017","3,689","4,076","4,118","3,336","2,915","2,970","3,053","3,668","3,183","3,393","3,067","2,984","3,121","3,011","2,721","2,720","2,793","2,564","2,449","2,742","2,129","1,813","1,676","1,642","1,523","1,540","1,444","1,548","1,367","1,473","1,581","1,601","1,373","1,234",Upgrade
Market Cap Growth,-,-25.30%,-15.79%,-12.49%,-16.31%,-8.24%,20.40%,26.55%,37.23%,34.90%,-9.04%,-8.41%,-12.45%,-0.48%,22.91%,1.98%,12.67%,12.74%,9.70%,11.76%,17.41%,11.10%,-0.80%,31.14%,41.48%,46.07%,67.06%,39.83%,17.71%,16.13%,6.04%,11.41%,4.57%,-8.70%,-3.33%,-0.44%,19.33%,34.60%,47.85%,23.38%,15.36%,Upgrade
Enterprise Value,"2,646","3,014","4,310","3,476","3,526","3,063","2,472","1,689","2,071","2,234","2,062","1,458","1,920","2,823","3,808","2,498","2,760","2,909","3,186","3,239","3,068","2,581","2,985","2,988","2,841","2,260","2,817","2,204","2,021","1,674","1,892","2,026","2,065","1,591","1,850","1,655","1,732","1,747","1,696","1,868","1,510",Upgrade
PE Ratio,16.86,19.22,17.99,18.02,19.41,20.55,21.18,19.15,21.44,23.21,20.26,18.10,18.86,18.25,21.69,19.06,19.85,17.99,17.70,15.62,15.68,16.53,18.05,26.58,26.44,23.18,26.42,21.84,19.01,17.96,17.99,16.15,16.80,15.78,16.95,16.33,17.68,19.58,20.31,16.71,15.71,Upgrade
PS Ratio,3.92,4.51,5.09,4.97,5.36,5.99,6.38,5.90,6.59,6.89,5.73,5.06,5.20,5.22,6.31,5.55,5.99,5.48,5.35,5.64,5.49,5.08,5.36,5.83,5.69,5.73,6.51,5.19,4.59,4.40,4.49,4.24,4.30,4.04,4.35,3.95,4.31,4.70,4.82,4.07,3.71,Upgrade
PB Ratio,1.50,1.73,2.18,2.21,2.05,2.04,1.91,1.78,1.98,2.09,1.59,1.39,1.43,1.54,1.98,1.73,1.88,1.75,1.74,1.87,1.82,1.67,1.66,1.75,1.63,1.89,2.29,1.72,1.47,1.40,1.44,1.46,1.54,1.43,1.57,1.42,1.54,1.72,1.83,1.59,1.45,Upgrade
Debt / Equity Ratio,0.23,0.23,0.73,0.34,0.19,0.17,0.16,0.16,0.10,0.14,0.18,0.18,0.13,0.15,0.19,0.18,0.13,0.20,0.24,0.22,0.19,0.25,0.30,0.27,0.32,0.08,0.21,0.19,0.30,0.11,0.35,0.63,0.67,0.29,0.45,0.46,0.44,0.35,0.28,0.77,0.50,Upgrade
Dividend Yield,3.83%,0.84%,0.70%,0.73%,0.68%,0.61%,0.58%,0.63%,0.56%,0.55%,0.67%,0.77%,0.72%,0.70%,0.58%,0.66%,0.58%,0.64%,0.65%,0.62%,0.58%,0.63%,0.63%,0.62%,0.57%,0.58%,0.52%,0.67%,0.75%,0.81%,0.78%,0.83%,0.79%,0.85%,0.79%,0.89%,0.77%,0.72%,0.71%,0.82%,0.88%,Upgrade
Payout Ratio,64.30%,400.00%,45.40%,48.90%,58.10%,49.40%,53.10%,51.20%,47.20%,42.90%,48.30%,52.50%,61.20%,53.20%,50.00%,53.90%,43.70%,46.90%,48.10%,45.20%,39.10%,43.60%,23.40%,49.30%,91.40%,55.20%,54.20%,52.50%,53.40%,56.40%,66.00%,50.80%,51.70%,54.50%,52.60%,54.50%,48.30%,50.90%,73.70%,50.90%,50.90%,Upgrade
Buyback Yield / Dilution,0.17%,0.17%,0.36%,0.35%,-0.05%,-0.35%,-0.73%,-0.73%,-3.43%,-3.39%,-3.56%,-3.75%,-1.10%,-1.16%,-1.01%,-0.95%,-1.09%,-1.03%,-1.14%,-1.11%,-10.85%,-14.04%,-14.03%,-14.19%,-4.24%,-1.52%,-7.98%,-8.03%,-8.20%,-7.56%,-1.24%,-0.68%,-0.22%,-0.67%,-0.60%,-1.13%,-1.69%,-2.21%,-1.95%,-1.94%,-1.41%,Upgrade
Total Shareholder Return,4.00%,1.01%,1.06%,1.08%,0.63%,0.26%,-0.15%,-0.10%,-2.88%,-2.84%,-2.88%,-2.98%,-0.38%,-0.46%,-0.43%,-0.29%,-0.51%,-0.39%,-0.49%,-0.49%,-10.28%,-13.41%,-13.40%,-13.58%,-3.67%,-0.94%,-7.46%,-7.37%,-7.44%,-6.75%,-0.46%,0.15%,0.58%,0.18%,0.19%,-0.23%,-0.92%,-1.49%,-1.24%,-1.12%,-0.54%,Upgrade
