Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+26 Quarters
Market Capitalization,"3,143","3,139","2,855","2,486","2,812","3,057","3,122","2,820","2,803","2,661","2,138","1,948","2,020","1,321","2,734","2,728","2,579","2,301","2,062","2,332","2,263","2,168","2,308","2,258","2,151","2,115","1,950","1,801","1,683","1,583","1,458","1,333","1,591","1,395","1,314","1,375","1,467","1,312","1,299","1,049",963,Upgrade
Market Cap Growth,-,2.68%,-8.55%,-11.83%,0.30%,14.89%,46.00%,44.79%,38.80%,101.44%,-21.81%,-28.61%,-21.68%,-42.59%,32.59%,16.96%,13.98%,6.12%,-10.66%,3.28%,5.20%,2.49%,18.36%,25.42%,27.82%,33.63%,33.77%,35.10%,5.79%,13.44%,10.93%,-3.04%,8.43%,6.40%,1.17%,31.06%,52.35%,17.63%,34.48%,12.61%,46.83%,Upgrade
Enterprise Value,"4,943","4,940","4,705","4,463","4,625","4,854","4,885","4,234","4,159","3,897","3,315","3,108","3,083","2,351","3,793","3,736","3,549","3,265","3,004","3,227","3,174","3,078","3,054","3,115","2,950","2,875","2,766","2,578","2,503","2,361","2,218","2,133","2,264","2,027","1,960","1,951","1,994","1,827","1,779","1,436","1,441",Upgrade
PE Ratio,11.69,12.26,11.82,10.83,10.89,9.03,9.44,8.93,9.05,10.31,72.76,-57.52,-25.84,-15.86,21.10,22.17,16.33,13.14,12.26,10.60,12.14,12.48,13.53,14.37,13.00,13.78,14.04,18.29,22.16,18.45,13.96,11.21,13.28,12.81,13.04,13.76,13.79,13.06,13.41,10.47,9.25,Upgrade
PS Ratio,7.52,7.52,7.58,7.20,8.69,10.00,10.80,10.47,11.46,11.61,9.60,8.82,8.82,5.55,11.24,11.27,10.74,9.64,8.84,10.15,10.13,10.14,11.22,11.48,11.23,11.48,10.94,10.29,9.84,9.34,8.86,8.34,10.36,9.48,9.34,10.15,11.40,10.78,11.15,9.60,9.39,Upgrade
PB Ratio,1.45,1.45,1.35,1.26,1.51,1.63,1.75,1.67,1.75,1.73,1.41,1.37,1.47,0.99,1.78,1.78,1.70,1.51,1.40,1.55,1.56,1.55,1.67,1.70,1.68,1.70,1.62,1.57,1.53,1.47,1.36,1.22,1.46,1.29,1.40,1.45,1.56,1.63,1.64,1.32,1.47,Upgrade
Debt / Equity Ratio,0.85,0.85,0.90,1.03,1.00,0.97,1.00,0.87,0.88,0.85,0.80,0.83,0.83,0.81,0.73,0.69,0.68,0.66,0.67,0.63,0.66,0.67,0.58,0.67,0.64,0.64,0.70,0.71,0.76,0.74,0.73,0.77,0.66,0.60,0.75,0.63,0.59,0.67,0.65,0.51,0.79,Upgrade
Dividend Yield,7.92%,2.15%,2.07%,2.25%,1.88%,1.69%,1.17%,1.52%,1.50%,2.10%,1.28%,2.09%,1.99%,3.00%,1.99%,1.43%,2.08%,1.59%,2.55%,1.50%,2.23%,1.55%,2.14%,1.42%,2.17%,1.45%,2.28%,1.59%,2.49%,1.72%,2.81%,1.99%,2.51%,1.70%,2.69%,1.63%,2.32%,1.51%,2.25%,2.37%,1.68%,Upgrade
Payout Ratio,92.10%,85.00%,54.30%,100.70%,360.00%,79.10%,38.50%,50.80%,44.20%,97.60%,33.90%,52.10%,93.20%,-23.10%,342.00%,113.90%,140.20%,88.10%,573.30%,50.90%,90.90%,96.60%,79.00%,91.80%,109.20%,97.40%,91.20%,66.50%,135.80%,163.60%,582.10%,129.30%,97.60%,66.90%,163.50%,104.20%,113.20%,72.80%,141.30%,88.20%,67.40%,Upgrade
Buyback Yield / Dilution,-10.94%,-10.94%,-10.93%,-8.71%,-6.99%,-5.26%,-4.95%,-4.40%,-4.92%,-5.56%,-4.83%,-4.44%,-3.85%,-4.32%,-4.23%,-4.10%,-5.10%,-5.12%,-4.89%,-6.48%,-6.52%,-6.76%,-9.09%,-8.55%,-9.19%,-9.05%,-6.45%,-5.15%,-3.12%,-9.70%,-11.63%,-11.41%,-12.82%,-15.49%,-13.10%,-20.91%,-27.05%,-14.98%,-23.16%,-17.63%,-27.18%,Upgrade
Total Shareholder Return,-3.01%,-8.78%,-8.85%,-6.47%,-5.11%,-3.57%,-3.78%,-2.89%,-3.41%,-3.46%,-3.55%,-2.36%,-1.87%,-1.31%,-2.23%,-2.67%,-3.02%,-3.53%,-2.34%,-4.98%,-4.29%,-5.21%,-6.95%,-7.13%,-7.02%,-7.60%,-4.18%,-3.56%,-0.63%,-7.98%,-8.82%,-9.42%,-10.31%,-13.79%,-10.41%,-19.27%,-24.73%,-13.48%,-20.91%,-15.25%,-25.50%,Upgrade
