Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+42 Quarters
Market Capitalization,"2,501","2,535","2,614","2,056","2,096","2,972","2,940","3,008","3,108","3,271","3,090","2,273","2,236","1,812","2,740","2,469","2,669","2,600","2,450","3,492","3,186","3,616","4,142","3,945","3,577","3,563","3,323","2,674","3,127","3,218","3,550","3,616","3,614","3,447","3,531","3,607","3,878","3,988","3,928","3,201","2,879",Upgrade
Market Cap Growth,-,-14.73%,-11.08%,-31.66%,-32.54%,-9.12%,-4.85%,32.33%,38.97%,80.45%,12.75%,-7.94%,-16.21%,-30.30%,11.84%,-29.29%,-16.25%,-28.09%,-40.85%,-11.48%,-10.92%,1.50%,24.63%,47.51%,14.39%,10.70%,-6.38%,-26.03%,-13.47%,-6.64%,0.53%,0.24%,-6.81%,-13.56%,-10.09%,12.68%,34.68%,57.24%,85.44%,42.77%,54.30%,Upgrade
Enterprise Value,"5,950","6,057","5,852","5,396","5,381","6,290","6,209","6,225","6,323","6,462","6,028","5,272","5,464","5,048","5,871","5,434","5,848","5,889","5,773","6,876","6,421","6,862","7,357","6,833","6,731","6,873","6,878","6,071","6,705","6,509","6,889","6,806","6,915","6,617","6,423","6,633","6,843","6,925","6,893","6,493","6,316",Upgrade
PE Ratio,8.66,8.93,6.59,3.81,3.92,6.23,6.67,6.88,6.66,6.95,10.24,4.86,5.87,5.39,6.69,15.46,-6.48,-7.48,-7.78,-8.43,14.73,18.30,23.59,8.21,8.98,9.50,9.28,10.24,11.31,12.22,13.11,16.64,12.01,10.38,68.70,49.07,16.22,16.75,8.22,6.77,15.55,Upgrade
PS Ratio,0.65,0.68,0.73,0.56,0.56,0.75,0.71,0.73,0.75,0.80,0.81,0.60,0.60,0.49,0.68,0.66,0.63,0.60,0.57,0.76,0.75,0.85,0.96,0.94,0.86,0.87,0.83,0.68,0.82,0.85,0.93,0.94,0.93,0.85,0.85,0.84,0.88,0.90,0.88,0.73,0.66,Upgrade
PB Ratio,1.19,1.25,1.48,1.58,0.95,0.81,0.56,0.57,0.58,0.67,0.56,0.45,0.47,0.48,0.59,0.54,0.63,0.68,0.73,0.97,0.72,0.78,0.85,0.81,0.75,0.77,0.74,0.60,0.70,0.76,0.86,0.87,0.83,0.73,0.75,0.76,0.80,0.85,0.79,0.67,0.63,Upgrade
Debt / Equity Ratio,1.99,1.99,2.20,3.00,1.76,1.06,0.76,0.77,0.74,0.81,0.72,0.74,0.80,1.01,0.81,0.83,0.89,1.04,1.18,1.10,0.89,0.86,0.82,0.77,0.86,0.91,0.94,0.95,0.94,0.97,1.00,0.94,0.89,0.79,0.76,0.77,0.71,0.71,0.76,0.78,0.86,Upgrade
Dividend Yield,2.57%,0.63%,0.62%,0.79%,0.78%,0.53%,0.55%,0.56%,0.56%,0.50%,0.55%,0.75%,0.77%,0.89%,0.61%,0.69%,0.66%,0.62%,1.34%,0.47%,0.53%,0.42%,0.37%,0.39%,0.43%,0.39%,0.42%,0.53%,0.46%,0.40%,0.37%,0.37%,0.38%,0.35%,0.38%,0.36%,0.34%,0.33%,0.17%,0.21%,0.24%,Upgrade
Payout Ratio,22.60%,-1400.00%,35.90%,15.20%,11.90%,8.40%,13.80%,16.50%,22.00%,10.90%,15.20%,13.00%,21.10%,-73.30%,6.10%,40.70%,45.80%,31.20%,117.60%,-3.10%,16.10%,18.00%,-22.00%,15.00%,18.40%,22.20%,6.00%,72.70%,23.50%,28.00%,9.70%,38.90%,29.20%,23.10%,15.40%,10.70%,16.70%,-5.80%,6.20%,2.40%,8.60%,Upgrade
Buyback Yield / Dilution,5.34%,5.34%,6.69%,10.15%,12.35%,11.45%,10.95%,8.97%,7.04%,6.29%,7.28%,8.71%,9.89%,10.09%,7.74%,5.65%,4.91%,4.41%,3.56%,3.76%,2.54%,3.08%,2.85%,2.70%,4.39%,3.88%,6.80%,8.65%,8.99%,9.96%,15.81%,10.72%,10.82%,8.18%,1.70%,6.06%,3.80%,9.51%,7.97%,0.92%,21.32%,Upgrade
Total Shareholder Return,7.99%,5.97%,7.32%,10.94%,13.13%,11.98%,11.50%,9.53%,7.60%,6.79%,7.83%,9.46%,10.66%,10.97%,8.35%,6.34%,5.57%,5.04%,4.90%,4.23%,3.06%,3.50%,3.22%,3.09%,4.82%,4.27%,7.22%,9.18%,9.45%,10.36%,16.18%,11.09%,11.20%,8.54%,2.08%,6.41%,4.15%,9.84%,8.14%,1.14%,21.57%,Upgrade
