Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,357,482,663,783,759,813,907,799,766,816,696,443,468,443,854,782,736,617,605,758,793,767,708,648,585,582,621,434,301,295,334,220,230,215,241,212,201,192,220,203,177,Upgrade
Market Cap Growth,-,-40.74%,-26.99%,-2.01%,-0.91%,-0.33%,30.38%,80.39%,63.71%,84.39%,-18.55%,-43.41%,-36.44%,-28.33%,41.12%,3.25%,-7.18%,-19.51%,-14.53%,16.92%,35.61%,31.81%,14.11%,49.26%,94.14%,97.17%,86.07%,97.49%,30.74%,36.97%,38.57%,3.59%,14.66%,12.06%,9.31%,4.52%,13.26%,10.42%,28.94%,22.70%,35.02%,Upgrade
Enterprise Value,"1,647","1,772","1,795","1,834","1,721","1,533","1,137",607,"1,009",875,"1,027","1,037",987,"1,108","1,353","1,347","1,126","1,028","1,119","1,203","1,287","1,261","1,234","1,071","1,042",879,855,958,718,711,767,578,605,650,581,558,523,425,477,437,461,Upgrade
PE Ratio,3.99,5.47,7.09,8.36,8.17,9.01,10.42,9.12,9.03,10.56,10.16,6.80,7.16,6.57,12.84,12.80,13.72,12.08,11.40,15.91,18.56,20.35,21.39,20.86,19.83,21.75,26.01,17.79,13.65,14.44,16.34,11.45,11.60,10.82,13.40,12.41,11.89,10.85,11.29,9.92,8.64,Upgrade
PS Ratio,1.49,2.01,2.66,3.12,3.06,3.36,3.85,3.45,3.36,3.78,3.41,2.19,2.35,2.17,4.23,4.11,4.15,3.69,3.65,4.62,5.02,5.08,4.96,4.88,4.47,4.63,5.19,3.76,2.74,2.86,3.34,2.28,2.54,2.38,2.79,2.51,2.42,2.32,2.58,2.31,2.00,Upgrade
PB Ratio,0.51,0.69,0.98,1.21,1.15,1.20,1.25,1.13,1.08,1.18,1.00,0.66,0.72,0.70,1.30,1.22,1.18,1.01,1.23,1.59,1.69,1.67,1.55,1.65,1.64,1.67,1.82,1.26,1.07,1.13,1.25,0.83,1.14,1.08,1.24,1.12,1.07,1.13,1.34,1.24,1.11,Upgrade
Debt / Equity Ratio,2.03,2.03,1.86,1.80,1.63,1.25,1.15,1.11,0.78,0.87,0.85,1.05,1.07,1.21,0.92,0.89,0.79,0.84,1.20,1.08,1.20,1.21,1.32,1.26,1.46,1.03,0.89,1.76,1.87,1.77,1.81,1.54,2.07,2.37,1.97,2.02,1.99,1.58,1.76,1.68,1.97,Upgrade
Dividend Yield,7.90%,1.45%,1.06%,0.89%,0.86%,0.80%,0.72%,0.72%,-,1.35%,0.76%,1.19%,1.12%,1.22%,0.63%,0.69%,0.61%,0.62%,0.63%,0.51%,0.48%,0.43%,0.47%,0.45%,0.42%,0.42%,0.36%,0.51%,0.60%,0.61%,-,0.63%,0.56%,0.60%,1.03%,0.57%,0.50%,-,0.87%,0.47%,0.98%,Upgrade
Payout Ratio,31.20%,38.10%,33.30%,29.10%,26.30%,27.80%,30.60%,24.50%,0.00%,54.30%,24.00%,26.10%,36.40%,46.20%,29.30%,26.10%,27.00%,35.70%,28.60%,29.40%,27.00%,26.40%,43.50%,36.20%,27.00%,29.60%,40.10%,32.40%,28.80%,33.50%,0.00%,41.90%,27.30%,24.00%,50.80%,24.60%,21.20%,0.00%,46.90%,20.10%,30.80%,Upgrade
Buyback Yield / Dilution,-0.03%,-0.03%,-0.95%,0.86%,0.86%,0.81%,0.82%,-0.17%,-0.40%,2.15%,2.42%,2.63%,2.84%,-16.96%,-17.21%,-17.46%,-17.53%,-0.09%,-0.38%,-15.13%,-15.14%,-15.16%,-14.93%,-0.22%,-23.48%,-23.93%,-23.87%,-59.65%,-29.80%,-29.60%,-29.55%,-0.49%,-0.33%,-6.74%,-5.92%,-5.92%,-5.84%,-0.16%,-0.02%,-0.12%,-15.99%,Upgrade
Total Shareholder Return,7.87%,1.41%,0.11%,1.75%,1.72%,1.61%,1.54%,0.54%,-0.40%,3.49%,3.18%,3.82%,3.96%,-15.74%,-16.58%,-16.77%,-16.92%,0.53%,0.26%,-14.62%,-14.65%,-14.73%,-14.46%,0.22%,-23.07%,-23.51%,-23.51%,-59.13%,-29.20%,-28.99%,-29.55%,0.14%,0.23%,-6.15%,-4.89%,-5.36%,-5.34%,-0.16%,0.85%,0.35%,-15.00%,Upgrade
