Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+50 Quarters
Market Capitalization,"16,630","18,067","20,534","17,982","16,877","19,177","19,172","17,285","17,188","16,346","13,629","11,055","11,376","8,609","15,272","15,930","16,134","13,969","12,502","16,683","15,164","17,643","20,375","18,592","18,466","18,143","16,645","14,814","11,916","11,505","13,168","13,953","15,099","15,108","15,253","15,421","14,853","13,591","14,515","12,604","10,989",Upgrade
Market Cap Growth,-,-5.78%,7.10%,4.04%,-1.81%,17.32%,40.67%,56.35%,51.09%,89.88%,-10.76%,-30.61%,-29.49%,-38.37%,22.15%,-4.51%,6.39%,-20.83%,-38.64%,-10.26%,-17.88%,-2.75%,22.40%,25.50%,54.97%,57.70%,26.41%,6.17%,-21.08%,-23.85%,-13.67%,-9.52%,1.66%,11.16%,5.08%,22.35%,35.17%,36.12%,73.36%,58.53%,39.58%,Upgrade
Enterprise Value,"17,023","18,139","19,763","17,790","18,051","20,995","21,200","18,493","19,133","18,706","15,143","11,854","12,466","8,902","16,584","16,592","16,657","15,019","12,827","17,038","16,107","18,582","21,122","19,031","19,629","19,794","17,103","15,914","12,957","12,753","14,049","14,947","16,177","16,198","15,948","16,806","15,788","14,863","14,896","13,666","12,632",Upgrade
PE Ratio,3.96,4.21,4.27,3.42,3.99,12.52,11.21,10.10,10.83,10.07,9.76,9.03,8.99,6.87,10.95,11.98,10.69,8.85,8.08,7.75,6.05,7.48,8.82,10.41,14.38,13.98,12.64,11.83,9.58,9.89,10.89,11.38,12.95,12.27,13.73,14.36,13.76,13.66,16.50,14.64,13.69,Upgrade
PS Ratio,0.99,1.05,1.17,0.98,0.98,1.36,1.34,1.24,1.24,1.22,0.93,0.74,0.70,0.51,0.94,1.00,1.02,0.93,0.88,1.22,1.08,1.27,1.45,1.29,1.47,1.46,1.34,1.27,0.98,0.93,1.10,1.16,1.34,1.42,1.46,1.51,1.49,1.42,1.56,1.41,1.17,Upgrade
PB Ratio,1.66,1.77,2.06,1.90,1.53,1.61,1.19,1.08,1.06,1.06,0.82,0.71,0.75,0.67,1.05,1.08,1.15,1.10,1.10,1.43,1.30,1.45,1.59,1.55,1.65,1.71,1.63,1.37,1.14,1.15,1.41,1.45,1.56,1.45,1.50,1.50,1.43,1.36,1.50,1.36,1.18,Upgrade
Debt / Equity Ratio,0.46,0.46,0.41,0.43,0.39,0.38,0.27,0.27,0.27,0.28,0.26,0.28,0.28,0.29,0.26,0.26,0.27,0.26,0.29,0.28,0.28,0.27,0.25,0.27,0.28,0.30,0.31,0.31,0.31,0.34,0.37,0.36,0.34,0.24,0.25,0.26,0.26,0.27,0.28,0.30,0.30,Upgrade
Dividend Yield,3.74%,0.86%,0.76%,0.89%,0.96%,0.87%,0.88%,0.98%,0.97%,0.93%,1.13%,1.39%,1.35%,1.79%,1.00%,0.96%,1.01%,1.08%,1.22%,0.90%,0.98%,0.84%,0.69%,0.73%,0.72%,0.71%,0.74%,0.80%,0.95%,0.96%,0.84%,0.80%,0.74%,0.70%,0.65%,0.65%,0.63%,0.61%,0.53%,0.61%,0.61%,Upgrade
Payout Ratio,14.80%,-110.30%,492.30%,11.40%,5.30%,48.90%,36.00%,47.00%,45.50%,29.60%,32.60%,65.10%,38.60%,53.30%,50.90%,55.60%,42.50%,35.10%,64.30%,33.10%,32.70%,37.20%,16.80%,16.80%,43.00%,37.20%,39.10%,38.30%,35.10%,30.20%,43.70%,37.30%,46.30%,25.50%,37.00%,43.60%,30.80%,29.20%,32.90%,31.30%,30.30%,Upgrade
Buyback Yield / Dilution,6.94%,6.94%,7.69%,7.14%,7.11%,4.18%,3.52%,2.23%,0.68%,0.76%,1.06%,1.53%,1.68%,1.30%,1.90%,2.09%,2.74%,3.92%,1.98%,1.46%,0.64%,-0.76%,-0.37%,-0.48%,0.56%,1.42%,1.73%,2.43%,1.54%,0.84%,0.31%,-0.29%,-0.05%,0.48%,0.24%,0.15%,-0.28%,-0.72%,-0.27%,0.26%,2.24%,Upgrade
Total Shareholder Return,10.74%,7.80%,8.45%,8.02%,8.06%,5.05%,4.40%,3.21%,1.64%,1.69%,2.19%,2.92%,3.03%,3.09%,2.90%,3.05%,3.75%,4.99%,3.20%,2.36%,1.62%,0.08%,0.32%,0.26%,1.28%,2.14%,2.48%,3.22%,2.49%,1.81%,1.16%,0.52%,0.69%,1.18%,0.89%,0.80%,0.36%,-0.11%,0.26%,0.87%,2.85%,Upgrade
