Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Market Capitalization,623,739,838,869,953,885,873,811,762,747,625,433,492,430,693,599,549,534,503,640,662,625,595,600,624,556,566,415,321,282,285,256,174,143,142,140,137,136,99,92,76,Upgrade
Market Cap Growth,-,-16.53%,-4.04%,7.18%,25.05%,18.44%,39.69%,87.40%,54.95%,73.99%,-9.74%,-27.78%,-10.50%,-19.54%,37.73%,-6.34%,-17.00%,-14.56%,-15.49%,6.69%,6.05%,12.28%,5.12%,44.66%,94.19%,97.53%,98.53%,61.93%,84.77%,97.58%,101.05%,82.85%,27.39%,5.21%,43.19%,51.74%,78.72%,66.53%,53.56%,26.83%,20.63%,Upgrade
Enterprise Value,722,838,"1,480","1,414","1,387","1,212",919,867,817,802,645,288,637,297,738,631,487,524,663,920,922,838,743,778,705,558,700,569,585,527,631,604,520,636,684,584,642,608,548,527,531,Upgrade
PE Ratio,6.23,7.20,8.46,9.14,9.78,8.47,8.83,9.00,10.03,11.10,10.32,7.44,8.79,7.71,12.07,10.93,11.32,11.74,11.67,16.12,17.09,16.86,16.67,17.47,19.16,18.25,20.45,15.98,12.21,14.73,16.85,19.49,16.25,9.59,10.23,10.03,10.59,10.85,8.42,8.29,7.37,Upgrade
PS Ratio,1.96,2.32,2.76,3.00,3.30,3.15,3.17,2.99,3.02,3.12,2.78,1.92,2.22,1.91,3.05,2.83,2.83,2.97,2.94,4.07,4.43,4.35,4.31,4.53,4.74,4.43,4.80,3.85,3.21,2.96,3.04,2.88,2.03,1.67,1.70,1.61,1.56,1.56,1.17,1.17,1.03,Upgrade
PB Ratio,0.78,0.92,1.09,1.18,1.28,1.33,1.29,1.25,1.21,1.23,1.05,0.76,0.89,0.80,1.29,1.15,1.09,1.09,1.06,1.40,1.79,1.73,1.69,1.92,2.05,1.88,1.98,1.48,1.17,1.20,1.26,1.16,0.82,0.94,0.99,1.01,1.01,0.96,0.67,0.62,0.53,Upgrade
Debt / Equity Ratio,0.52,0.52,1.07,0.95,0.78,0.66,0.25,0.28,0.32,0.31,0.30,0.40,0.68,0.45,0.52,0.62,0.46,0.58,0.86,1.06,1.03,0.93,0.88,0.95,0.75,0.78,1.02,1.11,1.39,1.48,1.97,2.06,2.16,3.77,4.60,3.98,4.60,4.13,3.82,3.77,3.78,Upgrade
Dividend Yield,0.64%,0.14%,0.13%,0.11%,0.11%,0.11%,0.11%,0.12%,0.13%,0.13%,0.15%,0.22%,0.19%,0.22%,0.14%,0.16%,0.17%,0.18%,0.19%,0.15%,0.13%,0.14%,0.12%,0.11%,0.11%,0.12%,0.09%,0.13%,0.16%,0.17%,0.17%,-,0.23%,-,0.23%,-,0.24%,-,0.23%,-,0.29%,Upgrade
Payout Ratio,4.00%,3.70%,3.60%,3.20%,7.10%,4.00%,3.40%,3.00%,4.30%,5.30%,5.20%,5.50%,6.90%,8.50%,5.90%,6.20%,7.00%,7.30%,7.00%,10.70%,8.00%,7.90%,6.90%,8.50%,7.50%,7.10%,6.20%,8.50%,7.40%,7.40%,6.60%,0.00%,-80.00%,0.00%,10.50%,0.00%,8.70%,0.00%,7.80%,0.00%,6.70%,Upgrade
Buyback Yield / Dilution,-6.88%,-6.88%,-20.67%,4.81%,-9.37%,1.08%,2.31%,-1.14%,-0.90%,-0.09%,0.37%,0.33%,0.23%,-0.56%,-0.85%,-0.34%,-11.99%,-12.09%,-12.02%,-17.86%,-5.30%,-5.32%,-11.18%,-1.81%,-7.99%,-12.84%,-7.04%,-11.74%,-25.83%,-47.63%,-47.72%,-47.70%,-23.55%,-0.84%,-42.97%,-35.93%,-46.45%,-59.51%,-14.79%,-16.44%,-12.15%,Upgrade
Total Shareholder Return,-6.23%,-6.74%,-20.53%,4.91%,-9.26%,1.19%,2.42%,-1.02%,-0.77%,0.04%,0.53%,0.55%,0.42%,-0.33%,-0.71%,-0.18%,-11.81%,-11.91%,-11.83%,-17.71%,-5.17%,-5.18%,-11.06%,-1.69%,-7.88%,-12.72%,-6.95%,-11.61%,-25.68%,-47.46%,-47.55%,-47.70%,-23.33%,-0.84%,-42.74%,-35.93%,-46.21%,-59.51%,-14.56%,-16.44%,-11.86%,Upgrade
