Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"7,466","7,420","7,349","6,466","6,894","7,958","7,546","7,072","7,591","6,643","5,993","4,481","4,958","4,633","6,791","7,146","6,780","6,334","6,225","6,769","6,017","5,778","5,640","5,192","5,148","5,382","4,989","4,624","5,057","4,790","4,871","4,087","4,082","3,899","3,817","3,725","4,309","4,272","4,490","4,001","3,341",Upgrade
Market Cap Growth,-,-6.76%,-2.62%,-8.56%,-9.19%,19.78%,25.92%,57.80%,53.11%,43.40%,-11.75%,-37.29%,-26.87%,-26.86%,9.08%,5.58%,12.69%,9.63%,10.38%,30.37%,16.87%,7.34%,13.04%,12.28%,1.79%,12.36%,2.44%,13.15%,23.90%,22.85%,27.61%,9.73%,-5.28%,-8.72%,-15.00%,-6.91%,29.00%,29.52%,62.49%,65.82%,55.32%,Upgrade
Enterprise Value,"8,946","8,916","8,865","7,960","8,387","9,457","8,977","8,527","9,072","7,467","6,841","5,353","5,812","5,456","7,686","8,011","7,656","7,216","7,106","7,635","6,883","6,648","6,963","6,580","6,479","6,731","6,372","6,008","5,872","5,636","5,664","4,888","4,916","4,711","4,645","4,470","4,729","4,708","4,906","4,414","3,798",Upgrade
PE Ratio,13.19,12.79,10.71,8.07,7.02,5.95,4.92,4.96,4.79,3.99,10.73,14.24,18.26,117.88,6.43,10.60,9.08,8.14,16.80,8.72,10.99,12.80,10.06,13.22,11.25,11.78,10.69,10.87,11.48,10.85,11.54,10.36,11.52,12.24,9.32,8.45,9.41,7.29,10.03,12.02,15.53,Upgrade
PS Ratio,0.98,0.97,0.91,0.76,0.79,0.87,0.81,0.78,0.85,0.76,0.84,0.65,0.74,0.73,0.91,1.05,1.00,0.93,1.00,1.05,0.96,0.94,0.90,0.85,0.86,0.91,0.85,0.79,0.86,0.82,0.85,0.72,0.74,0.72,0.69,0.68,0.79,0.76,0.83,0.74,0.63,Upgrade
PB Ratio,1.18,1.17,1.19,1.14,1.08,1.18,1.10,1.12,1.12,1.03,0.97,0.74,0.85,0.90,1.13,1.23,1.15,1.12,1.21,1.27,1.18,1.14,1.19,1.10,1.10,1.17,1.12,1.04,1.16,1.16,1.25,1.06,1.04,0.97,0.97,0.95,1.09,1.11,1.19,1.08,0.93,Upgrade
Debt / Equity Ratio,0.25,0.25,0.26,0.28,0.25,0.24,0.23,0.25,0.23,0.15,0.16,0.16,0.17,0.19,0.16,0.17,0.17,0.17,0.19,0.18,0.19,0.19,0.31,0.32,0.33,0.33,0.34,0.34,0.22,0.24,0.25,0.25,0.24,0.24,0.25,0.25,0.14,0.15,0.15,0.15,0.16,Upgrade
Dividend Yield,7.60%,0.96%,0.92%,5.78%,1.01%,0.88%,0.89%,7.34%,0.87%,5.49%,1.04%,1.40%,1.26%,1.36%,0.88%,5.04%,0.88%,0.94%,0.94%,0.86%,0.97%,5.75%,0.89%,0.96%,0.96%,0.92%,0.98%,1.05%,0.96%,1.02%,0.99%,1.17%,1.18%,1.23%,1.24%,1.26%,1.09%,1.10%,1.04%,1.16%,1.38%,Upgrade
Payout Ratio,99.20%,36.00%,13.50%,-396.80%,-176.90%,22.80%,10.60%,593.10%,20.80%,72.60%,12.10%,25.30%,15.70%,-10.40%,21.70%,176.50%,36.40%,14.50%,-52.70%,21.20%,29.50%,11950.00%,16.70%,105.60%,48.70%,44.20%,36.90%,43.70%,48.20%,39.20%,52.90%,38.50%,47.40%,46.30%,76.20%,55.20%,70.00%,24.30%,48.60%,45.00%,23.70%,Upgrade
Buyback Yield / Dilution,3.83%,3.83%,2.87%,-0.69%,-1.29%,-1.62%,-2.01%,-1.29%,-0.81%,0.51%,0.75%,0.72%,0.63%,-0.42%,-0.34%,-0.30%,0.11%,-7.52%,-12.98%,-14.39%,-14.81%,-6.65%,-1.88%,-0.76%,-0.77%,-0.82%,-0.10%,-0.06%,0.14%,0.18%,-0.32%,-0.26%,-0.42%,-0.46%,0.04%,-0.59%,-0.63%,-0.65%,-1.15%,-0.46%,-0.39%,Upgrade
Total Shareholder Return,11.44%,4.80%,3.79%,5.09%,-0.27%,-0.74%,-1.12%,6.04%,0.06%,5.99%,1.80%,2.12%,1.89%,0.94%,0.54%,4.74%,0.99%,-6.57%,-12.04%,-13.53%,-13.84%,-0.89%,-0.98%,0.20%,0.20%,0.10%,0.88%,1.00%,1.11%,1.19%,0.67%,0.92%,0.75%,0.77%,1.28%,0.68%,0.46%,0.45%,-0.11%,0.70%,0.99%,Upgrade
