Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"12,124","10,701","11,489","10,269","8,878","8,136","8,899","8,242","8,931","10,204","11,345","9,713","8,864","6,847","7,668","8,575","11,746","8,246","6,158","5,891","5,416","5,434","5,628","5,569","5,777","5,668","5,194","4,715","4,589","4,295","4,418","3,831","3,791","4,031","4,193","3,502","3,481","3,237","3,405","3,383","3,721",Upgrade
Market Cap Growth,-,31.53%,29.10%,24.60%,-0.60%,-20.27%,-21.56%,-15.15%,0.76%,49.02%,47.95%,13.27%,-24.53%,-16.96%,24.52%,45.57%,116.85%,51.75%,9.41%,5.77%,-6.24%,-4.12%,8.35%,18.12%,25.90%,31.95%,17.58%,23.06%,21.04%,6.57%,5.37%,9.41%,8.90%,24.51%,23.14%,3.51%,-6.46%,-8.34%,4.50%,11.47%,9.19%,Upgrade
Enterprise Value,"11,999","10,521","11,322","10,145","8,770","8,042","8,771","8,069","8,849","10,147","11,262","9,580","8,674","6,681","7,394","8,296","11,445","7,893","5,589","5,616","5,185","5,268","5,391","5,369","5,610","5,505","4,974","4,523","4,418","4,133","4,173","3,213","3,370","3,611","3,679","3,123","3,181","2,858","2,953","2,848","3,356",Upgrade
PE Ratio,38.33,33.84,38.48,35.64,30.19,27.78,29.88,26.97,29.32,33.18,38.68,33.48,30.04,22.76,24.20,26.84,38.41,27.69,21.37,22.84,22.95,25.29,28.57,26.43,27.57,26.69,24.69,24.21,24.55,23.64,25.29,22.53,22.63,25.14,25.03,19.67,19.67,18.82,20.89,21.55,22.97,Upgrade
PS Ratio,4.17,3.66,4.05,3.70,3.26,3.04,3.38,3.16,3.47,4.00,4.47,3.85,3.53,2.74,3.10,3.49,4.83,3.43,2.59,2.67,2.66,2.91,3.33,3.34,3.51,3.50,3.25,3.00,2.96,2.81,2.93,-1.94,-3.99,16.32,2.98,0.56,0.55,0.52,0.54,0.57,0.64,Upgrade
PB Ratio,8.19,7.20,7.93,7.57,6.63,6.10,6.63,6.40,7.17,8.45,9.55,7.79,7.42,6.13,6.77,7.66,11.05,8.13,6.32,6.40,6.15,6.47,6.56,6.36,6.77,6.83,6.36,5.62,5.63,5.47,5.74,5.11,5.18,5.68,5.96,4.54,4.61,4.36,4.64,5.15,5.75,Upgrade
Debt / Equity Ratio,-,-,-,-,0.03,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.10,0.10,0.11,0.11,0.09,0.09,0.06,0.06,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Current Ratio,1.28,1.28,1.17,1.14,1.17,1.25,1.21,1.35,1.26,1.23,1.17,1.31,1.46,1.50,1.52,1.64,1.75,1.92,2.14,1.63,1.66,1.61,1.57,1.49,1.56,1.55,1.42,1.39,1.44,1.50,1.43,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,1.99%,0.58%,0.51%,0.57%,0.65%,0.71%,0.61%,0.66%,0.61%,0.53%,1.37%,0.52%,0.57%,0.74%,0.61%,0.55%,0.40%,0.57%,0.71%,0.75%,0.81%,0.81%,0.73%,0.74%,0.71%,0.72%,0.74%,0.81%,0.83%,-,1.67%,0.94%,0.94%,0.89%,-,1.90%,0.96%,1.03%,0.92%,0.93%,0.84%,Upgrade
Payout Ratio,66.60%,64.30%,78.70%,61.30%,64.50%,75.50%,87.00%,53.40%,60.90%,65.50%,219.60%,50.30%,54.80%,76.00%,70.30%,44.60%,47.90%,55.60%,62.70%,48.60%,49.10%,59.60%,113.30%,62.10%,62.10%,76.00%,73.70%,59.30%,55.30%,0.00%,217.10%,64.20%,56.30%,82.00%,0.00%,125.70%,60.50%,64.10%,79.10%,60.50%,62.40%,Upgrade
Buyback Yield / Dilution,0.01%,0.01%,0.01%,0.02%,0.01%,0.03%,0.02%,0.01%,0.00%,0.02%,0.02%,0.03%,0.02%,-0.02%,-0.01%,-0.01%,-0.00%,-0.00%,0.00%,-0.00%,-0.03%,0.19%,0.17%,0.18%,0.18%,0.22%,-0.42%,0.36%,0.32%,0.21%,1.64%,-0.41%,-0.29%,-0.07%,-0.67%,0.88%,0.90%,0.68%,0.92%,0.98%,1.47%,Upgrade
Total Shareholder Return,1.99%,0.59%,0.52%,0.58%,0.67%,0.74%,0.63%,0.67%,0.61%,0.55%,1.39%,0.55%,0.59%,0.71%,0.60%,0.53%,0.40%,0.57%,0.72%,0.74%,0.79%,1.00%,0.90%,0.92%,0.89%,0.94%,0.32%,1.17%,1.16%,0.21%,3.31%,0.52%,0.66%,0.82%,-0.67%,2.78%,1.85%,1.72%,1.83%,1.91%,2.32%,Upgrade
