Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+63 Quarters
Market Capitalization,343,393,464,418,408,432,460,391,363,327,276,207,246,233,330,291,303,264,255,299,289,265,179,198,196,173,109,95,93,107,92,25,26,22,22,20,17,16,16,16,13,Upgrade
Market Cap Growth,-,-8.96%,1.03%,6.91%,12.56%,32.04%,66.34%,88.87%,47.30%,40.26%,-16.30%,-28.85%,-18.64%,-11.54%,29.71%,-2.86%,4.55%,-0.32%,42.30%,51.25%,47.59%,53.21%,63.68%,107.93%,110.67%,60.75%,18.43%,280.61%,252.36%,388.21%,320.68%,25.72%,56.33%,36.62%,41.38%,23.95%,28.42%,12.62%,4.24%,26.54%,15.68%,Upgrade
Enterprise Value,94,145,282,-65,-192,-253,-456,-570,-193,-107,-85,24,205,95,217,189,166,186,201,250,210,214,134,146,136,140,86,104,58,89,75,-7,48,47,-3,59,45,40,40,42,39,Upgrade
PE Ratio,7.36,8.50,10.80,11.39,11.75,12.98,13.21,10.51,10.68,10.44,11.36,9.39,11.40,9.50,12.44,11.07,12.30,13.58,14.06,25.55,31.91,38.99,37.11,32.12,33.72,33.93,22.88,20.90,29.99,48.43,66.40,44.31,19.63,16.59,12.81,27.52,203.85,231.91,141.80,210.94,165.90,Upgrade
PS Ratio,2.05,2.35,2.88,2.72,2.78,3.09,3.39,2.98,2.95,2.79,2.57,2.08,2.61,2.41,3.42,3.06,3.26,3.12,3.17,3.99,4.34,4.61,3.54,4.42,4.54,4.08,2.62,2.31,2.51,3.42,3.51,1.19,1.33,1.16,1.13,1.13,1.04,0.96,0.94,0.99,0.83,Upgrade
PB Ratio,0.77,0.89,1.07,1.01,0.97,1.03,1.07,0.92,0.97,0.90,0.77,0.59,0.72,0.69,1.06,0.95,1.01,0.91,0.90,1.19,1.17,1.27,0.87,1.45,1.46,1.30,1.04,0.91,0.90,1.05,0.92,0.25,0.65,0.54,0.39,0.49,0.42,0.40,0.39,0.40,0.33,Upgrade
Debt / Equity Ratio,0.13,0.13,0.19,0.15,0.13,0.19,0.30,0.31,0.32,0.34,0.34,1.03,1.04,0.51,0.23,0.23,0.21,0.19,0.22,0.32,0.37,0.22,0.33,0.24,0.17,0.18,0.43,0.64,0.36,0.50,0.62,0.59,1.35,1.23,0.39,1.37,1.16,1.12,1.24,1.18,1.36,Upgrade
Dividend Yield,1.49%,0.34%,0.25%,0.28%,0.29%,0.27%,0.22%,0.24%,0.25%,0.28%,0.27%,0.37%,0.31%,0.31%,0.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,10.50%,11.60%,9.00%,10.10%,11.50%,14.30%,15.80%,9.70%,10.20%,9.20%,8.30%,11.90%,12.20%,26.30%,10.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,0.00%,0.00%,-,Upgrade
Buyback Yield / Dilution,-0.23%,-0.23%,-0.14%,-7.53%,-11.51%,-11.56%,-11.06%,-3.16%,0.50%,-4.37%,-7.89%,-8.23%,-8.23%,-3.29%,-3.16%,-9.64%,-14.01%,-23.84%,-55.10%,-54.04%,-47.98%,-48.33%,-41.84%,-36.49%,-35.78%,-24.94%,-44.80%,-43.65%,-86.19%,-85.48%,-34.47%,-137.60%,-79.00%,-81.20%,-81.06%,-1.23%,-1.23%,-0.72%,-0.72%,-0.72%,-0.72%,Upgrade
Total Shareholder Return,1.26%,0.12%,0.12%,-7.24%,-11.22%,-11.28%,-10.84%,-2.92%,0.75%,-4.09%,-7.62%,-7.87%,-7.92%,-2.98%,-2.95%,-9.64%,-14.01%,-23.84%,-55.10%,-54.04%,-47.98%,-48.33%,-41.84%,-36.49%,-35.78%,-24.94%,-44.80%,-43.65%,-86.19%,-85.48%,-34.47%,-137.60%,-79.00%,-81.20%,-81.06%,-1.23%,-1.23%,-0.72%,-0.72%,-0.72%,-0.72%,Upgrade
