Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Market Capitalization,163,187,212,199,202,226,223,211,224,233,219,154,180,189,259,264,250,253,237,254,287,256,259,278,285,285,307,258,250,231,226,213,234,231,242,208,215,205,208,209,212,Upgrade
Market Cap Growth,-,-17.25%,-4.65%,-5.68%,-9.81%,-3.14%,1.61%,37.24%,24.16%,23.73%,-15.33%,-41.66%,-28.10%,-25.55%,9.34%,4.10%,-12.81%,-1.06%,-8.73%,-8.71%,0.82%,-10.13%,-15.61%,7.92%,14.09%,23.59%,35.86%,20.63%,6.85%,-0.36%,-6.36%,2.60%,8.47%,12.75%,15.86%,-0.27%,1.67%,5.66%,2.24%,7.53%,-1.00%,Upgrade
Enterprise Value,185,211,250,223,152,101,159,102,94,27,68,45,41,65,162,209,194,205,236,248,261,210,254,290,302,289,332,311,284,228,261,263,258,240,275,239,261,211,235,238,221,Upgrade
PE Ratio,9.25,10.78,11.00,9.88,9.45,9.81,9.31,8.88,9.82,10.95,11.63,8.58,11.03,11.42,15.05,15.45,14.30,14.72,13.91,16.37,19.19,18.13,18.93,18.49,19.11,18.34,19.53,16.48,15.68,15.18,15.06,15.00,16.85,16.11,15.84,13.44,13.93,13.78,14.94,14.86,14.93,Upgrade
PS Ratio,2.62,3.04,3.33,3.08,3.07,3.40,3.31,3.19,3.42,3.70,3.67,2.64,3.30,3.55,4.92,5.17,4.89,5.04,4.79,5.23,6.00,5.44,5.55,5.93,6.10,6.03,6.47,5.43,5.27,4.93,4.90,4.61,5.16,5.17,5.34,4.83,5.06,4.88,5.17,5.17,5.25,Upgrade
PB Ratio,1.01,1.18,1.42,1.45,1.28,1.28,1.07,1.00,1.06,1.14,1.05,0.75,0.90,1.00,1.38,1.42,1.37,1.43,1.37,1.51,1.71,1.54,1.52,1.60,1.66,1.70,1.86,1.51,1.47,1.39,1.40,1.33,1.49,1.46,1.56,1.35,1.41,1.39,1.47,1.48,1.55,Upgrade
Debt / Equity Ratio,0.78,0.78,0.54,0.50,0.25,0.23,0.21,0.19,0.17,0.22,0.19,0.16,0.20,0.24,0.25,0.31,0.18,0.19,0.32,0.34,0.22,0.27,0.37,0.41,0.38,0.46,0.52,0.59,0.50,0.48,0.53,0.72,0.51,0.61,0.57,0.64,0.63,0.52,0.52,0.63,0.48,Upgrade
Dividend Yield,6.01%,1.30%,1.14%,1.22%,1.22%,1.05%,1.06%,1.12%,1.06%,0.98%,1.04%,1.48%,1.27%,1.17%,0.86%,0.84%,0.89%,0.84%,0.90%,0.84%,1.56%,0.80%,0.79%,0.74%,0.72%,0.69%,0.64%,0.76%,0.78%,0.81%,0.82%,0.87%,0.80%,0.72%,0.69%,0.81%,0.78%,0.73%,0.71%,0.71%,0.70%,Upgrade
Payout Ratio,55.70%,75.00%,54.00%,43.50%,58.70%,45.60%,44.80%,35.10%,40.60%,37.90%,43.90%,40.30%,51.00%,61.50%,52.20%,54.50%,48.00%,50.00%,51.10%,47.90%,104.30%,51.20%,75.90%,52.40%,59.50%,53.80%,48.80%,51.20%,47.70%,48.80%,47.60%,45.50%,55.60%,46.20%,52.90%,45.00%,43.90%,32.70%,44.40%,40.00%,45.70%,Upgrade
Buyback Yield / Dilution,1.10%,1.10%,1.10%,1.43%,0.34%,0.34%,0.34%,-,-,1.08%,1.08%,1.18%,1.29%,0.22%,0.95%,0.85%,0.74%,0.73%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Total Shareholder Return,7.12%,2.40%,2.24%,2.65%,1.55%,1.38%,1.40%,1.12%,1.06%,2.06%,2.13%,2.66%,2.56%,1.39%,1.80%,1.69%,1.63%,1.57%,0.90%,0.84%,1.56%,0.80%,0.79%,0.74%,0.72%,0.69%,0.64%,0.76%,0.78%,0.81%,0.82%,0.87%,0.80%,0.72%,0.69%,0.81%,0.78%,0.73%,0.71%,0.71%,0.70%,Upgrade
