Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Market Capitalization,"17,031","14,118","10,999","12,761","10,462","10,635","8,146","8,277","8,175","8,204","5,637","3,129","4,119","3,498","5,715","5,239","5,123","4,695","4,453","5,432","4,844","4,963","4,840","4,491","4,476","4,028","4,264","3,530","3,110","3,015","3,101","2,714","3,159","3,119","2,432","2,084","2,357","2,316","2,141","1,978","1,847",Upgrade
Market Cap Growth,-,32.75%,35.02%,54.18%,27.98%,29.63%,44.50%,164.50%,98.47%,134.54%,-1.36%,-40.27%,-19.61%,-25.50%,28.33%,-3.55%,5.77%,-5.40%,-8.00%,20.97%,8.21%,23.22%,13.52%,27.22%,43.95%,33.58%,37.51%,30.04%,-1.57%,-3.32%,27.52%,30.26%,34.06%,34.69%,13.55%,5.36%,27.57%,31.77%,27.79%,18.20%,7.92%,Upgrade
Enterprise Value,"24,131","21,218","13,096","15,598","8,932","5,269",477,-53,"1,825","2,116","2,818","1,585","2,621","4,298","5,557","4,976","4,113","3,889","4,220","5,212","4,215","3,517","4,680","3,307","2,701","2,312","3,288","1,607","1,905","1,155","1,802","1,265","2,140","1,574","1,441","2,087","1,774","1,669","1,771","1,170","1,290",Upgrade
PE Ratio,1.79,1.37,10.50,13.81,14.14,16.36,15.40,15.22,14.52,14.55,11.79,7.02,9.52,8.68,12.50,11.77,11.71,11.41,11.12,14.87,15.38,13.93,14.95,13.94,14.61,16.71,18.91,16.38,14.13,15.44,14.74,11.77,15.71,17.02,17.55,20.42,20.22,17.31,12.83,12.34,11.63,Upgrade
PS Ratio,1.24,1.03,2.48,3.39,3.41,4.29,4.21,4.27,4.22,4.27,3.12,1.79,2.41,2.11,3.37,3.15,3.14,2.95,2.82,3.45,3.15,3.08,3.11,3.18,3.21,3.11,3.31,2.58,2.27,2.25,2.26,1.95,2.45,2.62,2.31,2.19,2.44,2.35,2.06,1.92,1.81,Upgrade
PB Ratio,0.89,0.74,1.14,1.30,0.98,1.01,1.72,1.81,1.83,1.90,1.33,0.77,1.03,0.88,1.59,1.47,1.43,1.33,1.28,1.55,1.41,1.47,1.45,1.36,1.38,1.30,1.42,1.15,1.02,1.02,1.08,0.95,1.13,1.13,0.91,0.96,1.10,1.10,1.03,1.00,0.95,Upgrade
Debt / Equity Ratio,2.46,2.46,0.79,0.97,0.52,0.42,0.38,0.41,0.43,0.44,0.45,0.48,0.50,0.49,0.37,0.27,0.26,0.24,0.26,0.28,0.25,0.22,0.47,0.47,0.51,0.49,0.48,0.51,0.52,0.50,0.45,0.51,0.43,0.51,0.50,0.51,0.51,0.50,0.49,0.56,0.53,Upgrade
Dividend Yield,0.19%,0.08%,0.10%,0.06%,0.07%,0.07%,0.06%,0.06%,0.06%,0.06%,0.08%,0.13%,0.10%,0.12%,0.07%,0.08%,0.09%,0.10%,0.11%,0.08%,0.09%,0.08%,0.09%,0.08%,0.08%,0.09%,0.08%,0.10%,0.12%,0.12%,0.12%,0.13%,0.11%,0.12%,0.15%,0.14%,0.12%,0.12%,0.13%,0.15%,0.16%,Upgrade
Payout Ratio,0.30%,0.10%,4.50%,2.40%,3.20%,2.80%,3.90%,3.90%,3.10%,3.20%,3.50%,2.90%,2.70%,7.30%,4.20%,3.50%,3.80%,4.10%,5.20%,3.60%,4.50%,4.20%,4.60%,5.40%,2.70%,5.30%,6.80%,7.00%,5.20%,6.90%,8.40%,6.40%,8.10%,5.40%,5.30%,10.90%,10.80%,12.80%,10.90%,7.00%,6.60%,Upgrade
Buyback Yield / Dilution,7.85%,7.85%,-48.71%,-60.22%,-63.35%,-60.74%,-0.02%,0.21%,2.86%,6.27%,8.30%,11.06%,10.46%,9.08%,9.00%,7.61%,6.03%,4.09%,2.07%,0.32%,-,-,-,-,-,-,-,-,-,-,0.16%,-24.86%,-24.86%,-24.86%,-25.07%,-,-,0.00%,5.31%,6.29%,6.35%,Upgrade
Total Shareholder Return,8.05%,7.93%,-48.61%,-60.16%,-63.28%,-60.67%,0.04%,0.26%,2.92%,6.33%,8.38%,11.19%,10.56%,9.20%,9.08%,7.69%,6.12%,4.19%,2.17%,0.40%,0.09%,0.08%,0.09%,0.08%,0.08%,0.09%,0.08%,0.10%,0.12%,0.12%,0.28%,-24.73%,-24.75%,-24.75%,-24.92%,0.14%,0.12%,0.13%,5.45%,6.43%,6.51%,Upgrade
