Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Market Capitalization,289,315,397,397,457,645,665,625,786,598,429,393,381,275,449,433,440,374,330,394,372,335,333,311,282,292,232,207,184,182,181,170,181,169,112,104,101,106,111,105,78,Upgrade
Market Cap Growth,-,-51.17%,-40.32%,-36.43%,-41.81%,7.85%,55.08%,58.94%,106.38%,117.46%,-4.44%,-9.08%,-13.37%,-26.52%,36.18%,9.95%,18.30%,11.69%,-1.00%,26.63%,31.94%,14.64%,43.35%,50.38%,52.93%,61.05%,28.16%,21.48%,1.85%,7.60%,62.19%,63.68%,78.55%,58.47%,0.54%,-0.77%,29.86%,51.00%,69.45%,62.33%,74.89%,Upgrade
Enterprise Value,812,825,819,869,851,949,960,925,"1,095",977,838,743,721,657,857,807,790,708,630,661,594,560,529,509,458,432,381,357,317,294,287,288,276,264,203,185,175,184,187,174,132,Upgrade
PE Ratio,7.89,9.23,12.28,7.29,7.65,10.13,7.91,7.82,12.50,8.42,12.76,12.90,9.16,11.09,10.91,12.03,11.66,10.21,9.24,8.52,8.88,8.14,8.54,11.43,9.66,10.59,8.51,5.57,5.79,5.79,5.07,-,-,-,-,-20.32,-30.75,-73.32,-,14.57,11.69,Upgrade
PS Ratio,2.70,2.81,4.60,4.28,5.60,6.51,6.13,6.35,7.78,5.38,4.65,4.24,4.06,4.48,7.57,7.39,8.00,7.17,6.66,8.69,8.75,8.18,8.56,8.27,7.86,8.82,7.50,6.77,6.20,6.46,6.95,-,-,-,-,0.69,0.69,0.73,0.77,0.75,0.56,Upgrade
PB Ratio,1.38,1.44,1.06,1.01,1.16,1.62,1.65,1.71,2.13,1.63,1.26,1.21,1.16,0.88,1.39,1.44,1.50,1.28,1.15,1.37,1.32,1.20,1.20,1.22,1.13,1.19,1.11,0.99,0.90,0.89,0.89,0.97,1.07,1.00,0.67,1.27,1.28,1.39,1.48,1.44,1.10,Upgrade
Debt / Equity Ratio,3.24,3.24,1.46,1.41,1.32,1.17,1.19,1.37,1.24,1.27,1.36,1.22,1.20,1.45,1.37,1.34,1.30,1.24,1.15,1.03,0.89,0.90,0.78,0.90,0.81,0.71,0.82,0.85,0.76,0.66,0.65,0.84,0.70,0.72,0.75,1.24,1.29,1.29,1.40,1.21,1.09,Upgrade
Dividend Yield,20.12%,-,4.31%,3.98%,3.96%,2.81%,3.60%,3.25%,2.01%,1.87%,2.38%,6.14%,-,3.32%,3.16%,2.58%,2.00%,2.03%,2.87%,2.29%,2.11%,2.21%,2.39%,2.48%,2.46%,2.02%,2.52%,3.03%,2.75%,5.99%,21.74%,-,2.65%,2.36%,-,-,-,-,-,-,-,Upgrade
Payout Ratio,150.00%,0.00%,-777.80%,138.30%,133.90%,187.50%,125.00%,121.60%,90.90%,37.00%,63.50%,-5700.00%,0.00%,-125.70%,110.90%,105.50%,102.20%,83.30%,125.00%,72.70%,102.40%,90.90%,42.70%,95.70%,100.00%,100.00%,93.00%,62.30%,94.60%,192.30%,227.90%,0.00%,97.90%,39.80%,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-1.87%,-1.87%,-7.15%,-8.02%,-7.27%,-8.14%,-4.77%,-6.40%,-7.81%,-7.71%,-9.01%,-10.21%,-9.31%,-9.13%,-5.67%,-2.33%,-2.32%,-2.75%,-4.47%,-7.46%,-7.70%,-12.89%,-23.67%,-20.14%,-19.78%,-12.92%,-18.39%,-41.07%,-41.89%,-42.16%,-63.14%,-34.02%,-32.63%,-32.94%,-7.04%,-1.25%,-1.51%,-1.72%,-2.82%,-1.33%,-2.77%,Upgrade
Total Shareholder Return,18.76%,-1.87%,-2.84%,-4.04%,-3.31%,-5.33%,-1.17%,-3.15%,-5.80%,-5.84%,-6.63%,-4.07%,-9.31%,-5.81%,-2.51%,0.25%,-0.32%,-0.72%,-1.60%,-5.16%,-5.59%,-10.68%,-21.28%,-17.66%,-17.31%,-10.90%,-15.87%,-38.04%,-39.14%,-36.17%,-41.40%,-34.02%,-29.98%,-30.58%,-7.04%,-1.25%,-1.51%,-1.72%,-2.82%,-1.33%,-2.77%,Upgrade
