Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+14 Quarters
Market Capitalization,362,319,306,254,277,298,325,326,340,277,243,212,184,136,188,160,160,136,130,132,116,120,129,128,130,128,122,157,141,134,137,105,147,133,135,130,141,120,136,128,132,Upgrade
Market Cap Growth,-,7.03%,-5.83%,-21.97%,-18.49%,7.60%,33.73%,53.33%,84.79%,103.78%,29.08%,32.54%,15.00%,0.07%,45.22%,21.80%,37.52%,13.62%,0.40%,2.78%,-10.97%,-6.57%,6.22%,-18.27%,-7.34%,-4.35%,-10.93%,48.69%,-4.52%,0.66%,1.43%,-18.68%,4.87%,10.64%,-1.21%,1.47%,6.86%,-13.98%,-4.45%,-17.30%,4.46%,Upgrade
Enterprise Value,781,739,720,589,587,537,545,563,533,449,410,342,354,278,334,293,278,246,244,238,210,198,217,170,174,170,180,226,225,226,231,197,230,178,208,202,242,226,233,258,243,Upgrade
PE Ratio,14.34,13.93,14.48,13.10,10.57,11.81,11.71,11.67,28.54,21.19,38.21,19.86,9.59,8.64,9.66,10.02,10.62,10.13,9.97,10.71,10.82,14.02,13.47,19.67,-70.72,-48.25,-24.76,-98.18,18.56,14.24,11.52,8.61,10.96,9.41,8.73,16.58,20.26,21.27,38.86,35.38,39.10,Upgrade
PS Ratio,3.89,3.43,3.87,3.48,4.19,4.89,5.42,6.13,6.92,5.65,5.28,4.34,3.83,3.03,4.37,4.11,4.52,4.22,4.17,4.62,4.24,4.61,5.01,4.81,4.76,4.18,3.69,4.53,3.98,4.04,4.39,3.53,5.06,4.30,4.31,3.96,4.17,3.56,4.05,3.89,4.29,Upgrade
PB Ratio,1.12,0.99,0.96,0.83,0.95,1.07,1.33,1.37,1.51,1.27,1.14,1.03,0.91,0.70,1.02,0.95,1.02,0.87,0.97,0.98,0.87,0.89,0.96,0.94,0.95,0.92,0.87,1.09,0.92,0.85,0.86,0.65,0.91,0.81,0.97,0.94,1.03,0.87,1.00,0.89,0.92,Upgrade
Debt / Equity Ratio,1.37,1.37,1.36,1.17,1.26,0.89,1.05,1.09,0.98,1.11,0.87,0.80,0.96,0.93,0.83,0.89,0.80,0.84,0.94,0.84,0.78,0.70,0.70,0.47,0.41,0.61,0.69,0.67,0.66,0.69,0.72,0.64,0.57,0.45,0.59,0.64,0.79,0.87,0.90,0.93,0.93,Upgrade
Dividend Yield,10.40%,2.92%,3.16%,3.04%,2.63%,3.82%,2.22%,1.87%,1.75%,2.09%,2.32%,2.44%,2.77%,4.30%,2.37%,2.59%,2.54%,2.57%,2.67%,2.63%,2.98%,2.89%,2.67%,2.70%,2.65%,2.70%,3.13%,2.54%,2.83%,2.97%,2.94%,3.81%,2.72%,2.54%,2.47%,2.56%,2.36%,2.76%,2.43%,2.59%,2.51%,Upgrade
Payout Ratio,146.60%,173.70%,240.00%,130.40%,96.80%,325.00%,350.00%,47.60%,88.20%,96.80%,230.80%,-157.90%,63.80%,-875.00%,63.80%,78.90%,88.20%,115.40%,107.10%,81.10%,120.00%,130.40%,142.90%,125.00%,500.00%,93.80%,-550.00%,-70.40%,-3450.00%,287.50%,150.00%,115.00%,230.00%,88.50%,107.80%,69.00%,138.00%,65.10%,-73.40%,84.10%,287.50%,Upgrade
Buyback Yield / Dilution,-28.87%,-28.87%,-30.49%,-26.98%,-22.53%,-13.10%,-9.71%,-17.54%,-17.06%,-15.85%,-26.52%,-24.82%,-25.13%,-43.24%,-28.86%,-19.83%,-17.48%,-1.28%,-0.13%,-0.10%,-0.07%,-0.08%,0.21%,0.27%,0.24%,0.22%,0.70%,0.77%,0.76%,-17.65%,-20.75%,-20.94%,-20.92%,-2.01%,-0.28%,-0.41%,-0.43%,-0.45%,-0.41%,-5.58%,-25.36%,Upgrade
Total Shareholder Return,-18.49%,-25.95%,-27.32%,-23.94%,-19.89%,-9.29%,-7.49%,-15.67%,-15.31%,-13.76%,-24.20%,-22.39%,-22.36%,-38.94%,-26.50%,-17.24%,-14.94%,1.29%,2.54%,2.53%,2.90%,2.81%,2.88%,2.97%,2.88%,2.91%,3.83%,3.31%,3.59%,-14.68%,-17.82%,-17.13%,-18.20%,0.53%,2.18%,2.16%,1.93%,2.31%,2.02%,-2.99%,-22.85%,Upgrade
