Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"5,082","5,653","6,980","6,025","5,147","6,419","7,236","6,186","6,024","6,215","4,815","3,621","3,968","3,009","6,193","5,635","5,393","5,892","4,798","6,366","6,154","6,489","6,043","5,827","5,503","5,126","5,473","4,543","4,148","3,611","4,049","4,461","4,796","4,231","4,163","4,606","4,605","4,758","4,562","4,355","4,399",Upgrade
Market Cap Growth,-,-11.93%,-3.54%,-2.60%,-14.55%,3.29%,50.30%,70.81%,51.80%,106.56%,-22.26%,-35.73%,-26.42%,-48.94%,29.07%,-11.48%,-12.36%,-9.20%,-20.60%,9.24%,11.83%,26.59%,10.41%,28.28%,32.66%,41.93%,35.19%,1.82%,-13.51%,-14.65%,-2.75%,-3.14%,4.15%,-11.07%,-8.75%,5.78%,4.67%,11.70%,22.80%,8.13%,10.97%,Upgrade
Enterprise Value,"10,184","10,756","12,717","5,409","3,954","6,287","6,893","5,306","7,317","7,575","7,455","6,636","7,528","12,425","13,555","14,920","14,489","13,666","11,074","12,081","11,649","10,307","9,580","10,130","8,704","8,298","8,653","9,218","8,473","7,852","7,683","7,622","7,568","6,659","5,413","6,984","6,614","6,726","6,544","7,153","7,743",Upgrade
PE Ratio,8.28,9.12,13.42,12.84,10.28,12.01,11.71,9.44,9.70,11.97,11.07,9.26,10.46,6.65,12.37,11.30,11.38,13.07,10.77,15.54,16.28,18.44,18.06,18.67,18.29,18.41,23.52,18.75,17.08,14.09,14.03,15.21,16.31,14.56,14.24,15.30,15.29,15.59,14.41,13.35,13.02,Upgrade
PS Ratio,2.56,2.85,3.83,3.46,2.89,3.47,3.67,3.06,3.02,3.34,2.79,2.19,2.47,1.79,3.51,3.23,3.18,3.59,3.01,4.05,3.94,4.18,3.91,3.91,3.76,3.60,4.04,3.42,3.19,2.78,3.05,3.34,3.59,3.21,3.23,3.55,3.59,3.71,3.45,3.27,3.21,Upgrade
PB Ratio,1.04,1.16,1.49,1.34,1.09,1.32,1.35,1.15,1.13,1.19,0.91,0.69,0.78,0.60,1.27,1.17,1.15,1.30,1.08,1.76,1.73,1.86,1.73,1.67,1.61,1.53,1.67,1.34,1.23,1.09,1.25,1.32,1.42,1.26,1.26,1.42,1.43,1.53,1.51,1.46,1.49,Upgrade
Debt / Equity Ratio,1.33,1.33,1.52,0.22,0.18,0.25,0.47,0.19,0.48,0.53,0.73,0.77,0.94,2.07,1.78,2.18,2.22,2.00,1.67,1.93,1.96,1.84,1.67,1.94,1.71,1.78,1.75,2.15,2.00,1.97,1.94,1.62,1.58,1.50,1.13,1.52,1.05,1.07,1.02,1.32,1.49,Upgrade
Dividend Yield,2.82%,0.63%,0.52%,0.59%,0.69%,0.56%,0.50%,0.57%,0.59%,0.58%,0.75%,0.98%,0.90%,1.19%,0.58%,0.63%,0.66%,0.61%,0.75%,0.51%,0.47%,0.45%,0.48%,0.49%,0.52%,0.56%,0.52%,0.62%,0.68%,0.78%,0.71%,0.64%,0.60%,0.68%,0.69%,0.60%,0.60%,0.58%,0.60%,0.60%,0.59%,Upgrade
Payout Ratio,23.20%,22.20%,21.60%,22.80%,27.00%,58.20%,30.80%,19.00%,21.70%,24.80%,23.60%,23.30%,55.40%,58.00%,32.70%,25.00%,25.90%,32.50%,33.80%,27.90%,25.70%,28.00%,40.90%,33.60%,32.60%,32.60%,57.90%,38.10%,43.00%,67.20%,48.30%,38.50%,36.50%,38.90%,45.20%,36.70%,36.40%,36.00%,37.70%,34.50%,32.80%,Upgrade
Buyback Yield / Dilution,2.19%,2.19%,2.13%,1.98%,1.98%,1.92%,2.05%,2.17%,1.52%,1.41%,1.16%,1.03%,1.45%,1.78%,2.21%,-8.74%,-9.19%,-10.04%,-10.87%,-0.20%,-0.22%,-0.16%,-0.09%,0.54%,0.78%,0.84%,2.51%,3.84%,4.26%,4.41%,3.15%,1.23%,0.44%,0.13%,-0.47%,-0.49%,-0.44%,-0.58%,-0.56%,0.09%,-0.69%,Upgrade
Total Shareholder Return,5.00%,2.82%,2.64%,2.57%,2.67%,2.48%,2.55%,2.75%,2.11%,1.99%,1.91%,2.02%,2.34%,2.97%,2.79%,-8.11%,-8.53%,-9.44%,-10.12%,0.31%,0.25%,0.29%,0.39%,1.03%,1.30%,1.39%,3.03%,4.46%,4.94%,5.19%,3.86%,1.87%,1.04%,0.81%,0.22%,0.10%,0.16%,-0.01%,0.04%,0.69%,-0.10%,Upgrade
