Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Market Capitalization,857,"1,114","1,346","1,247","1,172","1,402","1,383","1,320","1,403","1,139",870,509,553,746,"1,642","1,491","1,427","1,240","1,225","1,849","1,844","1,722","1,657","1,566","1,258","1,288","1,149",863,839,836,902,851,841,699,671,591,583,650,683,629,696,Upgrade
Market Cap Growth,-,-20.49%,-2.68%,-5.55%,-16.48%,23.04%,58.97%,159.19%,153.77%,52.70%,-47.00%,-65.84%,-61.25%,-39.86%,34.05%,-19.35%,-22.61%,-27.96%,-26.07%,18.03%,46.60%,33.67%,44.23%,81.53%,50.02%,54.13%,27.37%,1.41%,-0.25%,19.48%,34.33%,43.92%,44.19%,7.65%,-1.67%,-5.97%,-16.25%,0.36%,14.87%,23.73%,42.76%,Upgrade
Enterprise Value,876,"1,133",786,677,555,-94,-134,-694,-108,-312,-116,277,326,"1,182","1,890","2,190","2,200","2,282","2,560","3,253","3,069","2,813","2,545","2,963","2,628","2,579","2,350","1,932","2,084","1,937","2,062","2,059","1,901","1,683","1,652","1,561","1,524","1,603","1,671","1,382","1,297",Upgrade
PE Ratio,8.65,11.15,14.55,15.15,9.21,11.14,11.66,11.64,19.81,-2.28,-1.63,-0.97,-1.06,14.05,17.02,17.54,15.08,12.02,11.68,21.06,23.44,26.66,30.11,22.91,20.33,22.16,19.58,13.41,13.38,14.72,18.21,18.95,19.93,16.04,19.90,17.98,20.11,21.97,16.60,15.74,16.63,Upgrade
PS Ratio,1.96,2.55,3.26,3.23,2.77,3.31,3.18,2.98,3.56,2.90,2.27,1.28,1.32,1.72,3.66,3.37,3.29,2.86,2.85,4.84,4.92,4.69,4.54,4.11,3.53,3.95,3.85,2.94,2.93,2.95,3.36,3.30,3.39,2.95,2.97,2.67,2.66,2.99,3.01,2.72,3.13,Upgrade
PB Ratio,0.86,1.12,1.41,1.32,1.16,1.28,1.17,1.12,1.19,0.97,0.73,0.43,0.48,0.43,0.93,0.84,0.80,0.79,0.79,1.21,1.22,1.15,1.11,1.22,0.99,1.17,1.05,0.93,0.91,0.92,1.02,0.97,1.02,0.98,0.95,0.85,0.84,0.96,1.01,0.93,1.03,Upgrade
Debt / Equity Ratio,1.03,1.03,0.13,0.13,0.25,0.10,0.09,0.09,0.27,0.38,0.48,0.60,0.70,0.60,0.47,0.56,0.56,0.77,0.98,1.01,0.90,0.81,0.76,1.16,1.16,1.26,1.20,1.22,1.43,1.29,1.42,1.48,1.53,1.46,1.48,1.49,1.53,1.51,1.57,1.23,1.01,Upgrade
Dividend Yield,3.11%,0.71%,0.59%,0.43%,0.47%,0.41%,0.42%,0.44%,0.43%,0.53%,0.69%,1.19%,2.18%,1.62%,0.71%,0.80%,0.79%,0.86%,0.83%,0.55%,0.55%,0.59%,0.58%,0.54%,0.63%,0.58%,0.56%,0.71%,0.73%,0.73%,0.65%,0.67%,0.64%,0.68%,0.67%,0.76%,0.77%,0.68%,0.66%,0.71%,0.65%,Upgrade
Payout Ratio,26.90%,28.60%,26.50%,28.60%,24.00%,28.60%,27.90%,9.10%,27.90%,46.20%,40.00%,28.60%,-2.20%,-60.00%,45.10%,52.30%,44.20%,45.10%,71.00%,31.40%,29.70%,40.00%,-140.00%,36.80%,39.60%,47.70%,64.50%,37.70%,38.50%,38.50%,35.80%,38.80%,54.30%,54.30%,39.10%,37.50%,39.10%,-450.00%,41.90%,54.50%,36.70%,Upgrade
Buyback Yield / Dilution,8.39%,8.39%,7.99%,7.61%,8.90%,4.94%,3.95%,3.15%,-0.72%,-0.72%,0.81%,2.36%,-2.30%,-8.52%,-9.68%,-11.42%,-6.27%,-0.13%,-1.29%,-15.24%,-23.33%,-30.32%,-40.93%,-30.29%,-21.81%,-15.52%,-5.48%,-2.47%,-8.10%,-22.97%,-23.30%,-20.95%,-14.72%,-1.04%,-0.22%,0.05%,0.59%,1.77%,-1.83%,-12.90%,-14.45%,Upgrade
Total Shareholder Return,11.50%,9.10%,8.58%,8.04%,9.38%,5.35%,4.36%,3.59%,-0.29%,-0.19%,1.50%,3.54%,-0.12%,-6.91%,-8.97%,-10.62%,-5.48%,0.73%,-0.46%,-14.69%,-22.77%,-29.73%,-40.35%,-29.76%,-21.18%,-14.95%,-4.91%,-1.75%,-7.36%,-22.24%,-22.65%,-20.28%,-14.08%,-0.36%,0.45%,0.81%,1.35%,2.45%,-1.17%,-12.19%,-13.80%,Upgrade
