Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"1,147","1,452","1,530","1,305","1,244","1,489","1,627","1,225","1,166","1,239",969,606,728,674,"1,182","1,067","1,083","1,033",971,"1,203","1,213","1,057","1,047",849,771,722,546,398,349,372,371,336,329,346,364,316,361,374,327,284,277,Upgrade
Market Cap Growth,-,-2.49%,-5.99%,6.53%,6.72%,20.14%,68.03%,102.04%,60.02%,83.84%,-18.03%,-43.15%,-32.77%,-34.75%,21.69%,-11.34%,-10.72%,-2.27%,-7.24%,41.70%,57.44%,46.43%,91.69%,113.61%,120.63%,93.93%,47.27%,18.22%,6.09%,7.57%,1.87%,6.52%,-8.89%,-7.44%,11.28%,11.01%,30.31%,40.90%,49.96%,45.29%,84.05%,Upgrade
Enterprise Value,"1,060","1,365","1,566","1,282",897,"1,012","1,255",909,768,788,681,290,180,720,"1,271","1,050","1,045",993,915,"1,099","1,060",938,965,838,709,607,511,353,307,357,290,294,327,218,227,96,71,126,150,146,86,Upgrade
PE Ratio,7.88,11.33,10.41,10.97,11.44,14.68,17.02,11.27,11.16,13.55,11.89,7.71,9.06,7.67,12.84,11.22,11.77,11.37,10.87,15.12,17.17,17.89,22.77,21.15,24.33,25.69,19.98,15.45,12.48,14.08,14.03,12.67,13.15,13.61,15.08,13.90,15.40,16.69,16.52,-23.45,-19.12,Upgrade
PS Ratio,3.02,3.82,4.02,3.61,3.65,4.61,5.34,4.06,3.94,4.47,3.66,2.35,2.82,2.50,4.32,3.91,4.02,3.87,3.60,4.48,4.74,4.41,4.91,4.47,4.50,4.59,3.67,2.76,2.43,2.66,2.66,2.45,2.41,2.51,2.68,2.35,2.69,2.80,2.53,3.59,3.69,Upgrade
PB Ratio,0.88,1.12,1.48,1.33,1.17,1.33,1.32,1.32,1.29,1.41,1.08,0.69,0.84,0.78,1.39,1.28,1.33,1.31,1.27,1.62,1.67,1.50,1.51,1.66,1.54,1.48,1.48,1.09,0.97,1.06,1.08,0.91,0.90,0.88,0.94,0.82,0.95,0.99,0.88,0.78,0.77,Upgrade
Debt / Equity Ratio,0.48,0.48,0.30,0.25,0.08,0.08,0.07,0.08,0.09,0.09,0.09,0.09,0.15,0.49,0.38,0.36,0.37,0.52,0.53,0.55,0.56,0.58,0.59,0.78,0.71,0.59,0.74,0.65,0.57,0.53,0.54,0.48,0.48,0.30,0.30,0.30,0.31,0.36,0.12,0.13,0.13,Upgrade
Dividend Yield,3.15%,0.62%,0.51%,0.60%,0.63%,0.53%,0.42%,0.47%,0.49%,0.46%,0.53%,0.86%,0.72%,0.78%,0.45%,0.33%,0.33%,0.35%,0.31%,0.25%,0.24%,0.28%,0.23%,0.23%,0.26%,0.24%,0.31%,0.42%,0.47%,0.44%,0.44%,0.49%,0.50%,0.47%,0.45%,0.52%,0.45%,0.44%,0.50%,0.57%,0.59%,Upgrade
Payout Ratio,24.90%,59.50%,20.40%,20.80%,21.40%,23.20%,100.00%,20.60%,19.40%,20.20%,22.00%,22.20%,32.10%,29.00%,25.40%,14.30%,15.00%,16.00%,12.30%,13.50%,13.00%,14.30%,16.70%,15.10%,17.80%,23.50%,19.00%,34.80%,21.10%,23.50%,23.50%,22.90%,26.70%,23.50%,23.50%,29.60%,24.20%,28.60%,28.60%,25.80%,29.60%,Upgrade
Buyback Yield / Dilution,-15.35%,-15.35%,-3.31%,-25.21%,-25.11%,-24.89%,-20.79%,1.47%,1.66%,2.93%,3.33%,2.51%,2.78%,1.16%,1.03%,-0.21%,-0.55%,-0.40%,-0.77%,-19.95%,-20.11%,-34.26%,-42.44%,-18.81%,-19.22%,-7.35%,-1.55%,-1.33%,-0.90%,-0.49%,-0.40%,-0.37%,-0.37%,-0.15%,-0.36%,-0.06%,-0.09%,-0.07%,-17.51%,-20.23%,-20.42%,Upgrade
Total Shareholder Return,-12.20%,-14.73%,-2.79%,-24.61%,-24.47%,-24.36%,-20.37%,1.93%,2.14%,3.39%,3.86%,3.37%,3.49%,1.94%,1.48%,0.12%,-0.22%,-0.06%,-0.46%,-19.70%,-19.86%,-33.98%,-42.21%,-18.58%,-18.97%,-7.11%,-1.24%,-0.91%,-0.43%,-0.04%,0.04%,0.12%,0.13%,0.33%,0.09%,0.46%,0.36%,0.36%,-17.01%,-19.66%,-19.84%,Upgrade
