Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"16,070","17,624","16,094","14,259","19,079","21,813","18,359","18,410","18,787","16,618","14,058","12,542","10,296","12,275","17,179","19,056","16,922","13,996","12,599","12,493","10,975","12,178","12,300","12,556","11,932","11,904","12,480","12,412","12,318","10,741","9,695","8,828","8,247","8,747","8,474","7,700","7,855","7,956","8,580","7,719","7,505",Upgrade
Market Cap Growth,-,-19.20%,-12.34%,-22.55%,1.55%,31.26%,30.60%,46.79%,82.47%,35.39%,-18.17%,-34.19%,-39.16%,-12.30%,36.35%,52.53%,54.19%,14.93%,2.43%,-0.50%,-8.02%,2.30%,-1.44%,1.16%,-3.14%,10.83%,28.72%,40.60%,49.35%,22.80%,14.41%,14.66%,4.99%,9.94%,-1.24%,-0.24%,4.67%,3.23%,34.67%,25.41%,21.38%,Upgrade
Enterprise Value,"15,947","17,564","15,721","14,063","18,866","21,716","18,117","18,229","18,691","16,576","14,057","12,595","10,557","12,749","17,297","19,154","17,003","14,071","12,681","12,737","11,343","12,427","12,494","12,725","12,169","12,203","12,549","12,559","12,624","10,988","10,007","9,270","8,632","8,981","8,754","8,166","8,273","8,373","9,086","8,144","8,060",Upgrade
PE Ratio,1454.57,1468.63,-33.11,-648.16,34.75,10.59,6.23,7.29,6.58,5.43,11.56,15.82,18.49,161.51,8.60,20.74,13.83,13.82,43.90,9.05,11.80,14.98,11.77,24.96,20.54,19.71,21.12,19.18,19.22,15.48,15.29,13.69,12.61,15.56,16.14,16.04,18.35,17.52,16.60,13.15,13.24,Upgrade
PS Ratio,2.11,2.32,2.45,2.11,2.67,2.53,1.91,2.05,1.99,1.69,1.87,1.79,1.59,2.17,2.17,2.94,2.53,2.21,2.33,2.05,1.96,2.24,2.15,2.23,2.12,2.12,2.29,2.30,2.34,2.06,1.89,1.72,1.60,1.74,1.71,1.59,1.66,1.72,1.89,1.74,1.74,Upgrade
PB Ratio,1.49,1.64,1.52,1.51,1.81,1.80,1.40,1.56,1.58,1.49,1.30,1.29,1.11,1.53,1.74,2.03,1.85,1.62,1.61,1.50,1.39,1.53,1.49,1.67,1.62,1.64,1.77,1.74,1.77,1.60,1.51,1.39,1.27,1.32,1.29,1.21,1.24,1.29,1.41,1.33,1.32,Upgrade
Debt / Equity Ratio,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.10,0.10,0.12,0.09,0.09,0.10,0.10,0.11,0.10,0.11,0.11,0.10,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.15,0.16,0.16,Upgrade
Dividend Yield,2.76%,0.67%,0.67%,0.77%,0.58%,0.51%,0.55%,0.55%,0.54%,0.61%,0.69%,0.77%,0.94%,0.80%,0.53%,0.48%,0.54%,0.65%,0.68%,0.69%,0.79%,0.71%,1.33%,0.65%,0.69%,0.69%,0.63%,0.64%,0.64%,0.73%,1.55%,0.86%,0.92%,0.86%,0.85%,0.94%,0.92%,0.90%,0.80%,0.89%,0.89%,Upgrade
Payout Ratio,3525.00%,52.40%,10.90%,-26.10%,-13.60%,-41.60%,6.90%,66.30%,14.40%,16.40%,9.20%,19.90%,10.60%,-7.90%,14.60%,37.10%,21.40%,13.10%,-19.10%,15.60%,39.80%,-278.90%,25.60%,80.60%,82.00%,41.00%,78.70%,44.00%,64.00%,42.10%,95.80%,43.40%,43.00%,59.00%,43.10%,39.30%,86.30%,78.60%,56.80%,52.50%,60.70%,Upgrade
Buyback Yield / Dilution,1.99%,1.99%,2.46%,1.23%,0.46%,0.48%,-0.15%,-0.20%,-0.18%,0.91%,1.52%,1.52%,1.49%,0.15%,-0.39%,-0.42%,0.56%,0.64%,0.81%,0.81%,0.33%,0.44%,0.41%,0.36%,-0.13%,-0.23%,-0.55%,-0.29%,-0.07%,-0.11%,-0.22%,-0.27%,-0.51%,-0.40%,0.21%,0.01%,-0.05%,-0.17%,-0.70%,-0.71%,-0.63%,Upgrade
Total Shareholder Return,4.76%,2.66%,3.13%,2.00%,1.04%,0.98%,0.40%,0.35%,0.36%,1.52%,2.20%,2.29%,2.42%,0.95%,0.14%,0.06%,1.10%,1.29%,1.50%,1.50%,1.12%,1.16%,1.74%,1.01%,0.56%,0.46%,0.09%,0.34%,0.57%,0.63%,1.33%,0.59%,0.40%,0.46%,1.06%,0.95%,0.86%,0.73%,0.10%,0.19%,0.25%,Upgrade
