Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"31,794","36,543","36,793","31,128","33,693","39,927","47,964","44,747","44,851","41,555","37,608","30,420","34,222","29,982","46,414","42,618","42,274","48,138","46,542","50,987","54,506","52,032","55,154","54,778","53,055","48,999","50,097","42,579","41,845","39,622","45,052","43,320","47,070","44,823","45,670","43,827","42,741","40,056","40,129","34,733","32,556",Upgrade
Market Cap Growth,-,-8.48%,-23.29%,-30.44%,-24.88%,-3.92%,27.54%,47.09%,31.06%,38.60%,-18.97%,-28.62%,-19.05%,-37.72%,-0.27%,-16.41%,-22.44%,-7.48%,-15.61%,-6.92%,2.74%,6.19%,10.09%,28.65%,26.79%,23.67%,11.20%,-1.71%,-11.10%,-11.60%,-1.35%,-1.16%,10.13%,11.90%,13.81%,26.18%,31.28%,23.16%,33.62%,29.98%,24.35%,Upgrade
Enterprise Value,"-46,848","-41,610","-33,871","-55,380","-73,939","-81,436","-38,948","-71,238","-69,423","-72,875","-90,080","-55,777","-56,956","-101,029","-24,809","-9,302","2,302","14,118","7,114","-1,364","4,916","-4,196","-4,472","2,733","1,446","5,053","7,354","-23,734","-33,065","-38,077","-52,762","-36,440","-52,498","-41,796","-44,958","-53,119","-78,435","-59,550","-75,719","-78,159","-61,427",Upgrade
PE Ratio,12.55,14.23,15.58,11.64,10.41,11.77,13.50,13.04,13.09,12.45,10.99,7.40,8.07,6.96,10.87,11.48,11.17,12.43,11.36,11.61,12.68,12.48,14.09,15.17,14.73,14.00,14.63,13.14,13.56,12.82,14.76,16.50,16.37,17.25,18.31,15.66,15.89,13.50,19.67,16.22,17.14,Upgrade
PS Ratio,1.86,2.17,2.25,1.89,2.08,2.51,3.01,2.84,2.88,2.66,2.38,1.82,2.04,1.80,2.82,2.72,2.66,2.99,2.84,3.16,3.39,3.28,3.55,3.51,3.42,3.19,3.29,2.81,2.79,2.62,2.97,2.86,2.95,2.84,2.91,2.83,2.92,2.68,2.69,2.31,2.18,Upgrade
PB Ratio,0.77,0.90,0.90,0.78,0.82,0.96,1.12,1.03,0.99,0.92,0.82,0.68,0.78,0.73,1.12,1.04,1.02,1.17,1.15,1.23,1.31,1.25,1.34,1.35,1.33,1.25,1.29,1.07,1.09,1.03,1.18,1.14,1.23,1.20,1.22,1.14,1.12,1.05,1.07,0.94,0.91,Upgrade
Debt / Equity Ratio,1.47,1.47,1.06,0.99,0.97,0.93,0.89,0.87,0.85,0.91,0.82,0.96,1.02,1.05,1.05,1.07,1.22,1.12,1.20,1.01,1.13,1.32,1.19,1.10,1.02,1.05,0.91,0.84,0.84,0.97,0.97,0.81,0.81,0.78,0.87,0.84,0.84,0.84,0.81,0.85,0.90,Upgrade
Dividend Yield,3.67%,0.82%,0.82%,0.97%,0.82%,0.69%,0.58%,0.65%,0.60%,0.66%,0.74%,0.91%,0.81%,0.93%,0.61%,0.68%,0.63%,0.56%,0.59%,0.55%,0.45%,0.47%,0.45%,0.46%,0.37%,0.41%,0.40%,0.48%,0.44%,0.47%,0.41%,0.43%,0.41%,0.43%,0.42%,0.44%,0.45%,0.43%,0.43%,0.50%,0.53%,Upgrade
Payout Ratio,45.60%,32.70%,58.70%,94.90%,33.00%,39.50%,33.30%,32.70%,27.20%,32.00%,39.20%,31.60%,30.70%,29.50%,20.50%,29.00%,27.70%,29.80%,32.90%,26.20%,23.10%,21.60%,22.20%,25.50%,21.60%,22.90%,24.70%,21.10%,22.40%,23.30%,29.30%,23.00%,23.00%,25.40%,89.50%,18.30%,35.40%,26.30%,34.10%,18.30%,21.10%,Upgrade
Buyback Yield / Dilution,0.77%,0.77%,0.20%,4.06%,6.86%,8.09%,8.32%,4.72%,1.92%,1.23%,2.74%,4.77%,6.64%,7.17%,7.28%,6.77%,5.96%,5.46%,4.03%,3.60%,2.64%,2.48%,2.48%,2.49%,3.38%,3.46%,3.61%,3.43%,3.91%,3.64%,3.06%,2.58%,1.55%,1.59%,1.41%,1.54%,1.40%,1.23%,1.45%,1.61%,2.28%,Upgrade
Total Shareholder Return,4.50%,1.59%,1.02%,5.03%,7.68%,8.79%,8.90%,5.36%,2.52%,1.89%,3.48%,5.68%,7.45%,8.10%,7.90%,7.45%,6.59%,6.02%,4.63%,4.15%,3.09%,2.95%,2.93%,2.94%,3.75%,3.87%,4.01%,3.91%,4.35%,4.11%,3.48%,3.01%,1.96%,2.02%,1.83%,1.99%,1.85%,1.66%,1.88%,2.11%,2.82%,Upgrade
