Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+31 Quarters
Market Capitalization,228,250,263,248,271,311,296,285,291,249,195,171,182,151,342,345,415,412,369,419,421,441,456,548,546,550,506,601,568,686,698,662,683,677,611,637,680,683,694,704,694,Upgrade
Market Cap Growth,-,-19.44%,-11.21%,-13.02%,-7.13%,24.58%,52.11%,66.62%,60.18%,65.03%,-43.09%,-50.35%,-56.17%,-63.34%,-7.35%,-17.69%,-1.42%,-6.41%,-19.08%,-23.53%,-22.92%,-19.86%,-9.88%,-8.80%,-3.77%,-19.82%,-27.51%,-9.20%,-16.94%,1.34%,14.16%,3.91%,0.49%,-1.00%,-11.94%,-9.53%,-1.94%,-7.61%,-6.54%,-1.75%,-3.39%,Upgrade
Enterprise Value,487,510,507,481,486,474,481,477,469,384,351,471,498,457,641,618,646,594,542,647,655,749,634,789,826,882,831,915,908,"1,116","1,048","1,031",932,"1,103","1,049",954,931,"1,108","1,154","1,103",965,Upgrade
PE Ratio,31.40,38.63,75.34,16.27,12.74,5.57,4.45,4.09,9.41,-8.77,-1.87,-1.48,-1.80,-1.80,-49.63,-9.14,-82.38,42.41,-40.26,15.75,-58.91,77.88,21.81,27.31,-103.90,-17.29,-6.00,-5.60,-12.21,-30.87,18.07,5.82,5.66,4.94,4.45,5.58,6.48,7.94,7.47,11.10,11.98,Upgrade
PS Ratio,3.53,3.88,4.54,4.68,5.46,6.45,6.40,5.91,5.60,4.25,2.90,2.39,2.42,1.95,4.38,4.33,5.14,5.01,4.40,4.79,4.72,4.72,4.68,5.43,5.24,4.89,4.31,4.96,4.40,5.34,5.39,4.88,5.07,4.98,4.55,4.92,5.33,5.25,5.27,5.15,4.75,Upgrade
PB Ratio,0.71,0.78,0.83,0.75,0.81,0.90,0.85,0.81,0.84,0.77,0.62,0.56,0.55,0.42,0.79,0.77,0.89,0.84,0.76,0.77,0.79,0.80,0.80,0.94,0.90,0.92,0.85,0.99,0.86,1.00,0.93,0.84,0.87,0.86,0.78,0.86,0.93,0.96,0.98,1.01,1.00,Upgrade
Debt / Equity Ratio,0.83,0.83,0.80,0.79,0.71,0.50,0.56,0.58,0.56,0.44,0.57,1.00,0.97,0.85,0.72,0.62,0.54,0.42,0.38,0.43,0.45,0.56,0.36,0.42,0.49,0.62,0.56,0.53,0.53,0.64,0.48,0.48,0.39,0.60,0.57,0.48,0.45,0.64,0.67,0.59,0.45,Upgrade
Dividend Yield,12.74%,2.90%,2.76%,2.95%,3.25%,2.92%,3.07%,3.19%,3.13%,3.67%,4.59%,5.09%,4.68%,7.93%,3.52%,3.48%,3.72%,3.75%,4.24%,3.78%,3.79%,3.68%,3.59%,2.40%,2.84%,2.71%,3.43%,2.54%,2.69%,2.24%,2.53%,2.68%,2.60%,2.62%,2.90%,2.79%,2.61%,3.21%,3.16%,3.11%,3.15%,Upgrade
Payout Ratio,400.00%,83.30%,-142.90%,125.00%,-333.30%,142.90%,111.10%,62.50%,23.30%,45.50%,62.50%,-25.60%,-25.00%,-16.30%,-700.00%,-77.80%,-120.00%,69.20%,-40.00%,64.30%,300.00%,-1800.00%,360.00%,-94.70%,78.30%,90.00%,700.00%,-38.90%,-161.50%,-40.40%,-77.80%,72.40%,105.00%,70.00%,28.80%,53.80%,51.20%,83.90%,61.90%,96.30%,162.50%,Upgrade
Buyback Yield / Dilution,20.09%,20.09%,20.26%,19.66%,3.60%,0.67%,-1.76%,-4.59%,-7.09%,-6.80%,-4.13%,-1.46%,0.84%,0.26%,1.13%,2.47%,3.23%,4.62%,4.53%,-20.47%,-2.91%,-8.81%,-10.01%,-0.68%,-18.55%,-13.12%,1.71%,14.21%,14.14%,13.55%,0.42%,-0.14%,-0.28%,-0.17%,-0.16%,-0.38%,-0.52%,-7.73%,-14.20%,-14.17%,-14.19%,Upgrade
Total Shareholder Return,32.83%,22.99%,23.02%,22.61%,6.85%,3.59%,1.32%,-1.40%,-3.96%,-3.14%,0.47%,3.63%,5.52%,8.19%,4.65%,5.95%,6.96%,8.36%,8.76%,-16.69%,0.88%,-5.13%,-6.42%,1.72%,-15.71%,-10.42%,5.14%,16.74%,16.83%,15.78%,2.95%,2.55%,2.32%,2.45%,2.74%,2.41%,2.09%,-4.52%,-11.04%,-11.07%,-11.04%,Upgrade
