Metrics,Current,2022-12-31,2022-06-30,2021-12-31,2021-06-30,2020-12-31,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2006-06-30,2005-12-31,2005-06-30,2004-12-31,2004-06-30,2003-12-31,2003-06-30,+4 Quarters
Market Capitalization,"39,535","37,736","34,481","44,922","49,711","48,030","39,512","49,385","56,814","45,754","59,117","65,533","59,377","51,179","43,745","57,878","62,346","59,106","58,735","57,538","41,836","36,373","29,557","25,125","29,440","26,411","18,916","25,456","17,079","15,623","26,207","35,003","34,954","33,093","27,364","22,685","21,331","17,480","17,510","17,064","12,220",Upgrade
Market Cap Growth,-,-21.43%,-12.73%,-9.04%,-12.50%,4.97%,-33.16%,-24.64%,-4.32%,-10.60%,35.14%,13.23%,-4.76%,-13.41%,-25.52%,0.59%,49.02%,62.50%,98.72%,129.01%,42.11%,37.72%,56.26%,-1.30%,72.37%,69.05%,-27.82%,-27.27%,-51.14%,-52.79%,-4.23%,54.30%,63.86%,89.32%,56.28%,32.94%,74.56%,26.42%,-6.12%,-26.94%,-,Upgrade
Enterprise Value,"37,590","36,537","28,424","47,169","47,371","53,225","36,521","48,044","60,181","31,339","47,288","51,818","45,113","36,168","27,799","43,146","48,288","44,021","44,361","43,127","25,561","21,591","15,546","13,388","15,307","15,737","9,011","11,831","6,578","6,700","17,716","27,004","28,740","30,059","32,351","23,076","22,102","20,274","23,141","31,311","24,908",Upgrade
PE Ratio,39.06,37.81,18.02,-15.85,-16.68,22.08,-57.10,63.07,13.27,11.38,20.46,21.28,17.02,20.92,18.79,17.62,19.51,20.94,21.69,33.56,20.02,13.20,15.42,13.63,13.65,15.88,10.83,29.57,-25.11,-30.98,121.04,29.02,26.85,32.08,23.95,23.81,28.68,26.55,20.80,19.45,-84.91,Upgrade
PS Ratio,-4.59,-4.59,19.02,1.70,1.53,1.33,30.32,1.29,0.84,1.28,1.44,0.87,0.59,0.56,0.67,1.10,0.89,0.77,0.76,0.86,0.61,0.53,0.62,0.56,0.44,0.44,0.29,0.42,3.51,-1.19,1.35,0.84,0.72,0.74,0.61,0.45,0.41,0.41,0.67,0.79,1.00,Upgrade
PB Ratio,1.85,2.23,2.14,2.63,3.16,2.30,2.07,2.54,2.27,2.08,2.92,3.01,3.02,2.74,2.35,3.51,3.78,3.93,4.34,4.68,3.41,2.76,2.50,2.30,2.89,2.76,2.07,3.19,2.82,2.40,3.64,4.46,4.74,4.62,4.26,3.32,3.36,2.97,4.10,2.61,1.81,Upgrade
Debt / Equity Ratio,0.30,0.30,0.32,0.41,0.46,0.43,0.46,0.42,0.47,0.73,0.73,0.73,0.78,0.71,0.70,0.64,0.64,0.65,0.72,0.80,0.79,0.65,0.78,0.92,1.05,1.09,1.12,1.18,1.50,1.22,1.13,1.06,1.23,1.86,2.97,2.15,2.23,2.55,3.11,2.40,2.22,Upgrade
Dividend Yield,0.67%,-,-,-,-,-,-,27.35%,-,-,3.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.44%,-,5.51%,-,4.65%,-,3.22%,-,-,-,-,5.60%,-,-,-,Upgrade
Payout Ratio,48.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Buyback Yield / Dilution,-5.58%,-5.58%,-5.58%,-0.63%,-0.63%,-0.54%,-0.54%,-0.46%,-0.46%,-0.57%,-0.57%,-0.52%,-0.52%,-0.47%,-0.47%,-0.41%,-0.41%,-0.48%,-0.48%,-0.46%,-0.46%,-0.62%,-0.62%,-1.95%,-1.95%,-2.52%,-2.52%,-2.15%,-2.15%,-3.49%,-3.49%,-2.90%,-2.90%,-18.79%,-18.79%,-18.67%,-18.67%,-0.77%,-0.77%,-0.39%,-,Upgrade
Total Shareholder Return,-4.91%,-5.58%,-5.58%,-0.63%,-0.63%,-0.54%,-0.54%,26.88%,-0.46%,-0.57%,3.26%,-0.52%,-0.52%,-0.47%,-0.47%,-0.41%,-0.41%,-0.48%,-0.48%,-0.46%,-0.46%,-0.62%,-0.62%,-1.95%,-1.95%,-2.52%,2.92%,-2.15%,3.36%,-3.49%,1.16%,-2.90%,0.32%,-18.79%,-18.79%,-18.67%,-18.67%,4.83%,-0.77%,-0.39%,-,Upgrade
