Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+29 Quarters
Market Capitalization,"4,128","4,454","4,236","3,220","3,800","4,275","5,301","5,301","5,765","5,536","4,455","2,657","2,388","1,872","2,922","3,194","3,637","3,731","2,896","4,118","4,294","3,596","3,476","3,150","2,893","3,202","2,674","1,998","1,753","2,056","1,970","1,823","1,966","1,906","1,886","1,705","2,009","1,917","1,962","1,544","1,241",Upgrade
Market Cap Growth,-,4.18%,-20.08%,-39.26%,-34.08%,-22.78%,18.99%,99.50%,141.36%,195.75%,52.46%,-16.80%,-34.33%,-49.82%,0.90%,-22.45%,-15.30%,3.73%,-16.67%,30.73%,48.46%,12.30%,29.99%,57.66%,64.98%,55.78%,35.72%,9.60%,-10.79%,7.88%,4.47%,6.91%,-2.14%,-0.60%,-3.87%,10.44%,61.83%,45.31%,121.91%,100.67%,82.51%,Upgrade
Enterprise Value,"3,443","3,768","2,828","2,120","2,916","3,437","3,659","4,265","4,977","4,967","3,284","2,125","1,978","1,723","2,290","2,868","3,432","3,596","1,970","3,550","3,809","3,261","2,913","2,770","2,598","2,967","2,233","1,670","1,622","1,958","1,619","1,632","1,812","1,821","1,623","1,540","1,883","1,854","1,723","1,362","1,160",Upgrade
PE Ratio,10.94,11.08,8.89,5.10,5.36,5.67,7.16,7.98,10.53,11.94,12.71,11.29,10.12,7.16,9.82,8.98,10.06,10.69,7.68,21.17,22.49,25.65,27.70,16.73,16.34,17.50,24.87,23.59,30.65,46.85,45.96,36.47,29.29,23.64,21.71,22.43,30.58,33.16,36.88,27.93,26.62,Upgrade
PS Ratio,1.58,1.71,1.53,1.06,1.15,1.28,1.61,1.71,2.15,2.22,1.97,1.33,1.20,0.93,1.46,1.51,1.73,1.85,1.40,2.25,2.31,2.02,2.04,1.96,1.82,2.04,1.86,1.42,1.32,1.65,1.61,1.60,1.86,1.90,2.06,2.10,2.60,2.52,2.56,2.03,1.71,Upgrade
PB Ratio,3.00,3.24,2.76,2.28,2.81,3.03,4.01,4.34,5.01,4.74,3.62,2.74,2.65,2.29,3.36,4.18,4.93,4.86,3.82,6.16,6.89,6.54,6.39,6.62,6.31,5.72,5.07,4.40,4.32,4.89,3.90,3.80,4.04,3.89,3.42,3.32,3.81,3.90,3.90,3.47,2.98,Upgrade
Debt / Equity Ratio,0.51,0.51,0.45,0.49,0.52,0.51,0.55,0.58,0.62,0.61,0.58,0.76,0.81,0.88,0.75,0.82,0.56,0.58,0.26,0.29,0.32,0.37,0.38,0.44,0.46,0.38,0.41,0.47,0.54,0.66,0.37,0.38,0.43,0.55,0.42,0.40,0.34,0.37,0.36,0.44,0.44,Upgrade
Current Ratio,5.29,5.29,2.53,2.97,3.10,3.30,2.16,2.46,2.76,3.54,2.23,2.66,2.68,3.14,2.53,3.07,2.58,3.32,1.98,2.35,2.32,2.49,2.15,2.04,2.15,2.72,2.00,2.10,2.37,2.46,1.84,2.14,2.09,2.01,1.77,1.98,2.21,2.75,1.89,1.89,1.84,Upgrade
Dividend Yield,2.68%,0.65%,0.69%,0.91%,0.78%,0.66%,0.55%,0.55%,0.52%,0.49%,0.60%,0.92%,1.02%,1.31%,0.84%,0.78%,0.69%,0.59%,0.77%,0.56%,0.53%,0.51%,0.51%,0.48%,0.53%,0.49%,0.57%,0.68%,0.77%,0.68%,0.72%,0.68%,0.60%,0.63%,0.62%,0.61%,0.52%,0.54%,0.51%,1.09%,0.66%,Upgrade
Payout Ratio,28.00%,33.20%,19.90%,34.10%,30.00%,16.90%,9.10%,16.80%,19.70%,17.50%,11.30%,55.20%,41.70%,74.40%,21.80%,53.20%,28.70%,30.10%,12.40%,41.30%,29.60%,16.90%,-85.10%,28.80%,75.60%,17.00%,30.60%,34.80%,50.80%,238.50%,57.40%,140.00%,93.30%,233.30%,36.80%,37.30%,36.80%,83.30%,49.00%,102.30%,42.30%,Upgrade
Buyback Yield / Dilution,3.04%,3.04%,3.90%,5.08%,5.85%,6.18%,3.29%,-0.84%,-4.22%,-5.05%,-3.47%,1.04%,3.42%,4.16%,4.55%,6.69%,4.25%,2.88%,0.34%,-4.14%,-1.33%,1.03%,-0.28%,-0.69%,-2.53%,-2.26%,2.15%,1.35%,-3.41%,-4.98%,-8.54%,-5.88%,-0.73%,-2.61%,-4.05%,-9.02%,-11.62%,-10.51%,-17.54%,-22.17%,-18.43%,Upgrade
Total Shareholder Return,5.72%,3.70%,4.59%,5.99%,6.63%,6.84%,3.83%,-0.29%,-3.70%,-4.56%,-2.86%,1.97%,4.43%,5.47%,5.39%,7.47%,4.94%,3.47%,1.11%,-3.58%,-0.80%,1.54%,0.23%,-0.22%,-2.00%,-1.77%,2.72%,2.03%,-2.64%,-4.31%,-7.83%,-5.20%,-0.13%,-1.99%,-3.43%,-8.40%,-11.10%,-9.96%,-17.03%,-21.07%,-17.77%,Upgrade
