Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+43 Quarters
Market Capitalization,"2,014","1,920","1,938","1,605","2,118","2,322","2,775","2,651","2,994","2,805","2,482","1,857","1,664","1,373","2,259","2,216","1,999","1,708","1,687","1,908","2,120","2,252","2,429","2,505","2,582","2,708","2,936","2,212","2,067","1,852","1,901","1,971","2,416","1,950","1,799","1,808","1,917","2,145","2,009","1,553","1,377",Upgrade
Market Cap Growth,-,-17.32%,-30.14%,-39.47%,-29.27%,-17.24%,11.77%,42.79%,79.91%,104.32%,9.87%,-16.22%,-16.74%,-19.64%,33.96%,16.19%,-5.71%,-24.13%,-30.57%,-23.85%,-17.90%,-16.83%,-17.27%,13.23%,24.91%,46.22%,54.49%,12.22%,-14.42%,-5.02%,5.65%,9.03%,26.01%,-9.12%,-10.45%,16.41%,39.25%,90.49%,163.25%,116.82%,136.95%,Upgrade
Enterprise Value,"2,373","2,278","1,855","1,379","1,807",888,"1,426","1,578","3,268","2,603","2,770","2,000","1,433","2,636","3,742","3,895","3,473","2,789","2,486","3,185","3,923","3,371","3,657","4,168","4,208","3,427","4,202","3,453","3,032","2,622","2,614","2,798","3,358","2,556","1,872","2,129","2,538","1,842","1,728","1,049","1,958",Upgrade
PE Ratio,17.80,16.45,17.13,10.72,10.06,8.40,7.41,6.18,6.12,5.41,5.54,4.88,5.43,5.81,10.03,10.86,12.45,12.58,13.89,17.87,20.96,17.25,18.33,16.22,14.66,18.70,20.13,16.85,16.37,14.84,9.09,8.96,12.29,10.05,16.98,17.43,16.17,19.09,16.60,15.53,23.81,Upgrade
PS Ratio,1.61,1.54,1.51,1.15,1.37,1.38,1.47,1.30,1.38,1.28,1.23,1.02,1.01,0.90,1.51,1.67,1.55,1.32,1.29,1.27,1.40,1.42,1.51,1.54,1.54,1.65,1.79,1.38,1.32,1.20,1.17,1.27,1.68,1.46,1.57,1.63,1.75,1.96,1.81,1.60,1.87,Upgrade
PB Ratio,0.98,0.93,0.95,0.79,1.04,0.94,1.10,1.07,1.21,1.16,1.07,0.77,0.74,0.64,1.07,1.08,0.99,0.86,0.87,0.98,1.11,1.17,1.27,1.31,1.37,1.44,1.57,1.20,1.15,1.05,1.09,1.15,1.44,1.09,1.23,1.27,1.37,1.58,1.53,1.29,1.18,Upgrade
Debt / Equity Ratio,1.03,1.03,0.73,0.76,0.73,0.59,0.58,0.56,0.67,0.56,0.58,0.59,0.63,0.84,0.91,0.97,0.90,0.70,0.74,0.87,1.13,0.83,0.90,1.06,1.08,0.68,1.05,0.98,0.88,0.74,0.80,0.80,0.93,0.74,0.61,0.68,0.94,0.45,0.35,0.43,1.03,Upgrade
Dividend Yield,2.00%,0.54%,1.00%,0.60%,0.52%,0.51%,0.34%,0.36%,0.33%,0.35%,0.31%,0.44%,0.49%,0.59%,0.32%,0.33%,0.37%,0.44%,0.39%,0.35%,0.31%,0.30%,0.24%,0.23%,0.23%,0.22%,0.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,43.40%,40.00%,75.00%,30.00%,33.30%,53.60%,15.00%,10.30%,9.90%,8.20%,6.70%,5.30%,6.30%,16.40%,14.50%,9.20%,12.90%,19.50%,23.30%,18.40%,20.00%,28.00%,42.90%,19.40%,9.40%,22.20%,16.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,18.15%,18.15%,18.35%,19.71%,10.17%,3.99%,8.04%,10.71%,8.83%,8.72%,4.80%,1.77%,3.48%,3.33%,3.72%,2.94%,2.03%,2.58%,1.87%,1.76%,3.11%,2.64%,2.83%,2.35%,0.17%,-0.09%,0.48%,0.94%,1.82%,1.95%,-9.60%,-9.94%,-10.87%,-11.09%,-0.01%,-0.11%,-0.30%,-8.17%,-37.66%,-60.50%,-60.20%,Upgrade
Total Shareholder Return,20.15%,18.69%,19.35%,20.31%,10.69%,4.51%,8.38%,11.07%,9.16%,9.07%,5.12%,2.21%,3.97%,3.92%,4.04%,3.28%,2.41%,3.01%,2.27%,2.11%,3.42%,2.94%,3.07%,2.58%,0.40%,0.13%,0.68%,0.94%,1.82%,1.95%,-9.60%,-9.94%,-10.87%,-11.09%,-0.01%,-0.11%,-0.30%,-8.17%,-37.66%,-60.50%,-60.20%,Upgrade
