Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+11 Quarters
Market Capitalization,"1,580","1,458",400,"1,251",568,"2,880","3,372","3,146","3,120","4,745",550,63,17,4,7,11,18,13,9,18,19,10,36,10,9,15,26,42,41,30,24,26,41,81,114,83,61,37,34,28,18,Upgrade
Market Cap Growth,-,-49.37%,-88.15%,-60.24%,-81.81%,-39.29%,513.61%,4894.34%,18724.18%,124546.26%,7839.97%,463.79%,-10.17%,-71.34%,-25.11%,-36.34%,-2.41%,35.57%,-74.23%,70.27%,115.09%,-36.26%,38.37%,-75.62%,-78.56%,-48.39%,8.97%,59.56%,1.13%,-63.17%,-79.20%,-67.96%,-33.45%,119.86%,239.90%,198.73%,237.34%,101.88%,-,-,-,Upgrade
Enterprise Value,"2,183","1,867",946,"1,821",984,"3,048","3,479","2,831","2,754","4,240",406,45,16,5,7,11,18,13,8,15,15,6,23,21,24,31,39,59,52,50,44,56,72,97,131,83,59,31,30,22,12,Upgrade
PE Ratio,-2.14,-2.14,-0.58,-4.64,-2.63,-21.61,-90.91,-59.44,-95.26,64.15,-52.60,-9.90,-3.23,-1.08,-1.97,-1.65,-2.51,-1.16,-0.72,-0.64,-0.58,-0.32,-1.14,-0.26,-0.23,-0.54,-0.90,-6.86,-11.26,-1.86,-1.40,-1.48,-3.84,-10.56,-36.26,149.74,-15.60,-11.76,-9.75,-9.75,-4.76,Upgrade
PS Ratio,15.14,12.45,3.39,7.90,2.88,14.28,21.19,33.90,74.38,367.31,126.14,31.64,11.22,2.46,5.84,9.29,15.12,8.55,5.92,14.91,18.89,14.38,69.02,13.11,13.19,0.44,0.71,0.97,0.82,1.76,1.25,2.01,2.00,3.56,5.34,3.89,7.17,5.93,9.84,12.38,11.85,Upgrade
PB Ratio,3.25,2.67,1.03,2.00,0.86,3.72,4.94,4.76,5.38,6.94,1.76,1.74,1.72,1.20,1.90,3.20,10.71,6.16,3.17,2.75,2.46,1.16,4.86,-1.14,-0.82,-1.36,-2.84,3.41,2.28,3.11,1.88,1.69,2.27,3.80,4.72,2.94,2.68,2.97,2.76,2.41,1.59,Upgrade
Debt / Equity Ratio,1.35,1.35,2.03,1.25,1.16,0.94,1.07,-,-,0.00,0.00,0.01,0.02,0.37,0.33,0.35,0.72,0.58,0.34,0.16,0.13,0.19,0.24,-1.72,-1.60,-1.45,-1.95,1.42,0.99,2.28,1.78,2.12,1.85,1.20,0.91,0.22,0.22,-,-,-,-,Upgrade
Current Ratio,16.22,16.22,10.63,5.27,4.02,40.00,60.82,141.32,147.00,219.25,198.38,27.85,6.27,1.07,0.81,0.38,0.86,0.98,1.33,2.61,1.65,1.42,1.96,0.23,0.21,0.18,0.27,0.14,0.66,0.16,0.28,0.27,0.17,0.79,0.35,1.14,1.16,3.59,6.15,16.17,16.75,Upgrade
Buyback Yield / Dilution,-54.40%,-54.40%,-22.15%,-15.60%,-10.02%,-7.12%,-26.10%,-219.80%,-510.54%,-1012.02%,-971.72%,-394.67%,-156.56%,-36.56%,-19.75%,-4.80%,-26.77%,-66.55%,-289.00%,-287.89%,-255.16%,-219.48%,-64.32%,-66.68%,-40.76%,-27.34%,-9.12%,-4.67%,-14.52%,-7.92%,-24.78%,9.96%,-27.07%,-26.32%,-7.45%,-52.71%,-29.63%,-56.69%,-81.02%,-100.63%,-33.84%,Upgrade
Total Shareholder Return,-54.40%,-54.40%,-22.15%,-15.60%,-10.02%,-7.12%,-26.10%,-219.80%,-510.54%,-1012.02%,-971.72%,-394.67%,-156.56%,-36.56%,-19.75%,-4.80%,-26.77%,-66.55%,-289.00%,-287.89%,-255.16%,-219.48%,-64.32%,-66.68%,-40.76%,-27.34%,-9.12%,-4.67%,-14.52%,-7.92%,-24.78%,9.96%,-27.07%,-26.32%,-7.45%,-52.71%,-29.63%,-56.69%,-81.02%,-100.63%,-33.84%,Upgrade
