Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+10 Quarters
Market Capitalization,464,474,465,420,426,493,439,426,415,380,320,241,222,162,363,363,390,375,286,358,348,316,372,394,378,394,302,302,249,253,223,224,241,247,238,227,283,266,299,266,256,Upgrade
Market Cap Growth,-,-3.93%,5.84%,-1.49%,2.65%,29.77%,37.25%,77.06%,87.43%,134.65%,-11.82%,-33.65%,-43.19%,-56.82%,26.95%,1.44%,12.24%,18.80%,-23.08%,-9.14%,-7.97%,-19.96%,23.03%,30.17%,51.65%,55.99%,35.56%,34.90%,3.39%,2.48%,-6.32%,-1.44%,-14.79%,-7.12%,-20.29%,-14.53%,10.31%,1.40%,52.15%,69.03%,79.23%,Upgrade
Enterprise Value,863,874,813,770,741,794,636,680,713,668,639,560,575,499,703,680,679,631,515,615,588,540,568,558,540,570,465,470,400,460,415,411,417,420,392,364,388,369,390,325,345,Upgrade
PE Ratio,11.49,11.96,12.98,5.16,4.34,4.24,3.78,4.47,4.74,5.45,10.25,11.09,14.88,16.00,7.49,8.97,9.44,8.19,5.78,7.17,7.38,6.38,8.46,8.91,9.28,9.05,7.27,8.23,7.40,9.33,8.58,8.78,9.51,10.96,12.21,13.61,17.73,10.24,10.98,9.60,8.62,Upgrade
PS Ratio,4.50,4.61,4.94,4.63,4.90,5.63,4.86,4.74,4.63,4.30,3.76,2.97,2.80,2.11,4.71,4.55,4.97,4.78,3.74,5.02,4.86,4.47,5.42,5.72,5.79,6.39,5.02,5.21,4.36,4.51,4.11,4.24,4.76,5.10,5.16,5.20,6.63,6.24,7.15,6.62,6.59,Upgrade
PB Ratio,0.95,0.98,0.97,0.89,0.88,1.01,0.90,0.95,0.97,0.92,0.78,0.62,0.59,0.43,0.88,0.90,0.98,0.93,0.71,0.89,0.88,0.79,0.95,1.01,0.97,1.11,0.85,1.01,0.84,1.02,0.90,0.91,0.98,1.01,0.98,0.94,1.36,1.27,1.41,1.21,1.16,Upgrade
Debt / Equity Ratio,0.90,0.90,0.85,0.82,0.80,0.80,0.75,0.79,0.82,0.84,1.08,0.88,0.99,0.97,0.86,0.83,0.78,0.70,0.67,0.73,0.67,0.65,0.60,0.54,0.55,0.55,0.62,0.70,0.70,0.89,0.91,0.83,0.77,0.77,0.75,0.60,0.70,0.69,0.68,0.66,0.66,Upgrade
Dividend Yield,10.10%,3.46%,3.22%,2.50%,2.46%,2.63%,2.28%,2.41%,2.29%,2.44%,2.60%,3.05%,3.31%,5.89%,2.90%,2.63%,2.45%,2.54%,3.68%,2.67%,2.74%,3.03%,2.83%,2.43%,2.34%,2.22%,2.89%,2.48%,2.71%,2.51%,3.14%,2.83%,2.69%,2.47%,2.56%,2.92%,1.85%,1.97%,3.50%,2.17%,2.03%,Upgrade
Payout Ratio,132.30%,106.50%,321.10%,91.50%,130.30%,110.40%,20.00%,36.20%,36.80%,80.90%,28.10%,35.30%,90.90%,-35.50%,52.40%,68.40%,300.00%,84.80%,87.80%,63.90%,125.80%,63.90%,84.30%,79.60%,88.60%,92.90%,68.30%,86.70%,52.70%,84.80%,89.60%,114.70%,102.60%,95.00%,79.20%,126.30%,152.00%,152.00%,230.30%,127.30%,38.80%,Upgrade
Buyback Yield / Dilution,-1.50%,-1.50%,-0.50%,-,-,-,-0.00%,-,-,0.08%,0.11%,0.11%,0.11%,0.02%,-0.00%,-,-,0.14%,0.17%,0.08%,-7.99%,-9.14%,-20.80%,-27.50%,-30.72%,-37.70%,-24.54%,-18.03%,-7.06%,-1.50%,-1.61%,-17.61%,-17.58%,-16.76%,-16.68%,-0.84%,-0.48%,-6.37%,-15.02%,-38.01%,-45.33%,Upgrade
Total Shareholder Return,8.66%,1.96%,2.72%,2.50%,2.46%,2.63%,2.28%,2.41%,2.29%,2.53%,2.70%,3.15%,3.41%,5.91%,2.90%,2.63%,2.45%,2.69%,3.85%,2.74%,-5.24%,-6.11%,-17.96%,-25.08%,-28.38%,-35.48%,-21.65%,-15.55%,-4.35%,1.01%,1.54%,-14.78%,-14.90%,-14.28%,-14.12%,2.08%,1.37%,-4.40%,-11.52%,-35.85%,-43.30%,Upgrade
